,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,11.47,14.8,8.32,7.7,15.5,6.92,,,,,
low,10.17,5.51,3.14,1.67,6.15,2.3,,,,,
change,0.09720000000000001,-0.4747,-0.3111,0.5024000000000001,0.07110000000000001,-0.452,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,,732.0,623.0,571.0,597.0,Balance Sheet
Short Term Investments,,,,,,,14.0,11.0,12.0,10.0,Balance Sheet
Cash and Short Term Invs,,,,,,,747.0,634.0,582.0,607.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,346.0,308.0,281.0,294.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-11.0,-10.0,-12.0,-6.0,Balance Sheet
"Trade Accts Recvble, Net",,,,,,,335.0,298.0,269.0,288.0,Balance Sheet
Notes Recvble - Short Term,,,,,,,561.0,565.0,558.0,551.0,Balance Sheet
Other Receivables,,,,,,,14.0,13.0,16.0,27.0,Balance Sheet
"Total Receivables, Net",,,,,,,909.0,875.0,842.0,867.0,Balance Sheet
Invent. - Finished Goods,,,,,,,30.0,30.0,30.0,33.0,Balance Sheet
Invent. - Raw Materials,,,,,,,48.0,57.0,53.0,57.0,Balance Sheet
Total Inventory,,,,,,,79.0,88.0,83.0,90.0,Balance Sheet
Discont. Ops.-Curr. Assets,,,,,,,,,109.0,,Balance Sheet
Other Current Assets,,,,,,,157.0,145.0,151.0,147.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,157.0,145.0,260.0,147.0,Balance Sheet
Total Current Assets,,,,,,,1892.0,1742.0,1767.0,1710.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,672.0,701.0,701.0,716.0,Balance Sheet
"Goodwill, Net",,,,,,,1135.0,1129.0,1060.0,1046.0,Balance Sheet
Intangibles - Gross,,,,,,,290.0,290.0,174.0,175.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-158.0,-165.0,-91.0,-96.0,Balance Sheet
Intangibles - Net,,,,,,,132.0,125.0,83.0,79.0,Balance Sheet
Long Term Investments,,,,,,,333.0,,,,Balance Sheet
Note Rcvble - Long Term,,,,,,,656.0,654.0,656.0,654.0,Balance Sheet
Other Long Term Assets,,,,,,,138.0,436.0,411.0,389.0,Balance Sheet
Total Assets,,,,,,,4959.0,4787.0,4678.0,4593.0,Balance Sheet
Accounts Payable,,,,,,,311.0,,,,Balance Sheet
Payable/Accrued,,,,,,,-11.0,877.0,828.0,766.0,Balance Sheet
Accrued Expenses,,,,,,,466.0,42.0,42.0,46.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
