,2017,2018,2019,2020,2021,2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Report
high,119.39,153.51,174.5,182.32,248.96,264.0,,,,,
low,110.14,107.61,126.06,103.11,159.31,192.26,,,,,
change,0.0634,0.1301,0.3201,0.024700000000000003,0.40130000000000005,0.0771,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,,1745.0,1634.0,1436.0,1208.0,Balance Sheet
Short Term Investments,,,,,,,20.0,28.0,47.0,24.0,Balance Sheet
Cash and Short Term Invs,,,,,,,1765.0,1662.0,1483.0,1232.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,2814.0,3309.0,3227.0,2992.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-78.0,-58.0,-57.0,-53.0,Balance Sheet
"Total Receivables, Net",,,,,,,2736.0,3251.0,3171.0,2939.0,Balance Sheet
Restricted Cash - Current,,,,,,,45890.0,58320.0,49569.0,32938.0,Balance Sheet
Other Current Assets,,,,,,,716.0,672.0,582.0,860.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,46607.0,58991.0,50151.0,33798.0,Balance Sheet
Total Current Assets,,,,,,,51107.0,63904.0,54805.0,37969.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,1117.0,1096.0,1104.0,1064.0,Balance Sheet
"Goodwill, Net",,,,,,,2331.0,2324.0,2301.0,2273.0,Balance Sheet
Intangibles - Gross,,,,,,,4407.0,4572.0,4617.0,4700.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-3184.0,-3244.0,-3284.0,-3331.0,Balance Sheet
Intangibles - Net,,,,,,,1223.0,1327.0,1333.0,1369.0,Balance Sheet
Long Term Investments,,,,,,,,,,167.0,Balance Sheet
Note Rcvble - Long Term,,,,,,,9.0,10.0,9.0,8.0,Balance Sheet
Other Long Term Assets,,,,,,,868.0,910.0,937.0,968.0,Balance Sheet
Total Assets,,,,,,,59103.0,72068.0,63068.0,46365.0,Balance Sheet
Accounts Payable,,,,,,,104.0,82.0,110.0,83.0,Balance Sheet
Accrued Expenses,,,,,,,2526.0,2858.0,2969.0,2665.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,1.0,8.0,1.0,2.0,Balance Sheet
Dividends Payable,,,,,,,434.0,432.0,430.0,429.0,Balance Sheet
Customer Advances,,,,,,,189.0,198.0,188.0,172.0,Balance Sheet
