,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,72.99,82.65,95.56,115.4,139.79,137.4,,,,,
low,69.3,66.92,71.2,63.51,108.95,88.6,,,,,
change,0.0131,0.0644,0.24239999999999998,0.24180000000000001,0.1801,-0.2154,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,607.0,638.0,830.0,1183.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,1232.0,1720.0,1396.0,1273.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-24.0,-24.0,-25.0,-25.0,Balance Sheet
"Total Receivables, Net",,,,,,,1208.0,1696.0,1371.0,1248.0,Balance Sheet
Prepaid Expenses,,,,,,,1021.0,1020.0,457.0,558.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,151464.0,166024.0,173717.0,170723.0,Balance Sheet
Total Current Assets,,,,,,,154300.0,169378.0,176375.0,173712.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,1699.0,1733.0,1703.0,1720.0,Balance Sheet
"Goodwill, Net",,,,,,,21123.0,21141.0,21106.0,21075.0,Balance Sheet
Intangibles - Net,,,,,,,13736.0,13576.0,13397.0,13210.0,Balance Sheet
Long Term Investments,,,,,,,1600.0,1500.0,1500.0,439.0,Balance Sheet
Other Long Term Assets,,,,,,,646.0,755.0,721.0,731.0,Balance Sheet
Total Assets,,,,,,,193502.0,208488.0,215207.0,211292.0,Balance Sheet
Payable/Accrued,,,,,,,703.0,733.0,719.0,788.0,Balance Sheet
Accrued Expenses,,,,,,,354.0,148.0,220.0,274.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,1022.0,1277.0,4.0,7.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,499.0,500.0,0.0,0.0,Balance Sheet
Customer Advances,,,,,,,194.0,589.0,473.0,315.0,Balance Sheet
Other Payables,,,,,,,57.0,50.0,172.0,58.0,Balance Sheet
Other Current Liabilities,,,,,,,150582.0,165182.0,167834.0,164879.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,150833.0,165821.0,168479.0,165252.0,Balance Sheet
Total Current Liabilities,,,,,,,153411.0,168479.0,169422.0,166321.0,Balance Sheet
Total Long Term Debt,,,,,,,12397.0,12401.0,18109.0,18113.0,Balance Sheet
Total Debt,,,,,,,13918.0,14178.0,18113.0,18120.0,Balance Sheet
