,2021,2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Report
high,12.15,7.52,,,,,
low,5.81,3.7,,,,,
change,-0.3724,-0.1411,,,,,
Date,,,2021-10-31 00:00:00,2022-01-31 00:00:00,2022-04-30 00:00:00,2022-07-31 00:00:00,Balance Sheet
Cash & Equivalents,,,59.0,491.0,484.0,262.0,Balance Sheet
Short Term Investments,,,,,,196.0,Balance Sheet
Cash and Short Term Invs,,,59.0,491.0,484.0,458.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,26.0,27.0,Balance Sheet
Prov. for Doubtful Accts,,,,,-1.0,-1.0,Balance Sheet
"Total Receivables, Net",,,15.0,44.0,25.0,26.0,Balance Sheet
Prepaid Expenses,,,19.0,16.0,18.0,20.0,Balance Sheet
Total Current Assets,,,93.0,552.0,527.0,504.0,Balance Sheet
Buildings,,,15.0,15.0,15.0,15.0,Balance Sheet
Machinery/Equipment,,,21.0,21.0,21.0,22.0,Balance Sheet
Other Prop./Plant/Equip.,,,312.0,316.0,324.0,324.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,348.0,353.0,360.0,362.0,Balance Sheet
Accumulated Depreciation,,,-210.0,-219.0,-228.0,-235.0,Balance Sheet
Prop./Plant/Equip. - Net,,,138.0,133.0,132.0,127.0,Balance Sheet
"Goodwill, Net",,,88.0,103.0,103.0,103.0,Balance Sheet
Intangibles - Gross,,,35.0,36.0,75.0,76.0,Balance Sheet
Accum. Intangible Amort.,,,-25.0,-26.0,-50.0,-51.0,Balance Sheet
Intangibles - Net,,,15.0,25.0,25.0,24.0,Balance Sheet
Other Long Term Assets,,,9.0,3.0,3.0,4.0,Balance Sheet
Total Assets,,,350.0,821.0,796.0,768.0,Balance Sheet
Accounts Payable,,,7.0,3.0,3.0,2.0,Balance Sheet
Accrued Expenses,,,29.0,49.0,46.0,50.0,Balance Sheet
Notes Payable/ST Debt,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,175.0,0.0,,,Balance Sheet
Customer Advances,,,47.0,64.0,61.0,52.0,Balance Sheet
Income Taxes Payable,,,,,4.0,4.0,Balance Sheet
Other Current Liabilities,,,31.0,16.0,15.0,14.0,Balance Sheet
"Other Curr. Lblts, Total",,,78.0,80.0,80.0,70.0,Balance Sheet
Total Current Liabilities,,,289.0,132.0,129.0,122.0,Balance Sheet
Total Long Term Debt,,,0.0,0.0,0.0,0.0,Balance Sheet
Total Debt,,,175.0,0.0,0.0,0.0,Balance Sheet
"Other Liabilities, Total",,,24.0,41.0,36.0,32.0,Balance Sheet
Total Liabilities,,,312.0,173.0,165.0,154.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,0.0,,,,Balance Sheet
Common Stock,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,766.0,1423.0,1450.0,1472.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,-731.0,-777.0,-822.0,-861.0,Balance Sheet
"Other Equity, Total",,,2.0,2.0,2.0,3.0,Balance Sheet
Total Equity,,,37.0,648.0,631.0,614.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,350.0,821.0,796.0,768.0,Balance Sheet
