,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,28.31,27.43,22.14,30.55,,,,,
low,6.51,9.14,12.82,14.63,,,,,
change,0.8862000000000001,-0.2833,-0.09380000000000001,0.24730000000000002,,,,,
Date,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,,31340.0,46272.0,55268.0,35759.0,Balance Sheet
Short Term Investments,,,,,125201.0,93636.0,69685.0,149588.0,Balance Sheet
Cash and Short Term Invs,,,,,156541.0,139908.0,124953.0,185347.0,Balance Sheet
"Total Receivables, Net",,,,,3267.0,7872.0,13990.0,16337.0,Balance Sheet
Invent. - Finished Goods,,,,,87.0,169.0,238.0,179.0,Balance Sheet
Invent. - Work In Progress,,,,,570.0,553.0,4286.0,6764.0,Balance Sheet
Invent. - Raw Materials,,,,,856.0,858.0,0.0,0.0,Balance Sheet
Total Inventory,,,,,1513.0,1580.0,4524.0,6943.0,Balance Sheet
Prepaid Expenses,,,,,5271.0,5908.0,3778.0,6929.0,Balance Sheet
Total Current Assets,,,,,166592.0,155268.0,147245.0,215556.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,2550.0,2366.0,2194.0,2049.0,Balance Sheet
Intangibles - Net,,,,,18740.0,18481.0,46072.0,45032.0,Balance Sheet
Long Term Investments,,,,,4983.0,0.0,0.0,0.0,Balance Sheet
Other Long Term Assets,,,,,1786.0,2033.0,1722.0,1710.0,Balance Sheet
Total Assets,,,,,294651.0,278148.0,297233.0,364347.0,Balance Sheet
Accounts Payable,,,,,9166.0,4943.0,8119.0,10548.0,Balance Sheet
Accrued Expenses,,,,,31434.0,27614.0,35291.0,39086.0,Balance Sheet
Notes Payable/ST Debt,,,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,1996.0,1996.0,1764.0,1764.0,Balance Sheet
Total Current Liabilities,,,,,42596.0,34553.0,45174.0,51398.0,Balance Sheet
Total Long Term Debt,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Total Debt,,,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Liabilities, Total",,,,,131843.0,134663.0,141372.0,143652.0,Balance Sheet
Total Liabilities,,,,,174439.0,169216.0,186546.0,195050.0,Balance Sheet
Common Stock,,,,,3.0,3.0,3.0,4.0,Balance Sheet
Additional Paid-In Capital,,,,,377403.0,402825.0,431573.0,526099.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,-257159.0,-293765.0,-320687.0,-356393.0,Balance Sheet
"Other Equity, Total",,,,,-35.0,-131.0,-202.0,-413.0,Balance Sheet
Total Equity,,,,,120212.0,108932.0,110687.0,169297.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,294651.0,278148.0,297233.0,364347.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,30583.0,31713.0,32689.0,36791.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,122.0,89.0,56.0,22.0,Balance Sheet
Date,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,3138.0,12892.0,17484.0,18780.0,Income Statement
"Cost of Revenue, Total",,,,,1903.0,2424.0,2524.0,2932.0,Income Statement
Selling/Gen/Admin Expense,,,,,15638.0,15140.0,16744.0,18122.0,Income Statement
Labor & Related Expense,,,,,3397.0,3976.0,4225.0,4391.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,19035.0,19116.0,20969.0,22513.0,Income Statement
Research & Development,,,,,27775.0,24088.0,25432.0,26217.0,Income Statement
Unusual Expense (Income),,,,,-108000.0,,,,Income Statement
Total Operating Expense,,,,,-59287.0,45628.0,48925.0,51662.0,Income Statement
Total Operating Income,,,,,62425.0,-32736.0,-31441.0,-32882.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,-3766.0,-3774.0,-3875.0,-3971.0,Income Statement
"Inter Income, Non-Operating",,,,,65.0,69.0,293.0,1352.0,Income Statement
"Invest Income, Non-Operat",,,,,-1149.0,0.0,232.0,0.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,-1084.0,69.0,525.0,1352.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,-17.0,-154.0,1299.0,-192.0,Income Statement
"Other, Net",,,,,-17.0,-154.0,1299.0,-192.0,Income Statement
Income Before Tax,,,,,57558.0,-36595.0,-33492.0,-35693.0,Income Statement
Income Tax - Total,,,,,12.0,11.0,-6570.0,13.0,Income Statement
Income After Tax,,,,,57546.0,-36606.0,-26922.0,-35706.0,Income Statement
Net Inc Before Extra Items,,,,,57546.0,-36606.0,-26922.0,-35706.0,Income Statement
Total Net Income,,,,,57546.0,-36606.0,-26922.0,-35706.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,57546.0,-36606.0,-26922.0,-35706.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,57546.0,-36606.0,-26922.0,-35706.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,30537.0,31296.0,32164.0,34928.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,1.88,-1.17,-0.84,-1.02,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,1.88,-1.17,-0.84,-1.02,Income Statement
Diluted Weighted Average Shares,,,,,30537.0,31296.0,32164.0,34928.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,1.88,-1.17,-0.84,-1.02,Income Statement
Diluted EPS Incl. Extra. Items,,,,,1.88,-1.17,-0.84,-1.02,Income Statement
Div/Share-ComStockPrimIssue,,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,3766.0,3774.0,3875.0,3971.0,Income Statement
"Depreciat/Amort, Suppl",,,,,342.0,342.0,599.0,96.0,Income Statement
Total Special Items,,,,,-108000.0,,,,Income Statement
Normalzd Income Before Tax,,,,,-50442.0,-36595.0,-33492.0,-35693.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,-37800.0,,,,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,-37788.0,11.0,-6570.0,13.0,Income Statement
Normalized Income After Tax,,,,,-12654.0,-36606.0,-26922.0,-35706.0,Income Statement
Normalzd Inc Avail to Common,,,,,-12654.0,-36606.0,-26922.0,-35706.0,Income Statement
Basic Normalized EPS,,,,,-0.41,-1.17,-0.84,-1.02,Income Statement
Diluted Normalized EPS,,,,,-0.41,-1.17,-0.84,-1.02,Income Statement
Date,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,-83988.0,-36606.0,-63528.0,-99234.0,Cash Flow
Depreciation/Depletion,,,,,595.0,342.0,941.0,2037.0,Cash Flow
Deferred Taxes,,,,,,,-6580.0,-6580.0,Cash Flow
Unusual Items,,,,,-107268.0,0.0,-1531.0,-1357.0,Cash Flow
Other Non-Cash Items,,,,,40920.0,10391.0,21132.0,31360.0,Cash Flow
Non-Cash Items,,,,,-66348.0,10391.0,19601.0,30003.0,Cash Flow
Accounts Receivable,,,,,,-4605.0,-10723.0,-13070.0,Cash Flow
Inventories,,,,,-495.0,-67.0,-1247.0,-4046.0,Cash Flow
Prepaid Expenses,,,,,-4009.0,-637.0,1493.0,-1658.0,Cash Flow
Other Assets,,,,,-519.0,-247.0,-272.0,-434.0,Cash Flow
Accrued Expenses,,,,,-649.0,-170.0,-345.0,-528.0,Cash Flow
Payable/Accrued,,,,,22655.0,-8070.0,819.0,7644.0,Cash Flow
