,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,92.85,96.52,68.72,78.99,109.9,101.12,,,,,
low,85.31,40.64,42.83,28.56,72.81,72.97,,,,,
change,0.0234,-0.5243,0.5012,0.1595,0.19460000000000002,-0.0007000000000000001,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,959.0,748.0,810.0,751.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,948.0,1406.0,1368.0,1314.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-9.0,-11.0,-10.0,-10.0,Balance Sheet
"Total Receivables, Net",,,,,,,939.0,1395.0,1358.0,1304.0,Balance Sheet
Invent. - Finished Goods,,,,,,,672.0,715.0,779.0,833.0,Balance Sheet
Invent. - Raw Materials,,,,,,,406.0,432.0,475.0,489.0,Balance Sheet
Total Inventory,,,,,,,1078.0,1147.0,1254.0,1322.0,Balance Sheet
Restricted Cash - Current,,,,,,,7.0,7.0,7.0,7.0,Balance Sheet
Discont. Ops.-Curr. Assets,,,,,,,,,81.0,,Balance Sheet
Other Current Assets,,,,,,,114.0,134.0,179.0,183.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,121.0,141.0,267.0,190.0,Balance Sheet
Total Current Assets,,,,,,,3097.0,3431.0,3689.0,3567.0,Balance Sheet
Buildings,,,,,,,1265.0,1273.0,1231.0,1225.0,Balance Sheet
Land/Improvements,,,,,,,219.0,219.0,211.0,205.0,Balance Sheet
Machinery/Equipment,,,,,,,5343.0,5362.0,5259.0,5240.0,Balance Sheet
Construction in Progress,,,,,,,387.0,358.0,356.0,387.0,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,158.0,182.0,189.0,182.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,7372.0,7394.0,7246.0,7239.0,Balance Sheet
Accumulated Depreciation,,,,,,,-3341.0,-3387.0,-3373.0,-3397.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,4031.0,4007.0,3873.0,3842.0,Balance Sheet
"Goodwill, Net",,,,,,,990.0,983.0,1079.0,1367.0,Balance Sheet
Intangibles - Gross,,,,,,,2006.0,2005.0,2020.0,2090.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-389.0,-399.0,-406.0,-413.0,Balance Sheet
Intangibles - Net,,,,,,,1617.0,1606.0,1614.0,1677.0,Balance Sheet
Other Long Term Assets,,,,,,,249.0,259.0,267.0,251.0,Balance Sheet
Total Assets,,,,,,,10015.0,10316.0,10543.0,10721.0,Balance Sheet
Accounts Payable,,,,,,,,1328.0,1327.0,1320.0,Balance Sheet
Accrued Expenses,,,,,,,49.0,52.0,54.0,51.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,1648.0,619.0,593.0,643.0,Balance Sheet
Total Current Liabilities,,,,,,,1697.0,1999.0,1974.0,2014.0,Balance Sheet
Total Long Term Debt,,,,,,,2960.0,2959.0,2989.0,2988.0,Balance Sheet
