,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,41.48,58.89,54.64,,,,,
low,11.5,34.21,33.1,,,,,
change,2.1433,0.4143,-0.16820000000000002,,,,,
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,2987.0,3604.0,3017.0,2985.0,Balance Sheet
"Total Receivables, Net",,,,2906.0,3254.0,3535.0,3669.0,Balance Sheet
Invent. - Finished Goods,,,,1214.0,1428.0,1406.0,1625.0,Balance Sheet
Invent. - Work In Progress,,,,197.0,260.0,243.0,217.0,Balance Sheet
Invent. - Raw Materials,,,,559.0,670.0,701.0,822.0,Balance Sheet
Total Inventory,,,,1970.0,2358.0,2350.0,2664.0,Balance Sheet
Restricted Cash - Current,,,,39.0,18.0,8.0,6.0,Balance Sheet
Discont. Ops.-Curr. Assets,,,,3168.0,0.0,0.0,0.0,Balance Sheet
Other Current Assets,,,,337.0,368.0,366.0,416.0,Balance Sheet
"Other Curr. Assets, Total",,,,3544.0,386.0,374.0,422.0,Balance Sheet
Total Current Assets,,,,11407.0,9602.0,9276.0,9740.0,Balance Sheet
Buildings,,,,1084.0,,,,Balance Sheet
Land/Improvements,,,,114.0,,,,Balance Sheet
Machinery/Equipment,,,,2093.0,,,,Balance Sheet
Construction in Progress,,,,304.0,,,,Balance Sheet
Other Prop./Plant/Equip.,,,,1021.0,,,,Balance Sheet
Prop./Plant/Equip. - Gross,,,,4616.0,,,,Balance Sheet
Accumulated Depreciation,,,,-2150.0,,,,Balance Sheet
Prop./Plant/Equip. - Net,,,,2466.0,2421.0,2400.0,2680.0,Balance Sheet
"Goodwill, Net",,,,9349.0,9288.0,9067.0,9621.0,Balance Sheet
Intangibles - Gross,,,,1929.0,1918.0,1879.0,2726.0,Balance Sheet
Accum. Intangible Amort.,,,,-1420.0,-1430.0,-1421.0,-1417.0,Balance Sheet
Intangibles - Net,,,,509.0,488.0,458.0,1309.0,Balance Sheet
Long Term Investments,,,,1593.0,1638.0,1671.0,1151.0,Balance Sheet
Note Rcvble - Long Term,,,,633.0,532.0,572.0,626.0,Balance Sheet
Other Long Term Assets,,,,172.0,187.0,187.0,200.0,Balance Sheet
Total Assets,,,,26172.0,24193.0,23662.0,25350.0,Balance Sheet
Accounts Payable,,,,2334.0,2519.0,2403.0,2817.0,Balance Sheet
Accrued Expenses,,,,2561.0,2330.0,2430.0,2537.0,Balance Sheet
Notes Payable/ST Debt,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,183.0,256.0,269.0,219.0,Balance Sheet
Customer Advances,,,,415.0,426.0,444.0,440.0,Balance Sheet
Discontinued Operations,,,,1134.0,0.0,0.0,0.0,Balance Sheet
"Other Curr. Lblts, Total",,,,1549.0,426.0,444.0,440.0,Balance Sheet
Total Current Liabilities,,,,6627.0,5531.0,5546.0,6013.0,Balance Sheet
Total Long Term Debt,,,,9513.0,8305.0,8298.0,8670.0,Balance Sheet
Total Debt,,,,9696.0,8561.0,8567.0,8889.0,Balance Sheet
Deferred Income Tax,,,,354.0,366.0,335.0,522.0,Balance Sheet
Minority Interest,,,,327.0,329.0,296.0,311.0,Balance Sheet
Pension Benefits - Underfunded,,,,380.0,376.0,366.0,431.0,Balance Sheet
Other LT Liabilities,,,,2204.0,2185.0,2125.0,2251.0,Balance Sheet
"Other Liabilities, Total",,,,2584.0,2561.0,2491.0,2682.0,Balance Sheet
Total Liabilities,,,,19405.0,17092.0,16966.0,18198.0,Balance Sheet
Common Stock,,,,9.0,9.0,9.0,9.0,Balance Sheet
Additional Paid-In Capital,,,,5411.0,5415.0,5441.0,5463.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,2865.0,4244.0,4564.0,5876.0,Balance Sheet
Treasury Stock - Common,,,,-529.0,-1270.0,-1543.0,-1791.0,Balance Sheet
Cum. Trans. Adjustment,,,,-505.0,-1140.0,-1620.0,-2252.0,Balance Sheet
Min. Pension Lblty Adj.,,,,-484.0,-157.0,-155.0,-153.0,Balance Sheet
"Other Equity, Total",,,,-989.0,-1297.0,-1775.0,-2405.0,Balance Sheet
Total Equity,,,,6767.0,7101.0,6696.0,7152.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,26172.0,24193.0,23662.0,25350.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,863.0,848.0,842.0,836.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,10.0,26.0,33.0,39.0,Balance Sheet
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,5133.0,4654.0,5211.0,5451.0,Income Statement
"Cost of Revenue, Total",,,,3757.0,3359.0,3759.0,3973.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,789.0,593.0,606.0,619.0,Income Statement
Research & Development,,,,134.0,125.0,122.0,143.0,Income Statement
"Inter/Invest Inc, Operating",,,,-48.0,-58.0,-101.0,-63.0,Income Statement
Restructuring Charge,,,,37.0,10.0,13.0,6.0,Income Statement
Other Unusual Expnse (In),,,,3.0,,,,Income Statement
Unusual Expense (Income),,,,40.0,10.0,13.0,6.0,Income Statement
"Other Operat Expse, Total",,,,-2.0,-1112.0,-7.0,-753.0,Income Statement
Total Operating Expense,,,,4670.0,2917.0,4392.0,3925.0,Income Statement
Total Operating Income,,,,463.0,1737.0,819.0,1526.0,Income Statement
"Inter Expse,Net Non-Operat",,,,-72.0,-87.0,-68.0,-71.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,4.0,39.0,7.0,15.0,Income Statement
OtherNon-OperatInc (Expnse),,,,10.0,-1.0,-1.0,0.0,Income Statement
"Other, Net",,,,10.0,-1.0,-1.0,0.0,Income Statement
Income Before Tax,,,,405.0,1688.0,757.0,1470.0,Income Statement
Income Tax - Total,,,,73.0,301.0,170.0,138.0,Income Statement
Income After Tax,,,,332.0,1387.0,587.0,1332.0,Income Statement
Minority Interest,,,,-8.0,-8.0,-14.0,-20.0,Income Statement
Net Inc Before Extra Items,,,,324.0,1379.0,573.0,1312.0,Income Statement
Total Net Income,,,,324.0,1379.0,573.0,1312.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,324.0,1379.0,573.0,1312.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,324.0,1379.0,573.0,1312.0,Income Statement
Basic/Primary Weighted Average Shares,,,,865.0,853.0,846.0,840.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,0.37,1.62,0.68,1.56,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,0.37,1.62,0.68,1.56,Income Statement
Diluted Weighted Average Shares,,,,889.0,874.0,863.0,857.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,0.36,1.58,0.66,1.53,Income Statement
Diluted EPS Incl. Extra. Items,,,,0.36,1.58,0.66,1.53,Income Statement
Div/Share-ComStockPrimIssue,,,,0.15,0.15,0.15,0.15,Income Statement
Gross Divid - Common Stock,,,,129.0,129.0,128.0,127.0,Income Statement
Pro Forma Net Income,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,72.0,87.0,68.0,71.0,Income Statement
"Depreciat/Amort, Suppl",,,,63.0,58.0,56.0,64.0,Income Statement
Total Special Items,,,,40.0,10.0,13.0,6.0,Income Statement
Normalzd Income Before Tax,,,,445.0,1698.0,770.0,1476.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,7.0,2.0,3.0,1.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,80.0,303.0,173.0,139.0,Income Statement
Normalized Income After Tax,,,,365.0,1395.0,597.0,1337.0,Income Statement
Normalzd Inc Avail to Common,,,,357.0,1387.0,583.0,1317.0,Income Statement
Basic Normalized EPS,,,,0.41,1.63,0.69,1.57,Income Statement
Diluted Normalized EPS,,,,0.4,1.59,0.68,1.54,Income Statement
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,1701.0,1387.0,1974.0,3306.0,Cash Flow
Depreciation/Depletion,,,,338.0,79.0,155.0,257.0,Cash Flow
Deferred Taxes,,,,-74.0,48.0,-17.0,-107.0,Cash Flow
Unusual Items,,,,4.0,-1148.0,-1155.0,-1880.0,Cash Flow
Equity in Net Earnings/Loss,,,,-249.0,-58.0,-159.0,-222.0,Cash Flow
Other Non-Cash Items,,,,251.0,32.0,56.0,113.0,Cash Flow
Non-Cash Items,,,,6.0,-1174.0,-1258.0,-1989.0,Cash Flow
Accounts Receivable,,,,-144.0,-361.0,-707.0,-634.0,Cash Flow
Inventories,,,,-408.0,-390.0,-435.0,-492.0,Cash Flow
Other Assets,,,,-11.0,-15.0,-37.0,-3.0,Cash Flow
Payable/Accrued,,,,829.0,132.0,79.0,180.0,Cash Flow
Changes in Working Capital,,,,266.0,-542.0,-1024.0,-847.0,Cash Flow
Total Cash from Operations,,,,2237.0,-202.0,-170.0,620.0,Cash Flow
Capital Expenditures,,,,-344.0,-56.0,-122.0,-213.0,Cash Flow
Acquisition of Business,,,,-366.0,-9.0,-38.0,-472.0,Cash Flow
Sale of Business,,,,,2935.0,2944.0,2944.0,Cash Flow
Sale/Maturity of Investment,,,,7.0,,,,Cash Flow
Other Investing Cash Flow,,,,11.0,-50.0,-139.0,-214.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,-348.0,2876.0,2767.0,2258.0,Cash Flow
Total Cash from Investing,,,,-692.0,2820.0,2645.0,2045.0,Cash Flow
Financing Cash Flow Items,,,,-67.0,-15.0,-35.0,-50.0,Cash Flow
