,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,18.93,18.6,12.14,9.41,26.48,37.44,,,,,
low,15.33,9.23,3.26,1.61,6.78,16.71,,,,,
change,-0.055400000000000005,-0.4581,-0.4818,0.3701,1.5916,0.617,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,214.0,113.0,0.0,157.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,472.0,414.0,609.0,635.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-1.0,-1.0,-1.0,-1.0,Balance Sheet
"Trade Accts Recvble, Net",,,,,,,472.0,413.0,609.0,634.0,Balance Sheet
Other Receivables,,,,,,,30.0,30.0,0.0,0.0,Balance Sheet
"Total Receivables, Net",,,,,,,501.0,443.0,609.0,634.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,21.0,20.0,60.0,71.0,Balance Sheet
Total Current Assets,,,,,,,737.0,576.0,669.0,862.0,Balance Sheet
Natural Resources,,,,,,,10176.0,10292.0,10413.0,10548.0,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,116.0,111.0,105.0,171.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,10291.0,10402.0,10518.0,10719.0,Balance Sheet
Accumulated Depreciation,,,,,,,-4492.0,-4576.0,-4661.0,-4748.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,5799.0,5826.0,5857.0,5971.0,Balance Sheet
Other Long Term Assets,,,,,,,125.0,123.0,88.0,87.0,Balance Sheet
Total Assets,,,,,,,6661.0,6560.0,6615.0,6920.0,Balance Sheet
Accounts Payable,,,,,,,178.0,234.0,229.0,221.0,Balance Sheet
Accrued Expenses,,,,,,,497.0,415.0,524.0,594.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,218.0,749.0,532.0,528.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,259.0,938.0,743.0,746.0,Balance Sheet
Total Current Liabilities,,,,,,,1152.0,2337.0,2028.0,2090.0,Balance Sheet
