,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,22.03,36.55,46.78,61.52,78.28,77.38,,,,,
low,19.99,20.71,32.76,30.58,47.52,38.33,,,,,
change,-0.0333,0.6102000000000001,0.2843,0.222,0.4539,-0.4254,,,,,
Date,,,,,,,2021-10-30 00:00:00,2022-01-29 00:00:00,2022-04-30 00:00:00,2022-07-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,,1423.0,1119.0,1020.0,860.0,Balance Sheet
Short Term Investments,,,,,,,181.0,460.0,530.0,322.0,Balance Sheet
Cash and Short Term Invs,,,,,,,1604.0,1579.0,1549.0,1182.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,896.0,805.0,786.0,814.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-11.0,-9.0,-11.0,-12.0,Balance Sheet
"Trade Accts Recvble, Net",,,,,,,986.0,912.0,919.0,960.0,Balance Sheet
Other Receivables,,,,,,,18.0,12.0,15.0,15.0,Balance Sheet
"Total Receivables, Net",,,,,,,1005.0,924.0,934.0,975.0,Balance Sheet
Invent. - Finished Goods,,,,,,,181.0,150.0,158.0,187.0,Balance Sheet
Invent. - Work In Progress,,,,,,,10.0,10.0,12.0,19.0,Balance Sheet
Invent. - Raw Materials,,,,,,,175.0,296.0,374.0,622.0,Balance Sheet
Inventories - Other,,,,,,,8.0,2.0,-7.0,-2.0,Balance Sheet
Total Inventory,,,,,,,374.0,458.0,537.0,827.0,Balance Sheet
Prepaid Expenses,,,,,,,161.0,155.0,167.0,166.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,45.0,48.0,41.0,39.0,Balance Sheet
Total Current Assets,,,,,,,3189.0,3164.0,3229.0,3188.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,120.0,,,,Balance Sheet
Accumulated Depreciation,,,,,,,-24.0,,,,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,329.0,319.0,324.0,327.0,Balance Sheet
"Goodwill, Net",,,,,,,312.0,323.0,329.0,329.0,Balance Sheet
Intangibles - Gross,,,,,,,,,827.0,827.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,,,-738.0,-750.0,Balance Sheet
Intangibles - Net,,,,,,,65.0,101.0,89.0,77.0,Balance Sheet
Long Term Investments,,,,,,,70.0,89.0,87.0,78.0,Balance Sheet
Other Long Term Assets,,,,,,,100.0,105.0,108.0,104.0,Balance Sheet
Total Assets,,,,,,,4865.0,4900.0,4964.0,4901.0,Balance Sheet
Accounts Payable,,,,,,,356.0,310.0,353.0,439.0,Balance Sheet
Accrued Expenses,,,,,,,411.0,306.0,339.0,313.0,Balance Sheet
