,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,61.01,67.55,44.12,48.25,56.9,62.33,,,,,
low,57.0,28.52,29.74,12.05,34.86,38.38,,,,,
change,0.020499999999999997,-0.4756,0.3068,-0.08990000000000001,0.4165,0.0602,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,,4474.0,4101.0,5071.0,4793.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,4271.0,4587.0,4683.0,4607.0,Balance Sheet
Long Term Investments,,,,,,,113954.0,108833.0,105752.0,103897.0,Balance Sheet
Insurance Receivables,,,,,,,16094.0,16290.0,16642.0,17877.0,Balance Sheet
Note Rcvble - Long Term,,,,,,,,,18.0,18.0,Balance Sheet
Def. Policy Acq. Costs,,,,,,,5377.0,5581.0,5434.0,5639.0,Balance Sheet
Accrued Investment Income,,,,,,,724.0,754.0,852.0,909.0,Balance Sheet
Separate Accounts - Assets,,,,,,,114464.0,104441.0,88843.0,81836.0,Balance Sheet
Other Assets,,,,,,,482.0,465.0,445.0,446.0,Balance Sheet
"Other Assets, Total",,,,,,,115670.0,105660.0,90140.0,83191.0,Balance Sheet
Total Assets,,,,,,,259840.0,245052.0,228211.0,221641.0,Balance Sheet
Insurance Reserves,,,,,,,43807.0,41979.0,41142.0,41786.0,Balance Sheet
Repurchase Agreements,,,,,,,6269.0,6209.0,6675.0,6532.0,Balance Sheet
Sep. Accounts - Liability,,,,,,,114464.0,104441.0,88843.0,81836.0,Balance Sheet
Other Policyholders’ Funds,,,,,,,66851.0,67887.0,68293.0,71323.0,Balance Sheet
Reinsurance - Liability,,,,,,,3457.0,3457.0,3273.0,3364.0,Balance Sheet
Policy Liabilities,,,,,,,234848.0,223973.0,208226.0,204841.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,62.0,61.0,0.0,0.0,Balance Sheet
Total Long Term Debt,,,,,,,3157.0,3157.0,3157.0,3156.0,Balance Sheet
Total Debt,,,,,,,3157.0,3157.0,3157.0,3156.0,Balance Sheet
Deferred Income Tax,,,,,,,1062.0,215.0,0.0,0.0,Balance Sheet
Minority Interest,,,,,,,65.0,65.0,65.0,65.0,Balance Sheet
"Other Liabilities, Total",,,,,,,4504.0,4767.0,6572.0,7765.0,Balance Sheet
Total Liabilities,,,,,,,243698.0,232238.0,218020.0,215827.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,,,0.0,,0.0,0.0,Balance Sheet
Common Stock,,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
Additional Paid-In Capital,,,,,,,14154.0,14133.0,14113.0,14095.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,-642.0,-2.0,981.0,304.0,Balance Sheet
Treasury Stock - Common,,,,,,,-1543.0,-1681.0,-1813.0,-1949.0,Balance Sheet
Unrealized Gain (Loss),,,,,,,3970.0,167.0,-3495.0,-7203.0,Balance Sheet
Cum. Trans. Adjustment,,,,,,,-7.0,-13.0,-32.0,-51.0,Balance Sheet
Min. Pension Lblty Adj.,,,,,,,-40.0,-43.0,-42.0,-41.0,Balance Sheet
Other Comprehensive Income,,,,,,,249.0,252.0,478.0,658.0,Balance Sheet
"Other Equity, Total",,,,,,,202.0,196.0,404.0,566.0,Balance Sheet
Total Equity,,,,,,,16142.0,12814.0,10191.0,5814.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,259840.0,245052.0,228211.0,221641.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,78.0,76.0,73.0,70.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,44.0,46.0,49.0,52.0,Balance Sheet
Shrs Out-Pref Primary Iss.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Shrs Out-Pref Stk Iss. 2,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Shrs Out-Pref Stk Iss. 3,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Trsry Shrs-Pref. Iss. 1,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Trsry Shrs-Pref. Iss. 2,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Trsry Shrs-Pref. Iss. 3,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Net Premiums Earned,,,,,,,168.0,166.0,167.0,162.0,Income Statement
Other Insurance Revenue,,,,,,,1007.0,978.0,902.0,904.0,Income Statement
Total Premiums Earned,,,,,,,1175.0,1144.0,1069.0,1066.0,Income Statement
Net Investment Income,,,,,,,1201.0,1151.0,1061.0,877.0,Income Statement
Realized Gains (Losses),,,,,,,-360.0,445.0,1667.0,-461.0,Income Statement
Total Revenue,,,,,,,2016.0,2740.0,3797.0,1482.0,Income Statement
"Losses,Benies& Adjmts,Total",,,,,,,823.0,906.0,1108.0,1246.0,Income Statement
Amort. Of Policy Acquisition Costs,,,,,,,127.0,227.0,566.0,179.0,Income Statement
Selling/Gen/Admin Expense,,,,,,,328.0,303.0,334.0,443.0,Income Statement
Labor & Related Expense,,,,,,,101.0,85.0,80.0,89.0,Income Statement
