,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,91.92,87.85,65.44,,,,,
low,25.43,29.93,13.15,,,,,
change,0.7714,0.016200000000000003,-0.5685,,,,,
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,48.0,34.0,77.0,156.0,Balance Sheet
Short Term Investments,,,,394.0,387.0,315.0,326.0,Balance Sheet
Cash and Short Term Invs,,,,442.0,421.0,392.0,482.0,Balance Sheet
"Trade Accts Recvble, Net",,,,0.0,1.0,2.0,3.0,Balance Sheet
Other Receivables,,,,0.0,,,,Balance Sheet
"Total Receivables, Net",,,,0.0,1.0,2.0,3.0,Balance Sheet
Prepaid Expenses,,,,9.0,9.0,8.0,9.0,Balance Sheet
Total Current Assets,,,,451.0,431.0,403.0,494.0,Balance Sheet
Buildings,,,,8.0,8.0,8.0,8.0,Balance Sheet
Machinery/Equipment,,,,7.0,7.0,8.0,9.0,Balance Sheet
Other Prop./Plant/Equip.,,,,10.0,11.0,12.0,11.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,25.0,26.0,27.0,28.0,Balance Sheet
Accumulated Depreciation,,,,-4.0,-5.0,-5.0,-6.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,21.0,21.0,22.0,22.0,Balance Sheet
Long Term Investments,,,,125.0,102.0,90.0,114.0,Balance Sheet
Other Long Term Assets,,,,2.0,2.0,2.0,3.0,Balance Sheet
Total Assets,,,,606.0,563.0,523.0,638.0,Balance Sheet
Accounts Payable,,,,4.0,3.0,2.0,6.0,Balance Sheet
Accrued Expenses,,,,25.0,23.0,24.0,27.0,Balance Sheet
Notes Payable/ST Debt,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,1.0,1.0,1.0,1.0,Balance Sheet
Customer Advances,,,,62.0,61.0,59.0,56.0,Balance Sheet
Other Current Liabilities,,,,1.0,1.0,1.0,1.0,Balance Sheet
"Other Curr. Lblts, Total",,,,62.0,62.0,60.0,57.0,Balance Sheet
Total Current Liabilities,,,,93.0,88.0,88.0,91.0,Balance Sheet
Total Long Term Debt,,,,1.0,1.0,1.0,1.0,Balance Sheet
Total Debt,,,,2.0,2.0,2.0,2.0,Balance Sheet
"Other Liabilities, Total",,,,53.0,45.0,37.0,34.0,Balance Sheet
Total Liabilities,,,,146.0,134.0,125.0,126.0,Balance Sheet
Common Stock,,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,689.0,698.0,708.0,868.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,-229.0,-266.0,-306.0,-349.0,Balance Sheet
