,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,34.67,33.31,,,,,
low,18.55,12.72,,,,,
change,0.5974,-0.5456000000000001,,,,,
Date,,,2021-12-25 00:00:00,2022-03-26 00:00:00,2022-06-25 00:00:00,2022-09-24 00:00:00,Balance Sheet
Cash and Short Term Invs,,,43.0,44.0,31.0,42.0,Balance Sheet
"Trade Accts Recvble, Net",,,7.0,7.0,10.0,6.0,Balance Sheet
Other Receivables,,,0.0,,,,Balance Sheet
"Total Receivables, Net",,,7.0,7.0,10.0,6.0,Balance Sheet
Total Inventory,,,19.0,21.0,23.0,23.0,Balance Sheet
Prepaid Expenses,,,6.0,7.0,7.0,7.0,Balance Sheet
"Other Curr. Assets, Total",,,,,11.0,7.0,Balance Sheet
Total Current Assets,,,75.0,79.0,82.0,84.0,Balance Sheet
Prop./Plant/Equip. - Net,,,4.0,10.0,9.0,8.0,Balance Sheet
"Goodwill, Net",,,329.0,329.0,329.0,329.0,Balance Sheet
Intangibles - Gross,,,255.0,,,,Balance Sheet
Accum. Intangible Amort.,,,-53.0,,,,Balance Sheet
Intangibles - Net,,,202.0,197.0,193.0,188.0,Balance Sheet
Other Long Term Assets,,,4.0,4.0,5.0,5.0,Balance Sheet
Total Assets,,,613.0,619.0,617.0,614.0,Balance Sheet
Accounts Payable,,,8.0,6.0,8.0,6.0,Balance Sheet
Payable/Accrued,,,9.0,8.0,10.0,7.0,Balance Sheet
Accrued Expenses,,,7.0,5.0,6.0,5.0,Balance Sheet
Notes Payable/ST Debt,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,6.0,6.0,4.0,4.0,Balance Sheet
Customer Advances,,,3.0,3.0,4.0,3.0,Balance Sheet
Income Taxes Payable,,,,,,1.0,Balance Sheet
Other Current Liabilities,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Curr. Lblts, Total",,,3.0,3.0,4.0,4.0,Balance Sheet
Total Current Liabilities,,,32.0,28.0,32.0,26.0,Balance Sheet
Total Long Term Debt,,,173.0,172.0,370.0,371.0,Balance Sheet
Total Debt,,,178.0,177.0,374.0,375.0,Balance Sheet
Minority Interest,,,162.0,163.0,70.0,66.0,Balance Sheet
"Other Liabilities, Total",,,68.0,74.0,81.0,81.0,Balance Sheet
Total Liabilities,,,434.0,436.0,553.0,543.0,Balance Sheet
Common Stock,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,183.0,185.0,187.0,190.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,-3.0,-2.0,-123.0,-119.0,Balance Sheet
Other Equity,,,0.0,0.0,0.0,0.0,Balance Sheet
