,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,7.96,11.95,15.03,17.75,32.36,29.32,,,,,
low,7.47,6.32,8.52,7.85,14.66,7.16,,,,,
change,0.0195,0.2892,0.35740000000000005,0.1332,0.807,-0.7243,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,19.0,16.0,14.0,10.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,67.0,71.0,72.0,77.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-1.0,-1.0,-1.0,-1.0,Balance Sheet
"Trade Accts Recvble, Net",,,,,,,66.0,70.0,71.0,76.0,Balance Sheet
Other Receivables,,,,,,,0.0,0.0,1.0,1.0,Balance Sheet
"Total Receivables, Net",,,,,,,66.0,70.0,71.0,77.0,Balance Sheet
Invent. - Finished Goods,,,,,,,87.0,107.0,106.0,111.0,Balance Sheet
Invent. - Work In Progress,,,,,,,10.0,10.0,10.0,9.0,Balance Sheet
Invent. - Raw Materials,,,,,,,32.0,36.0,37.0,35.0,Balance Sheet
Total Inventory,,,,,,,129.0,153.0,153.0,155.0,Balance Sheet
Prepaid Expenses,,,,,,,12.0,13.0,13.0,15.0,Balance Sheet
Total Current Assets,,,,,,,227.0,252.0,251.0,257.0,Balance Sheet
Buildings,,,,,,,16.0,17.0,17.0,17.0,Balance Sheet
Land/Improvements,,,,,,,4.0,4.0,4.0,4.0,Balance Sheet
Machinery/Equipment,,,,,,,41.0,43.0,43.0,44.0,Balance Sheet
Construction in Progress,,,,,,,4.0,4.0,5.0,4.0,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,7.0,7.0,7.0,7.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,73.0,75.0,76.0,77.0,Balance Sheet
Accumulated Depreciation,,,,,,,-30.0,-32.0,-33.0,-35.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,43.0,43.0,43.0,42.0,Balance Sheet
"Goodwill, Net",,,,,,,118.0,121.0,116.0,112.0,Balance Sheet
Intangibles - Gross,,,,,,,105.0,107.0,101.0,98.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-31.0,-35.0,-38.0,-41.0,Balance Sheet
Intangibles - Net,,,,,,,202.0,202.0,187.0,176.0,Balance Sheet
Other Long Term Assets,,,,,,,20.0,20.0,19.0,18.0,Balance Sheet
Total Assets,,,,,,,632.0,661.0,638.0,628.0,Balance Sheet
Accounts Payable,,,,,,,31.0,34.0,31.0,24.0,Balance Sheet
Accrued Expenses,,,,,,,27.0,27.0,25.0,25.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,10.0,12.0,9.0,10.0,Balance Sheet
Income Taxes Payable,,,,,,,4.0,2.0,2.0,1.0,Balance Sheet
Other Current Liabilities,,,,,,,,3.0,2.0,2.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,4.0,5.0,4.0,3.0,Balance Sheet
