,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,18.84,46.16,41.46,,,,,
low,9.0,12.01,19.86,,,,,
change,0.1894,0.9448000000000001,-0.1342,,,,,
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,193.0,92.0,138.0,249.0,Balance Sheet
Short Term Investments,,,,373.0,451.0,393.0,741.0,Balance Sheet
Cash and Short Term Invs,,,,566.0,543.0,531.0,990.0,Balance Sheet
Prepaid Expenses,,,,12.0,10.0,8.0,8.0,Balance Sheet
"Other Curr. Assets, Total",,,,1.0,1.0,1.0,0.0,Balance Sheet
Total Current Assets,,,,578.0,554.0,540.0,999.0,Balance Sheet
Buildings,,,,23.0,23.0,23.0,23.0,Balance Sheet
Machinery/Equipment,,,,7.0,9.0,10.0,10.0,Balance Sheet
Construction in Progress,,,,1.0,1.0,0.0,0.0,Balance Sheet
Other Prop./Plant/Equip.,,,,24.0,23.0,23.0,23.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,54.0,56.0,57.0,57.0,Balance Sheet
Accumulated Depreciation,,,,-3.0,-4.0,-5.0,-6.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,52.0,53.0,52.0,51.0,Balance Sheet
Long Term Investments,,,,52.0,8.0,0.0,40.0,Balance Sheet
Other Long Term Assets,,,,3.0,3.0,3.0,3.0,Balance Sheet
Total Assets,,,,689.0,619.0,597.0,1094.0,Balance Sheet
Accounts Payable,,,,11.0,8.0,11.0,15.0,Balance Sheet
Accrued Expenses,,,,31.0,26.0,45.0,44.0,Balance Sheet
Notes Payable/ST Debt,,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Curr. Lblts, Total",,,,0.0,1.0,1.0,1.0,Balance Sheet
Total Current Liabilities,,,,43.0,35.0,57.0,60.0,Balance Sheet
Total Long Term Debt,,,,34.0,28.0,54.0,335.0,Balance Sheet
Total Debt,,,,34.0,28.0,54.0,335.0,Balance Sheet
"Other Liabilities, Total",,,,34.0,33.0,33.0,95.0,Balance Sheet
Total Liabilities,,,,110.0,97.0,144.0,490.0,Balance Sheet
Common Stock,,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,1196.0,1207.0,1220.0,1473.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,-616.0,-685.0,-775.0,-875.0,Balance Sheet
"Other Equity, Total",,,,-1.0,-1.0,8.0,5.0,Balance Sheet
Total Equity,,,,579.0,521.0,453.0,603.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,689.0,619.0,597.0,1094.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,148.0,148.0,148.0,156.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,0.0,0.0,0.0,0.0,Income Statement
Selling/Gen/Admin Expense,,,,16649.0,17507.0,15121.0,18422.0,Income Statement
Labor & Related Expense,,,,,,5346.0,5258.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,16649.0,17507.0,20467.0,23680.0,Income Statement
