,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,116.74,121.0,134.37,135.67,145.43,140.23,,,,,
low,107.58,94.25,107.33,71.21,108.22,100.64,,,,,
change,-0.038700000000000005,0.005699999999999999,0.17870000000000003,-0.0661,-0.0178,-0.0415,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,28.0,150.0,67.0,26.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,1787.0,284.0,392.0,294.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-92.0,-100.0,-102.0,-95.0,Balance Sheet
"Trade Accts Recvble, Net",,,,,,,1695.0,1812.0,2158.0,1980.0,Balance Sheet
Other Receivables,,,,,,,135.0,,,,Balance Sheet
"Total Receivables, Net",,,,,,,1830.0,1812.0,2158.0,1980.0,Balance Sheet
Invent. - Raw Materials,,,,,,,490.0,503.0,499.0,508.0,Balance Sheet
Fuel - Inventory,,,,,,,368.0,226.0,356.0,540.0,Balance Sheet
Total Inventory,,,,,,,858.0,729.0,855.0,1048.0,Balance Sheet
Restricted Cash - Current,,,,,,,7.0,6.0,15.0,25.0,Balance Sheet
Other Current Assets,,,,,,,594.0,913.0,998.0,1231.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,601.0,919.0,1013.0,1256.0,Balance Sheet
Total Current Assets,,,,,,,3317.0,3610.0,4093.0,4310.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,37083.0,37606.0,37914.0,38550.0,Balance Sheet
Accumulated Depreciation,,,,,,,-10139.0,-10340.0,-10179.0,-10451.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,27041.0,27359.0,27829.0,28190.0,Balance Sheet
"Goodwill, Net",,,,,,,1993.0,1993.0,1993.0,1993.0,Balance Sheet
Intangibles - Net,,,,,,,177.0,175.0,171.0,170.0,Balance Sheet
LT Invt. - Affiliate Comp.,,,,,,,187.0,174.0,167.0,169.0,Balance Sheet
LT Investments - Other,,,,,,,2355.0,2299.0,2103.0,2044.0,Balance Sheet
Long Term Investments,,,,,,,2542.0,2473.0,2270.0,2213.0,Balance Sheet
Note Rcvble - Long Term,,,,,,,310.0,319.0,322.0,316.0,Balance Sheet
Other Long Term Assets,,,,,,,3661.0,3726.0,3915.0,4024.0,Balance Sheet
Total Assets,,,,,,,39719.0,40360.0,41314.0,41954.0,Balance Sheet
Accounts Payable,,,,,,,1414.0,1320.0,1745.0,1619.0,Balance Sheet
Accrued Expenses,,,,,,,154.0,162.0,167.0,170.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,758.0,244.0,815.0,994.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,2874.0,2645.0,2670.0,1425.0,Balance Sheet
