,2017,2018,2019,2020,2021,2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Report
high,28.0,30.0,28.79,27.79,32.28,32.6,,,,,
low,25.55,24.0,23.93,11.75,19.08,21.55,,,,,
change,-0.032,0.0167,0.029900000000000003,-0.28140000000000004,0.6178,-0.19280000000000003,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Due from Banks,,,,,,,21.0,20.0,21.0,18.0,Balance Sheet
Interest-Earning Deposits,,,,,,,48.0,60.0,108.0,104.0,Balance Sheet
FHLB Stock,,,,,,,10.0,10.0,9.0,9.0,Balance Sheet
Other Short Trm Invest.,,,,,,,266.0,326.0,207.0,98.0,Balance Sheet
Total Invest. Securities,,,,,,,122.0,106.0,127.0,162.0,Balance Sheet
Loans Held for Sale,,,,,,,102.0,85.0,79.0,76.0,Balance Sheet
"Other Erng. Assets, Total",,,,,,,548.0,588.0,531.0,449.0,Balance Sheet
Total Gross Loans,,,,,,,2696.0,2700.0,2769.0,2868.0,Balance Sheet
Loan Loss Allowances,,,,,,,-31.0,-31.0,-35.0,-38.0,Balance Sheet
Net Loans,,,,,,,2665.0,2669.0,2735.0,2829.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,75.0,76.0,77.0,76.0,Balance Sheet
"Goodwill, Net",,,,,,,26.0,26.0,26.0,26.0,Balance Sheet
Intangibles - Net,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Def. Inc. Tax - LT Asset,,,,,,,12.0,12.0,11.0,12.0,Balance Sheet
Interest Receivable,,,,,,,8.0,8.0,9.0,10.0,Balance Sheet
Other Real Estate Owned,,,,,,,0.0,0.0,,,Balance Sheet
Other Assets,,,,,,,148.0,144.0,140.0,135.0,Balance Sheet
"Other Assets, Total",,,,,,,156.0,152.0,149.0,145.0,Balance Sheet
Total Assets,,,,,,,3503.0,3542.0,3549.0,3555.0,Balance Sheet
Accrued Expenses,,,,,,,6.0,7.0,7.0,6.0,Balance Sheet
Non-Interest Bearing Dep.,,,,,,,677.0,704.0,746.0,794.0,Balance Sheet
Interest Bearing Deposits,,,,,,,2322.0,2355.0,2354.0,2308.0,Balance Sheet
Total Deposits,,,,,,,2999.0,3059.0,3100.0,3103.0,Balance Sheet
"Other Bearing Lblts, Total",,,,,,,48.0,30.0,0.0,0.0,Balance Sheet
Total Long Term Debt,,,,,,,2.0,2.0,2.0,2.0,Balance Sheet
Total Debt,,,,,,,2.0,2.0,2.0,2.0,Balance Sheet
"Other Liabilities, Total",,,,,,,47.0,49.0,52.0,48.0,Balance Sheet
Total Liabilities,,,,,,,3101.0,3147.0,3160.0,3159.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Common Stock,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,,,,148.0,136.0,126.0,127.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,259.0,266.0,270.0,278.0,Balance Sheet
ESOP Debt Guarantee,,,,,,,-6.0,-5.0,-5.0,-5.0,Balance Sheet
"Other Equity, Total",,,,,,,1.0,-1.0,-2.0,-4.0,Balance Sheet
Total Equity,,,,,,,402.0,395.0,389.0,396.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,3503.0,3542.0,3549.0,3555.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,16.0,16.0,16.0,16.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Interest & Fees on Loans,,,,,,,26929.0,26616.0,28163.0,33245.0,Income Statement
Inter & Divs/ Invest Securs,,,,,,,411.0,384.0,483.0,678.0,Income Statement
Fed. Fund/Resale,,,,,,,680.0,632.0,1121.0,888.0,Income Statement
Interest on Deposits,,,,,,,468.0,563.0,359.0,1116.0,Income Statement
"Interest Income, Bank",,,,,,,28488.0,28195.0,30126.0,35927.0,Income Statement
Interest on Deposit,,,,,,,1305.0,1151.0,1232.0,1395.0,Income Statement
Inter on Other Borrowings,,,,,,,15.0,4.0,35.0,12.0,Income Statement
Total Interest Expense,,,,,,,1320.0,1155.0,1267.0,1407.0,Income Statement
Net Interest Income,,,,,,,27168.0,27040.0,28859.0,34520.0,Income Statement
Loan Loss Provision,,,,,,,-2500.0,-45.0,3413.0,3987.0,Income Statement
NetInterIn after Loan Loss Provision,,,,,,,29668.0,27085.0,25446.0,30533.0,Income Statement
Fees & Commish from Operat,,,,,,,2513.0,2216.0,2361.0,2338.0,Income Statement
Commish & Fees/Secur Act,,,,,,,805.0,752.0,649.0,570.0,Income Statement
Insur Commish Fees& Premium,,,,,,,490.0,492.0,500.0,527.0,Income Statement
Invest Securities Gains,,,,,,,,,1895.0,,Income Statement
Other Revenue,,,,,,,6372.0,5487.0,4311.0,3975.0,Income Statement
"Non-Interest Income, Bank",,,,,,,10180.0,8947.0,9716.0,7410.0,Income Statement
Labor & Related Expenses,,,,,,,-14872.0,-14730.0,-14709.0,-14815.0,Income Statement
Amortization of Intangibles,,,,,,,-65.0,-50.0,-42.0,-34.0,Income Statement
Real Estate Operat Expnse,,,,,,,-116.0,-220.0,-110.0,,Income Statement
Other Unusual Expense,,,,,,,,0.0,0.0,-474.0,Income Statement
Restructuring Charge,,,,,,,,,0.0,,Income Statement
Other Expense,,,,,,,-10856.0,-10799.0,-12598.0,-10778.0,Income Statement
"Non-Interest Expense, Bank",,,,,,,-25909.0,-25799.0,-27459.0,-26101.0,Income Statement
Income Before Tax,,,,,,,13939.0,10233.0,7703.0,11842.0,Income Statement
Income Tax - Total,,,,,,,2861.0,2210.0,1678.0,2643.0,Income Statement
Income After Tax,,,,,,,11078.0,8023.0,6025.0,9199.0,Income Statement
Net Inc Before Extra Items,,,,,,,11078.0,8023.0,6025.0,9199.0,Income Statement
Total Net Income,,,,,,,11078.0,8023.0,6025.0,9199.0,Income Statement
Total Adjust to Net Income,,,,,,,-94.0,-69.0,-56.0,-79.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,10984.0,7954.0,5969.0,9120.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,10984.0,7954.0,5969.0,9120.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,15632.0,15524.0,15066.0,14988.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,0.7,0.51,0.4,0.61,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,0.7,0.51,0.4,0.61,Income Statement
Dilution Adjustment,,,,,,,2.0,0.0,0.0,,Income Statement
Diluted Weighted Average Shares,,,,,,,15990.0,15793.0,15250.0,15131.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,,0.69,0.5,0.39,0.6,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,,0.69,0.5,0.39,0.6,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,0.09,0.09,0.09,0.09,Income Statement
Gross Divid - Common Stock,,,,,,,1423.0,1400.0,1358.0,1355.0,Income Statement
Pro Forma Net Income,,,,,,,,,,,Income Statement
"Depreciat/Amort, Suppl",,,,,,,2503.0,2325.0,2241.0,2169.0,Income Statement
Total Special Items,,,,,,,,0.0,0.0,474.0,Income Statement
Normalzd Income Before Tax,,,,,,,13939.0,10233.0,7703.0,12316.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,,,0.0,0.0,106.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,,2861.0,2210.0,1678.0,2749.0,Income Statement
Normalized Income After Tax,,,,,,,11078.0,8023.0,6025.0,9567.0,Income Statement
Normalzd Inc Avail to Common,,,,,,,10984.0,7954.0,5969.0,9488.0,Income Statement
Basic Normalized EPS,,,,,,,0.7,0.51,0.4,0.63,Income Statement
Diluted Normalized EPS,,,,,,,0.69,0.5,0.39,0.63,Income Statement
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,,,21605.0,29628.0,35653.0,9199.0,Cash Flow
Depreciation/Depletion,,,,,,,4782.0,7107.0,9348.0,2169.0,Cash Flow
Amortization,,,,,,,158.0,,,,Cash Flow
Deferred Taxes,,,,,,,5154.0,5277.0,6584.0,141.0,Cash Flow
Unusual Items,,,,,,,87.0,87.0,87.0,12.0,Cash Flow
Other Non-Cash Items,,,,,,,1460.0,1370.0,2160.0,76.0,Cash Flow
Non-Cash Items,,,,,,,1547.0,1457.0,2247.0,88.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,,,192.0,269.0,684.0,127.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,,,2929.0,4080.0,5312.0,1296.0,Cash Flow
Loan Loss Provision,,,,,,,-3960.0,-4005.0,-592.0,3987.0,Cash Flow
Other Assets,,,,,,,-2594.0,-4235.0,-3592.0,-713.0,Cash Flow
Changes in Working Capital,,,,,,,-15893.0,-5222.0,-19031.0,-3474.0,Cash Flow
Total Cash from Operations,,,,,,,17353.0,38247.0,34801.0,8123.0,Cash Flow
Capital Expenditures,,,,,,,-6563.0,-8931.0,-9509.0,-1193.0,Cash Flow
Sale of Fixed Assets,,,,,,,3251.0,8303.0,8303.0,2514.0,Cash Flow
Sale/Maturity of Investment,,,,,,,274657.0,409592.0,638686.0,332730.0,Cash Flow
"Investment, Net",,,,,,,,,-692.0,523.0,Cash Flow
Purchase of Investments,,,,,,,-299752.0,-474336.0,-601548.0,-263315.0,Cash Flow
Loans,,,,,,,34131.0,39394.0,-6462.0,-92109.0,Cash Flow
Foreclosed Real Estate,,,,,,,146.0,181.0,181.0,0.0,Cash Flow
Other Investing Cash Flow,,,,,,,1593.0,670.0,4213.0,-78.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,,14026.0,-16196.0,42681.0,-19735.0,Cash Flow
Total Cash from Investing,,,,,,,7463.0,-25127.0,33172.0,-20928.0,Cash Flow
Deposits,,,,,,,43150.0,103616.0,144220.0,2907.0,Cash Flow
FHLB,,,,,,,-97000.0,-30000.0,-60000.0,0.0,Cash Flow
Other Financing Cash Flow,,,,,,,-75.0,-345.0,-345.0,-95.0,Cash Flow
Financing Cash Flow Items,,,,,,,-53925.0,73271.0,83875.0,2812.0,Cash Flow
Total Cash Dividends Paid,,,,,,,-2694.0,-4094.0,-5452.0,-1355.0,Cash Flow
"Common Stock, Net",,,,,,,-19403.0,-32318.0,-43348.0,0.0,Cash Flow
Options Exercised,,,,,,,5042.0,6081.0,6081.0,388.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,,-14361.0,-26237.0,-37267.0,388.0,Cash Flow
"Short Term Debt, Net",,,,,,,,-115000.0,,,Cash Flow
"Long Term Debt, Net",,,,,,,30000.0,60000.0,-55000.0,,Cash Flow
