,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,205.0,113.36,,,,,
low,94.51,60.5,,,,,
change,-0.24960000000000002,-0.34500000000000003,,,,,
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,554.0,577.0,591.0,600.0,Balance Sheet
"Total Receivables, Net",,,33.0,29.0,28.0,30.0,Balance Sheet
Prepaid Expenses,,,8.0,7.0,7.0,8.0,Balance Sheet
"Other Curr. Assets, Total",,,24.0,28.0,29.0,30.0,Balance Sheet
Total Current Assets,,,619.0,641.0,655.0,668.0,Balance Sheet
Buildings,,,10.0,12.0,15.0,16.0,Balance Sheet
Other Prop./Plant/Equip.,,,31.0,31.0,29.0,28.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,42.0,43.0,44.0,44.0,Balance Sheet
Accumulated Depreciation,,,-5.0,-6.0,-6.0,-7.0,Balance Sheet
Prop./Plant/Equip. - Net,,,37.0,37.0,38.0,36.0,Balance Sheet
Intangibles - Gross,,,11.0,12.0,14.0,15.0,Balance Sheet
Accum. Intangible Amort.,,,-7.0,-7.0,-7.0,-8.0,Balance Sheet
Intangibles - Net,,,5.0,5.0,6.0,7.0,Balance Sheet
Other Long Term Assets,,,1.0,1.0,1.0,2.0,Balance Sheet
Total Assets,,,661.0,685.0,701.0,714.0,Balance Sheet
Accounts Payable,,,8.0,2.0,2.0,3.0,Balance Sheet
Accrued Expenses,,,9.0,9.0,11.0,11.0,Balance Sheet
Notes Payable/ST Debt,,,0.0,0.0,0.0,0.0,Balance Sheet
Customer Advances,,,98.0,119.0,128.0,135.0,Balance Sheet
Income Taxes Payable,,,0.0,0.0,0.0,0.0,Balance Sheet
Other Current Liabilities,,,4.0,6.0,6.0,6.0,Balance Sheet
"Other Curr. Lblts, Total",,,103.0,125.0,135.0,141.0,Balance Sheet
Total Current Liabilities,,,119.0,136.0,147.0,156.0,Balance Sheet
Total Long Term Debt,,,0.0,0.0,0.0,0.0,Balance Sheet
Total Debt,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Liabilities, Total",,,29.0,28.0,26.0,24.0,Balance Sheet
Total Liabilities,,,148.0,164.0,173.0,180.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,0.0,,,,Balance Sheet
Common Stock,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,684.0,704.0,726.0,750.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,-171.0,-183.0,-198.0,-217.0,Balance Sheet
Total Equity,,,513.0,521.0,528.0,534.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,661.0,685.0,701.0,714.0,Balance Sheet
Shr Outs.-Com. Primary Iss.,,,17.0,27.0,30.0,31.0,Balance Sheet
Shr Outs.-Com. Stk. Iss. 2,,,22.0,12.0,10.0,9.0,Balance Sheet
Ttl Comm. Shares Outs.,,,38.0,39.0,40.0,40.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,0.0,0.0,0.0,0.0,Balance Sheet
Trsy. Shrs-Comm. Iss. 2,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,73014.0,81220.0,88386.0,96065.0,Income Statement
"Cost of Revenue, Total",,,19952.0,21490.0,23869.0,26302.0,Income Statement
Selling/Gen/Admin Expense,,,28458.0,30408.0,32414.0,35294.0,Income Statement
