,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,15.14,9.83,,,,,
low,8.81,2.2,,,,,
change,-0.1411,-0.7556999999999999,,,,,
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,431.0,278.0,255.0,210.0,Balance Sheet
"Trade Accts Recvble, Gross",,,46.0,63.0,45.0,65.0,Balance Sheet
Prov. for Doubtful Accts,,,0.0,0.0,0.0,-1.0,Balance Sheet
"Total Receivables, Net",,,45.0,63.0,45.0,64.0,Balance Sheet
Invent. - Finished Goods,,,,42.0,59.0,60.0,Balance Sheet
Invent. - Raw Materials,,,,0.0,0.0,1.0,Balance Sheet
Total Inventory,,,33.0,42.0,59.0,61.0,Balance Sheet
Prepaid Expenses,,,15.0,13.0,9.0,5.0,Balance Sheet
Restricted Cash - Current,,,1.0,8.0,8.0,7.0,Balance Sheet
Other Current Assets,,,10.0,15.0,13.0,16.0,Balance Sheet
"Other Curr. Assets, Total",,,11.0,23.0,21.0,23.0,Balance Sheet
Total Current Assets,,,536.0,418.0,389.0,364.0,Balance Sheet
Buildings,,,0.0,0.0,1.0,1.0,Balance Sheet
Machinery/Equipment,,,2.0,2.0,2.0,2.0,Balance Sheet
Other Prop./Plant/Equip.,,,1.0,3.0,6.0,5.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,3.0,6.0,8.0,8.0,Balance Sheet
Accumulated Depreciation,,,-1.0,-1.0,-1.0,-1.0,Balance Sheet
Prop./Plant/Equip. - Net,,,2.0,5.0,7.0,6.0,Balance Sheet
"Goodwill, Net",,,13.0,121.0,118.0,118.0,Balance Sheet
Intangibles - Gross,,,,,34.0,34.0,Balance Sheet
Accum. Intangible Amort.,,,,,-1.0,-2.0,Balance Sheet
Intangibles - Net,,,,30.0,33.0,32.0,Balance Sheet
Deferred Charges,,,18.0,20.0,22.0,24.0,Balance Sheet
Restricted Cash - LT,,,,0.0,0.0,0.0,Balance Sheet
Other Long Term Assets,,,11.0,6.0,6.0,7.0,Balance Sheet
Total Assets,,,580.0,600.0,576.0,551.0,Balance Sheet
Accounts Payable,,,6.0,12.0,15.0,5.0,Balance Sheet
Accrued Expenses,,,22.0,30.0,16.0,22.0,Balance Sheet
Notes Payable/ST Debt,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,0.0,,,,Balance Sheet
Customer Advances,,,42.0,59.0,65.0,64.0,Balance Sheet
Other Current Liabilities,,,,4.0,7.0,6.0,Balance Sheet
"Other Curr. Lblts, Total",,,42.0,63.0,72.0,70.0,Balance Sheet
Total Current Liabilities,,,71.0,105.0,103.0,98.0,Balance Sheet
Total Long Term Debt,,,0.0,0.0,0.0,0.0,Balance Sheet
Total Debt,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Liabilities, Total",,,60.0,65.0,68.0,71.0,Balance Sheet
Total Liabilities,,,130.0,170.0,171.0,169.0,Balance Sheet
Common Stock,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,604.0,608.0,609.0,612.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,-155.0,-178.0,-204.0,-230.0,Balance Sheet
"Other Equity, Total",,,0.0,0.0,-1.0,-1.0,Balance Sheet
Total Equity,,,450.0,430.0,405.0,382.0,Balance Sheet
