,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,23.6,27.1,23.93,22.98,24.73,26.0,,,,,
low,21.55,20.18,18.94,9.19,18.18,17.87,,,,,
change,-0.0067,-0.0658,0.09,-0.18489999999999998,0.2903,0.028399999999999998,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Due from Banks,,,,,,,51.0,47.0,57.0,57.0,Balance Sheet
Interest-Earning Deposits,,,,,,,58.0,63.0,3.0,14.0,Balance Sheet
FHLB Stock,,,,,,,18.0,18.0,18.0,18.0,Balance Sheet
Securities Held,,,,,,,,,382.0,379.0,Balance Sheet
Securities for Sale,,,,,,,1413.0,1400.0,860.0,804.0,Balance Sheet
Total Invest. Securities,,,,,,,1413.0,1400.0,1241.0,1184.0,Balance Sheet
Loans Held for Sale,,,,,,,90.0,30.0,31.0,9.0,Balance Sheet
"Other Erng. Assets, Total",,,,,,,1580.0,1511.0,1293.0,1224.0,Balance Sheet
Total Gross Loans,,,,,,,2905.0,3004.0,3259.0,3410.0,Balance Sheet
Loan Loss Allowances,,,,,,,-47.0,-46.0,-48.0,-51.0,Balance Sheet
Net Loans,,,,,,,2858.0,2958.0,3211.0,3359.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,43.0,43.0,42.0,42.0,Balance Sheet
"Goodwill, Net",,,,,,,28.0,28.0,28.0,28.0,Balance Sheet
Intangibles - Gross,,,,,,,12.0,12.0,12.0,12.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-9.0,-9.0,-9.0,-9.0,Balance Sheet
Intangibles - Net,,,,,,,30.0,39.0,42.0,46.0,Balance Sheet
Other Real Estate Owned,,,,,,,0.0,0.0,1.0,0.0,Balance Sheet
Other Assets,,,,,,,115.0,135.0,152.0,175.0,Balance Sheet
"Other Assets, Total",,,,,,,115.0,136.0,153.0,176.0,Balance Sheet
