,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,9.19,15.2,11.11,27.85,25.68,26.51,,,,,
low,7.7,3.39,4.24,6.32,13.02,13.27,,,,,
change,0.0709,-0.4908,0.9598000000000001,1.5072999999999999,-0.0171,0.0018,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,,221965.0,188773.0,120239.0,71377.0,Balance Sheet
Short Term Investments,,,,,,,224865.0,222136.0,256439.0,279331.0,Balance Sheet
Cash and Short Term Invs,,,,,,,446830.0,410909.0,376678.0,350708.0,Balance Sheet
"Total Receivables, Net",,,,,,,429.0,158.0,13512.0,4949.0,Balance Sheet
Prepaid Expenses,,,,,,,642.0,2154.0,1799.0,1707.0,Balance Sheet
Restricted Cash - Current,,,,,,,115.0,115.0,115.0,115.0,Balance Sheet
Other Current Assets,,,,,,,380.0,6720.0,183.0,152.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,495.0,6835.0,298.0,267.0,Balance Sheet
Total Current Assets,,,,,,,448396.0,420056.0,392287.0,357631.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,1261.0,1139.0,1030.0,1175.0,Balance Sheet
Long Term Investments,,,,,,,,,12125.0,,Balance Sheet
Other Long Term Assets,,,,,,,0.0,1027.0,995.0,881.0,Balance Sheet
Total Assets,,,,,,,449657.0,422222.0,406437.0,359687.0,Balance Sheet
Accounts Payable,,,,,,,5669.0,8231.0,6438.0,7115.0,Balance Sheet
Accrued Expenses,,,,,,,14827.0,18752.0,17273.0,13684.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,0.0,3568.0,7214.0,4.0,Balance Sheet
Customer Advances,,,,,,,0.0,,,,Balance Sheet
Other Current Liabilities,,,,,,,187.0,0.0,0.0,0.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,187.0,0.0,0.0,0.0,Balance Sheet
Total Current Liabilities,,,,,,,20683.0,30551.0,30925.0,20803.0,Balance Sheet
Long Term Debt,,,,,,,19895.0,16479.0,12994.0,0.0,Balance Sheet
Capital Lease Obligations,,,,,,,,,8.0,14.0,Balance Sheet
Total Long Term Debt,,,,,,,19895.0,16479.0,13002.0,14.0,Balance Sheet
Total Debt,,,,,,,19895.0,20047.0,20216.0,18.0,Balance Sheet
"Other Liabilities, Total",,,,,,,711.0,643.0,570.0,768.0,Balance Sheet
Total Liabilities,,,,,,,41289.0,47673.0,44497.0,21585.0,Balance Sheet
Redeemable Preferred Stock,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Common Stock,,,,,,,6.0,6.0,6.0,6.0,Balance Sheet
Additional Paid-In Capital,,,,,,,952019.0,956054.0,981712.0,993547.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,-543702.0,-580871.0,-618443.0,-653846.0,Balance Sheet
"Other Equity, Total",,,,,,,45.0,-640.0,-1335.0,-1605.0,Balance Sheet
Total Equity,,,,,,,408368.0,374549.0,361940.0,338102.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,449657.0,422222.0,406437.0,359687.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,54983.0,55031.0,56400.0,60123.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,126576.0,0.0,0.0,0.0,Income Statement
Selling/Gen/Admin Expense,,,,,,,4266.0,4711.0,5410.0,5698.0,Income Statement
Labor & Related Expense,,,,,,,2661.0,2125.0,2580.0,2542.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,6927.0,6836.0,7990.0,8240.0,Income Statement
Research & Development,,,,,,,23900.0,30022.0,29734.0,26901.0,Income Statement
Total Operating Expense,,,,,,,30827.0,36858.0,37724.0,35141.0,Income Statement
Total Operating Income,,,,,,,95749.0,-36858.0,-37724.0,-35141.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,,,-651.0,-695.0,-1748.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,,,91.0,224.0,878.0,1781.0,Income Statement
"Inter Inc(Exp),Net Non-Oper",,,,,,,7.0,,,,Income Statement
"Other, Net",,,,,,,351.0,116.0,-31.0,-295.0,Income Statement
Income Before Tax,,,,,,,96198.0,-37169.0,-37572.0,-35403.0,Income Statement
Income After Tax,,,,,,,96198.0,-37169.0,-37572.0,-35403.0,Income Statement
Net Inc Before Extra Items,,,,,,,96198.0,-37169.0,-37572.0,-35403.0,Income Statement
Total Net Income,,,,,,,96198.0,-37169.0,-37572.0,-35403.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,96198.0,-37169.0,-37572.0,-35403.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,96198.0,-37169.0,-37572.0,-35403.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,53189.0,58979.0,60157.0,60670.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,1.81,-0.63,-0.62,-0.58,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,1.81,-0.63,-0.62,-0.58,Income Statement
Diluted Weighted Average Shares,,,,,,,59421.0,58979.0,60157.0,60670.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,,1.62,-0.63,-0.62,-0.58,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,,1.62,-0.63,-0.62,-0.58,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,,,,,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,,,651.0,695.0,1748.0,Income Statement
"Depreciat/Amort, Suppl",,,,,,,10.0,11.0,11.0,8.0,Income Statement
Normalzd Income Before Tax,,,,,,,96198.0,-37169.0,-37572.0,-35403.0,Income Statement
Normalized Income After Tax,,,,,,,96198.0,-37169.0,-37572.0,-35403.0,Income Statement
Normalzd Inc Avail to Common,,,,,,,96198.0,-37169.0,-37572.0,-35403.0,Income Statement
Basic Normalized EPS,,,,,,,1.81,-0.63,-0.62,-0.58,Income Statement
Diluted Normalized EPS,,,,,,,1.62,-0.63,-0.62,-0.58,Income Statement
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,,,24926.0,-37169.0,-74741.0,-110144.0,Cash Flow
Depreciation/Depletion,,,,,,,43.0,11.0,22.0,30.0,Cash Flow
Unusual Items,,,,,,,-389.0,-187.0,-187.0,-187.0,Cash Flow
Other Non-Cash Items,,,,,,,14148.0,3687.0,7616.0,11833.0,Cash Flow
Non-Cash Items,,,,,,,13759.0,3500.0,7429.0,11646.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,,,1997.0,470.0,960.0,2059.0,Cash Flow
Prepaid Expenses,,,,,,,-1394.0,-14691.0,-4930.0,-7674.0,Cash Flow
Other Assets,,,,,,,,,-13102.0,-4539.0,Cash Flow
Accounts Payable,,,,,,,2161.0,2562.0,769.0,1445.0,Cash Flow
Accrued Expenses,,,,,,,2769.0,3856.0,2316.0,-1545.0,Cash Flow
Changes in Working Capital,,,,,,,-9597.0,-8273.0,-14947.0,-12313.0,Cash Flow
Total Cash from Operations,,,,,,,29131.0,-41931.0,-82237.0,-110781.0,Cash Flow
Capital Expenditures,,,,,,,-129.0,,,,Cash Flow
Sale of Fixed Assets,,,,,,,,,,225.0,Cash Flow
Sale/Maturity of Investment,,,,,,,253975.0,50448.0,122866.0,195683.0,Cash Flow
Purchase of Investments,,,,,,,-294719.0,-42266.0,-164632.0,-244467.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,,-40744.0,8182.0,-41766.0,-48559.0,Cash Flow
Total Cash from Investing,,,,,,,-40873.0,8182.0,-41766.0,-48559.0,Cash Flow
Financing Cash Flow Items,,,,,,,25424.0,,,,Cash Flow
