,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,180.74,210.19,244.99,264.97,276.69,296.67,,,,,
low,169.43,163.31,166.3,177.05,198.64,214.39,,,,,
change,0.0195,0.11019999999999999,0.2522,-0.0538,-0.027200000000000002,0.2688,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,,7989.0,6528.0,5203.0,9502.0,Balance Sheet
Short Term Investments,,,,,,,48.0,16.0,1980.0,1976.0,Balance Sheet
Cash and Short Term Invs,,,,,,,8037.0,6544.0,7183.0,11478.0,Balance Sheet
"Total Receivables, Net",,,,,,,4895.0,5077.0,5327.0,5326.0,Balance Sheet
Invent. - Finished Goods,,,,,,,1072.0,1079.0,1012.0,1027.0,Balance Sheet
Invent. - Work In Progress,,,,,,,2367.0,2582.0,2763.0,2929.0,Balance Sheet
Invent. - Raw Materials,,,,,,,647.0,750.0,779.0,801.0,Balance Sheet
Total Inventory,,,,,,,4086.0,4411.0,4554.0,4757.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,2367.0,2488.0,2258.0,2501.0,Balance Sheet
Total Current Assets,,,,,,,19385.0,18520.0,19322.0,24062.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,5184.0,5142.0,5158.0,5188.0,Balance Sheet
"Goodwill, Net",,,,,,,14890.0,14897.0,14865.0,14845.0,Balance Sheet
Intangibles - Gross,,,,,,,33169.0,33171.0,33118.0,33037.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-17987.0,-18604.0,-19191.0,-19771.0,Balance Sheet
Intangibles - Net,,,,,,,15182.0,14567.0,13927.0,13266.0,Balance Sheet
Other Long Term Assets,,,,,,,6524.0,6070.0,6022.0,6339.0,Balance Sheet
Total Assets,,,,,,,61165.0,59196.0,59294.0,63700.0,Balance Sheet
Accounts Payable,,,,,,,1366.0,1403.0,1256.0,1204.0,Balance Sheet
Accrued Expenses,,,,,,,10731.0,10639.0,10545.0,11584.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,87.0,844.0,817.0,1543.0,Balance Sheet
Total Current Liabilities,,,,,,,12184.0,12886.0,12618.0,14331.0,Balance Sheet
Total Long Term Debt,,,,,,,33222.0,36010.0,35705.0,37161.0,Balance Sheet
Total Debt,,,,,,,33309.0,36854.0,36522.0,38704.0,Balance Sheet
"Other Liabilities, Total",,,,,,,9059.0,9384.0,8552.0,8555.0,Balance Sheet
Total Liabilities,,,,,,,54465.0,58280.0,56875.0,60047.0,Balance Sheet
Common Stock,,,,,,,32096.0,31247.0,31343.0,32371.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,-24600.0,-29568.0,-28252.0,-28066.0,Balance Sheet
Unrealized Gain (Loss),,,,,,,,0.0,,,Balance Sheet
Cum. Trans. Adjustment,,,,,,,-844.0,-895.0,-960.0,-1069.0,Balance Sheet
