,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,81.16,118.75,132.88,98.55,197.4,73.77,,,,,
low,63.0,55.77,42.41,32.79,63.37,35.41,,,,,
change,0.12890000000000001,0.0762,-0.383,0.5651,-0.1813,-0.21309999999999998,,,,,
Date,,,,,,,2022-01-01 00:00:00,2022-04-02 00:00:00,2022-07-02 00:00:00,2022-10-01 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,,201.0,112.0,63.0,90.0,Balance Sheet
Short Term Investments,,,,,,,33.0,1.0,0.0,0.0,Balance Sheet
Cash and Short Term Invs,,,,,,,235.0,113.0,63.0,90.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,165.0,110.0,94.0,138.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-5.0,-4.0,-6.0,-5.0,Balance Sheet
"Total Receivables, Net",,,,,,,161.0,106.0,88.0,133.0,Balance Sheet
Total Inventory,,,,,,,333.0,331.0,397.0,419.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,61.0,97.0,112.0,84.0,Balance Sheet
Total Current Assets,,,,,,,790.0,647.0,660.0,726.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,116.0,103.0,99.0,96.0,Balance Sheet
"Goodwill, Net",,,,,,,173.0,170.0,165.0,160.0,Balance Sheet
Intangibles - Gross,,,,,,,93.0,,,,Balance Sheet
Accum. Intangible Amort.,,,,,,,-64.0,,,,Balance Sheet
Intangibles - Net,,,,,,,28.0,27.0,24.0,11.0,Balance Sheet
Long Term Investments,,,,,,,16.0,15.0,16.0,16.0,Balance Sheet
Other Long Term Assets,,,,,,,22.0,24.0,43.0,22.0,Balance Sheet
Total Assets,,,,,,,1184.0,1036.0,1070.0,1038.0,Balance Sheet
Accounts Payable,,,,,,,251.0,173.0,192.0,233.0,Balance Sheet
Accrued Expenses,,,,,,,128.0,87.0,84.0,77.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,35.0,90.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,,,0.0,,Balance Sheet
Customer Advances,,,,,,,12.0,13.0,14.0,13.0,Balance Sheet
Income Taxes Payable,,,,,,,2.0,1.0,2.0,3.0,Balance Sheet
Other Current Liabilities,,,,,,,3.0,2.0,6.0,5.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,16.0,16.0,21.0,20.0,Balance Sheet
Total Current Liabilities,,,,,,,396.0,276.0,332.0,420.0,Balance Sheet
Total Long Term Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Total Debt,,,,,,,0.0,0.0,35.0,90.0,Balance Sheet
Deferred Income Tax,,,,,,,3.0,3.0,3.0,1.0,Balance Sheet
"Other Liabilities, Total",,,,,,,69.0,62.0,58.0,55.0,Balance Sheet
Total Liabilities,,,,,,,468.0,341.0,393.0,477.0,Balance Sheet
Redeemable Preferred Stock,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Common Stock,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,,,,223.0,229.0,239.0,248.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,486.0,455.0,412.0,284.0,Balance Sheet
"Other Equity, Total",,,,,,,8.0,10.0,25.0,30.0,Balance Sheet
Total Equity,,,,,,,717.0,695.0,677.0,562.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,1184.0,1036.0,1070.0,1038.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,27.0,27.0,27.0,27.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2022-01-01 00:00:00,2022-04-02 00:00:00,2022-07-02 00:00:00,2022-10-01 00:00:00,Income Statement
Total Revenue,,,,,,,455448.0,291969.0,255351.0,278191.0,Income Statement
"Cost of Revenue, Total",,,,,,,329823.0,184454.0,174406.0,201784.0,Income Statement
