,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,44.6,16.04,,,,,
low,14.9,3.93,,,,,
change,-0.5577000000000001,-0.7003,,,,,
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,253.0,189.0,195.0,163.0,Balance Sheet
Short Term Investments,,,298.0,324.0,290.0,322.0,Balance Sheet
Cash and Short Term Invs,,,551.0,512.0,485.0,486.0,Balance Sheet
Prepaid Expenses,,,7.0,11.0,10.0,8.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,6.0,Balance Sheet
Total Current Assets,,,558.0,523.0,494.0,500.0,Balance Sheet
Buildings,,,34.0,34.0,34.0,34.0,Balance Sheet
Machinery/Equipment,,,49.0,54.0,60.0,62.0,Balance Sheet
Construction in Progress,,,1.0,3.0,0.0,1.0,Balance Sheet
Other Prop./Plant/Equip.,,,96.0,97.0,99.0,96.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,181.0,188.0,193.0,193.0,Balance Sheet
Accumulated Depreciation,,,-19.0,-22.0,-26.0,-30.0,Balance Sheet
Prop./Plant/Equip. - Net,,,162.0,166.0,167.0,163.0,Balance Sheet
"Goodwill, Net",,,141.0,141.0,141.0,141.0,Balance Sheet
Intangibles - Net,,,59.0,59.0,59.0,59.0,Balance Sheet
Long Term Investments,,,196.0,145.0,95.0,26.0,Balance Sheet
Other Long Term Assets,,,5.0,5.0,5.0,5.0,Balance Sheet
Total Assets,,,1129.0,1048.0,971.0,898.0,Balance Sheet
Accounts Payable,,,2.0,5.0,3.0,4.0,Balance Sheet
Accrued Expenses,,,38.0,35.0,39.0,49.0,Balance Sheet
Notes Payable/ST Debt,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Curr. Lblts, Total",,,59.0,54.0,55.0,62.0,Balance Sheet
Total Current Liabilities,,,99.0,94.0,97.0,115.0,Balance Sheet
Total Long Term Debt,,,0.0,0.0,0.0,0.0,Balance Sheet
Total Debt,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Liabilities, Total",,,302.0,252.0,234.0,217.0,Balance Sheet
Total Liabilities,,,401.0,346.0,332.0,332.0,Balance Sheet
Redeemable Preferred Stock,,,0.0,0.0,0.0,0.0,Balance Sheet
Common Stock,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,1515.0,1524.0,1535.0,1547.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,-785.0,-817.0,-889.0,-974.0,Balance Sheet
"Other Equity, Total",,,-1.0,-5.0,-6.0,-6.0,Balance Sheet
Total Equity,,,729.0,702.0,640.0,566.0,Balance Sheet
