,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,69.88,82.44,85.67,101.87,138.78,121.05,,,,,
low,66.65,60.65,63.78,54.62,94.63,72.08,,,,,
change,0.0,-0.021800000000000003,0.1991,0.2859,0.1753,-0.0882,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,1349.0,1117.0,1113.0,1186.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,997.0,1048.0,1065.0,1064.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-44.0,-37.0,-41.0,-46.0,Balance Sheet
"Total Receivables, Net",,,,,,,953.0,1011.0,1024.0,1018.0,Balance Sheet
Invent. - Finished Goods,,,,,,,236.0,282.0,318.0,316.0,Balance Sheet
Invent. - Work In Progress,,,,,,,58.0,71.0,71.0,67.0,Balance Sheet
Invent. - Raw Materials,,,,,,,406.0,451.0,463.0,454.0,Balance Sheet
Total Inventory,,,,,,,700.0,804.0,852.0,837.0,Balance Sheet
Prepaid Expenses,,,,,,,158.0,186.0,185.0,150.0,Balance Sheet
Total Current Assets,,,,,,,3160.0,3118.0,3174.0,3191.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,948.0,636.0,608.0,585.0,Balance Sheet
"Goodwill, Net",,,,,,,2792.0,2782.0,2714.0,2637.0,Balance Sheet
Intangibles - Gross,,,,,,,2007.0,2021.0,1960.0,1733.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-991.0,-1019.0,-985.0,-800.0,Balance Sheet
Intangibles - Net,,,,,,,1016.0,1002.0,975.0,933.0,Balance Sheet
Other Long Term Assets,,,,,,,360.0,681.0,718.0,760.0,Balance Sheet
Total Assets,,,,,,,8276.0,8219.0,8189.0,8106.0,Balance Sheet
Accounts Payable,,,,,,,639.0,652.0,648.0,618.0,Balance Sheet
Accrued Expenses,,,,,,,480.0,427.0,459.0,497.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,0.0,555.0,521.0,483.0,Balance Sheet
Income Taxes Payable,,,,,,,86.0,89.0,115.0,136.0,Balance Sheet
Other Current Liabilities,,,,,,,186.0,197.0,208.0,195.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,272.0,286.0,323.0,331.0,Balance Sheet
Total Current Liabilities,,,,,,,1391.0,1920.0,1951.0,1929.0,Balance Sheet
Total Long Term Debt,,,,,,,2440.0,1878.0,1879.0,1880.0,Balance Sheet
Total Debt,,,,,,,2440.0,2433.0,2400.0,2363.0,Balance Sheet
Deferred Income Tax,,,,,,,287.0,283.0,292.0,260.0,Balance Sheet
Minority Interest,,,,,,,8.0,8.0,8.0,7.0,Balance Sheet
Pension Benefits - Underfunded,,,,,,,438.0,432.0,408.0,361.0,Balance Sheet
Other LT Liabilities,,,,,,,494.0,500.0,456.0,454.0,Balance Sheet
"Other Liabilities, Total",,,,,,,932.0,932.0,864.0,815.0,Balance Sheet
Total Liabilities,,,,,,,5058.0,5021.0,4994.0,4891.0,Balance Sheet
Common Stock,,,,,,,2.0,2.0,2.0,2.0,Balance Sheet
Additional Paid-In Capital,,,,,,,2089.0,2099.0,2111.0,2123.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,2154.0,2181.0,2238.0,2197.0,Balance Sheet
Treasury Stock - Common,,,,,,,-656.0,-707.0,-708.0,-708.0,Balance Sheet
Cum. Trans. Adjustment,,,,,,,-101.0,-106.0,-175.0,-277.0,Balance Sheet
Min. Pension Lblty Adj.,,,,,,,-268.0,-265.0,-262.0,-111.0,Balance Sheet
Other Comprehensive Income,,,,,,,-2.0,-6.0,-11.0,-11.0,Balance Sheet
"Other Equity, Total",,,,,,,-371.0,-377.0,-448.0,-399.0,Balance Sheet
Total Equity,,,,,,,3218.0,3198.0,3195.0,3215.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,8276.0,8219.0,8189.0,8106.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,180.0,180.0,180.0,180.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,15.0,16.0,16.0,16.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,1323.0,1272.0,1364.0,1380.0,Income Statement
"Cost of Revenue, Total",,,,,,,830.0,805.0,844.0,856.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,301.0,304.0,314.0,294.0,Income Statement
Research & Development,,,,,,,52.0,52.0,53.0,47.0,Income Statement
Restructuring Charge,,,,,,,0.0,0.0,6.0,3.0,Income Statement
Impair-Assets Held for Use,,,,,,,0.0,,1.0,12.0,Income Statement
Other Unusual Expnse (In),,,,,,,0.0,-1.0,0.0,140.0,Income Statement
Unusual Expense (Income),,,,,,,0.0,-1.0,7.0,155.0,Income Statement
Total Operating Expense,,,,,,,1183.0,1160.0,1218.0,1352.0,Income Statement
Total Operating Income,,,,,,,140.0,112.0,146.0,28.0,Income Statement
