,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,45.42,50.44,42.48,42.19,50.65,46.12,,,,,
low,39.24,32.49,33.0,21.18,33.98,34.07,,,,,
change,0.0189,-0.1917,0.2279,-0.10650000000000001,0.1097,0.0315,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Due from Banks,,,,,,,167.0,148.0,213.0,120.0,Balance Sheet
Interest-Earning Deposits,,,,,,,474.0,395.0,137.0,180.0,Balance Sheet
FHLB Stock,,,,,,,29.0,26.0,38.0,38.0,Balance Sheet
Securities Held,,,,,,,2180.0,2325.0,2334.0,2311.0,Balance Sheet
Securities for Sale,,,,,,,2345.0,2164.0,2296.0,1984.0,Balance Sheet
Total Invest. Securities,,,,,,,4524.0,4489.0,4630.0,4295.0,Balance Sheet
Loans Held for Sale,,,,,,,11.0,4.0,9.0,25.0,Balance Sheet
"Other Erng. Assets, Total",,,,,,,5038.0,4915.0,4814.0,4538.0,Balance Sheet
Total Gross Loans,,,,,,,9242.0,9356.0,11397.0,11650.0,Balance Sheet
Loan Loss Allowances,,,,,,,-195.0,-196.0,-226.0,-227.0,Balance Sheet
Net Loans,,,,,,,9046.0,9160.0,11171.0,11423.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,123.0,106.0,118.0,116.0,Balance Sheet
"Goodwill, Net",,,,,,,545.0,545.0,713.0,713.0,Balance Sheet
Intangibles - Gross,,,,,,,,105.0,123.0,123.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,,-81.0,-83.0,-85.0,Balance Sheet
Intangibles - Net,,,,,,,25.0,24.0,40.0,38.0,Balance Sheet
Def. Inc. Tax - LT Asset,,,,,,,36.0,73.0,115.0,142.0,Balance Sheet
Interest Receivable,,,,,,,57.0,56.0,69.0,72.0,Balance Sheet
Other Real Estate Owned,,,,,,,1.0,6.0,7.0,6.0,Balance Sheet
Other Assets,,,,,,,413.0,431.0,521.0,551.0,Balance Sheet
"Other Assets, Total",,,,,,,471.0,493.0,597.0,629.0,Balance Sheet
