,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,11.3,10.25,12.04,13.98,24.99,26.34,,,,,
low,8.73,6.17,6.56,6.11,13.45,16.92,,,,,
change,-0.078,-0.22820000000000001,0.4833,0.3876,0.5017,0.0349,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,,74358.0,44520.0,43223.0,52131.0,Balance Sheet
Short Term Investments,,,,,,,31332.0,37702.0,38479.0,30156.0,Balance Sheet
Cash and Short Term Invs,,,,,,,105690.0,82222.0,81702.0,82287.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,20732.0,26774.0,14026.0,18522.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-117.0,-100.0,-100.0,-100.0,Balance Sheet
"Total Receivables, Net",,,,,,,20615.0,27466.0,14225.0,19313.0,Balance Sheet
Invent. - Finished Goods,,,,,,,10274.0,10865.0,13994.0,16832.0,Balance Sheet
Invent. - Work In Progress,,,,,,,3406.0,3352.0,3809.0,3266.0,Balance Sheet
Invent. - Raw Materials,,,,,,,7352.0,9933.0,11110.0,12751.0,Balance Sheet
Inventories - Other,,,,,,,-649.0,-668.0,-678.0,-717.0,Balance Sheet
Total Inventory,,,,,,,20383.0,23482.0,28235.0,32132.0,Balance Sheet
Prepaid Expenses,,,,,,,5075.0,5802.0,4914.0,5486.0,Balance Sheet
Total Current Assets,,,,,,,151763.0,138972.0,129076.0,139218.0,Balance Sheet
Buildings,,,,,,,15224.0,,,,Balance Sheet
Machinery/Equipment,,,,,,,33317.0,,,,Balance Sheet
Construction in Progress,,,,,,,3296.0,,,,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,17543.0,,,,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,69380.0,,,,Balance Sheet
Accumulated Depreciation,,,,,,,-34366.0,,,,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,35014.0,34211.0,32856.0,32234.0,Balance Sheet
"Goodwill, Net",,,,,,,12790.0,12790.0,12790.0,12790.0,Balance Sheet
Intangibles - Net,,,,,,,37.0,34.0,32.0,29.0,Balance Sheet
Long Term Investments,,,,,,,2298.0,14334.0,4809.0,4271.0,Balance Sheet
Other Long Term Assets,,,,,,,367.0,365.0,365.0,365.0,Balance Sheet
Total Assets,,,,,,,213690.0,211776.0,191476.0,200121.0,Balance Sheet
Accounts Payable,,,,,,,909.0,4360.0,2716.0,1931.0,Balance Sheet
Accrued Expenses,,,,,,,14679.0,8638.0,10091.0,11961.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Customer Advances,,,,,,,3318.0,2057.0,1507.0,2157.0,Balance Sheet
Other Current Liabilities,,,,,,,879.0,914.0,897.0,910.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,4197.0,2971.0,2404.0,3067.0,Balance Sheet
Total Current Liabilities,,,,,,,19785.0,15969.0,15211.0,16959.0,Balance Sheet
Total Long Term Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Total Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Liabilities, Total",,,,,,,15126.0,14841.0,14404.0,13859.0,Balance Sheet
Total Liabilities,,,,,,,34911.0,30810.0,29615.0,30818.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,,,0.0,0.0,,,Balance Sheet
Common Stock,,,,,,,64.0,64.0,64.0,64.0,Balance Sheet
Additional Paid-In Capital,,,,,,,195593.0,198211.0,200129.0,202807.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,37103.0,44997.0,42638.0,47427.0,Balance Sheet
Treasury Stock - Common,,,,,,,-53832.0,-61888.0,-80455.0,-80486.0,Balance Sheet
"Other Equity, Total",,,,,,,-149.0,-418.0,-515.0,-509.0,Balance Sheet
Total Equity,,,,,,,178779.0,180966.0,161861.0,169303.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,213690.0,211776.0,191476.0,200121.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,56823.0,56702.0,55789.0,55983.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,6721.0,7137.0,8147.0,8149.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,33576.0,32546.0,20292.0,30462.0,Income Statement
"Cost of Revenue, Total",,,,,,,10419.0,9498.0,6920.0,9417.0,Income Statement
Selling/Gen/Admin Expense,,,,,,,10471.0,9915.0,10845.0,12311.0,Income Statement
Labor & Related Expense,,,,,,,-17.0,,,,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,10454.0,9915.0,10845.0,12311.0,Income Statement
Research & Development,,,,,,,6727.0,4911.0,5431.0,3828.0,Income Statement
Depreciation/Amortization,,,,,,,3.0,,,,Income Statement
Unusual Expense (Income),,,,,,,0.0,,,,Income Statement
Total Operating Expense,,,,,,,27603.0,24324.0,23196.0,25556.0,Income Statement
Total Operating Income,,,,,,,5973.0,8222.0,-2904.0,4906.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,,,25.0,61.0,166.0,259.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,,,-10.0,56.0,-60.0,-5.0,Income Statement
"Other, Net",,,,,,,-10.0,56.0,-60.0,-5.0,Income Statement
Income Before Tax,,,,,,,5988.0,8339.0,-2798.0,5160.0,Income Statement
Income Tax - Total,,,,,,,725.0,445.0,-439.0,371.0,Income Statement
Income After Tax,,,,,,,5263.0,7894.0,-2359.0,4789.0,Income Statement
Net Inc Before Extra Items,,,,,,,5263.0,7894.0,-2359.0,4789.0,Income Statement
Total Net Income,,,,,,,5263.0,7894.0,-2359.0,4789.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,5263.0,7894.0,-2359.0,4789.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,5263.0,7894.0,-2359.0,4789.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,56813.0,56783.0,56218.0,55881.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,0.09,0.14,-0.04,0.09,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,0.09,0.14,-0.04,0.09,Income Statement
Diluted Weighted Average Shares,,,,,,,58537.0,58181.0,56218.0,57372.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,,0.09,0.14,-0.04,0.08,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,,0.09,0.14,-0.04,0.08,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,,,0.0,,,,Income Statement
Pro Forma Net Income,,,,,,,,,,,Income Statement
"Depreciat/Amort, Suppl",,,,,,,1795.0,1388.0,2261.0,1297.0,Income Statement
Total Special Items,,,,,,,0.0,,,,Income Statement
Normalzd Income Before Tax,,,,,,,5988.0,8339.0,-2798.0,5160.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,,0.0,,,,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,,725.0,445.0,-439.0,371.0,Income Statement
Normalized Income After Tax,,,,,,,5263.0,7894.0,-2359.0,4789.0,Income Statement
Normalzd Inc Avail to Common,,,,,,,5263.0,7894.0,-2359.0,4789.0,Income Statement
Basic Normalized EPS,,,,,,,0.09,0.14,-0.04,0.09,Income Statement
Diluted Normalized EPS,,,,,,,0.09,0.14,-0.04,0.08,Income Statement
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,,,14269.0,7894.0,5535.0,10324.0,Cash Flow
Depreciation/Depletion,,,,,,,5939.0,1388.0,3649.0,4946.0,Cash Flow
Deferred Taxes,,,,,,,-391.0,351.0,-127.0,207.0,Cash Flow
Unusual Items,,,,,,,0.0,,,,Cash Flow
Other Non-Cash Items,,,,,,,7578.0,2225.0,4020.0,5983.0,Cash Flow
Non-Cash Items,,,,,,,7578.0,2225.0,4020.0,5983.0,Cash Flow
Accounts Receivable,,,,,,,-7424.0,-6341.0,6898.0,1810.0,Cash Flow
Inventories,,,,,,,-8766.0,-3123.0,-7905.0,-11848.0,Cash Flow
Prepaid Expenses,,,,,,,314.0,-721.0,-331.0,-461.0,Cash Flow
Accounts Payable,,,,,,,-155.0,4618.0,3063.0,1121.0,Cash Flow
Accrued Expenses,,,,,,,396.0,-6611.0,-5477.0,-4617.0,Cash Flow
Changes in Working Capital,,,,,,,-13869.0,-13460.0,-5598.0,-15192.0,Cash Flow
Total Cash from Operations,,,,,,,13526.0,-1602.0,7479.0,6268.0,Cash Flow
Capital Expenditures,,,,,,,-6679.0,-1976.0,-2436.0,-2999.0,Cash Flow
Sale of Fixed Assets,,,,,,,,,,734.0,Cash Flow
Sale/Maturity of Investment,,,,,,,35019.0,10421.0,25421.0,34107.0,Cash Flow
Purchase of Investments,,,,,,,-48903.0,-29377.0,-35964.0,-35964.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,,-13884.0,-18956.0,-10543.0,-1123.0,Cash Flow
Total Cash from Investing,,,,,,,-20563.0,-20932.0,-12979.0,-4122.0,Cash Flow
Financing Cash Flow Items,,,,,,,0.0,,,,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,,-12792.0,-7293.0,-25638.0,-24410.0,Cash Flow
Total Cash From Financing,,,,,,,-12792.0,-7293.0,-25638.0,-24410.0,Cash Flow
Foreign Exchange Effects,,,,,,,-68.0,-11.0,4.0,38.0,Cash Flow
Net Change in Cash,,,,,,,-19897.0,-29838.0,-31134.0,-22226.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,,94358.0,74461.0,74461.0,74461.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,,74461.0,44623.0,43327.0,52235.0,Cash Flow
"Depreciation, Supplemental",,,,,,,5939.0,1388.0,3649.0,4946.0,Cash Flow
Free Cash Flow,,,,,,,6847.0,-3578.0,5043.0,3269.0,
FCF Growth,,,,,,,,-1.5225646268438733,-2.4094466182224705,-0.35177473725956776,
