,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,112.0,219.6,140.71,46.9,64.13,43.69,,,,,
low,95.2,70.6,14.4,3.0,28.5,6.63,,,,,
change,-0.0433,0.0455,-0.8445,0.7976000000000001,0.34149999999999997,-0.8308,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,49.0,59.0,68.0,40.0,Balance Sheet
"Trade Accts Recvble, Net",,,,,,,19.0,53.0,52.0,35.0,Balance Sheet
Notes Recvble - Short Term,,,,,,,21.0,,,,Balance Sheet
"Total Receivables, Net",,,,,,,40.0,53.0,52.0,35.0,Balance Sheet
Total Inventory,,,,,,,202.0,229.0,248.0,324.0,Balance Sheet
Prepaid Expenses,,,,,,,6.0,6.0,7.0,7.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,3.0,10.0,10.0,10.0,Balance Sheet
Total Current Assets,,,,,,,300.0,357.0,384.0,416.0,Balance Sheet
Buildings,,,,,,,10.0,,,,Balance Sheet
Machinery/Equipment,,,,,,,19.0,,,,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,133.0,,,,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,163.0,,,,Balance Sheet
Accumulated Depreciation,,,,,,,-8.0,,,,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,155.0,205.0,249.0,238.0,Balance Sheet
"Goodwill, Net",,,,,,,261.0,348.0,253.0,266.0,Balance Sheet
Intangibles - Gross,,,,,,,,,367.0,363.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,,,-8.0,-10.0,Balance Sheet
Intangibles - Net,,,,,,,302.0,302.0,359.0,353.0,Balance Sheet
Other Long Term Assets,,,,,,,10.0,9.0,26.0,32.0,Balance Sheet
Total Assets,,,,,,,1028.0,1221.0,1272.0,1305.0,Balance Sheet
Accounts Payable,,,,,,,10.0,,,,Balance Sheet
Payable/Accrued,,,,,,,,82.0,83.0,76.0,Balance Sheet
Accrued Expenses,,,,,,,53.0,21.0,23.0,23.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,97.0,123.0,139.0,175.0,Balance Sheet
