,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,15.59,38.04,58.0,114.06,164.86,134.77,,,,,
low,13.77,12.76,26.86,45.52,79.61,66.89,,,,,
change,0.033100000000000004,1.0791,0.8694,0.6916,0.4668,-0.1576,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,,1053.0,716.0,735.0,698.0,Balance Sheet
Short Term Investments,,,,,,,1679.0,1972.0,2019.0,1674.0,Balance Sheet
Cash and Short Term Invs,,,,,,,2731.0,2688.0,2755.0,2372.0,Balance Sheet
"Total Receivables, Net",,,,,,,514.0,545.0,561.0,564.0,Balance Sheet
Invent. - Finished Goods,,,,,,,196.0,167.0,167.0,114.0,Balance Sheet
Invent. - Work In Progress,,,,,,,16.0,16.0,21.0,32.0,Balance Sheet
Invent. - Raw Materials,,,,,,,145.0,160.0,151.0,165.0,Balance Sheet
Total Inventory,,,,,,,357.0,342.0,340.0,311.0,Balance Sheet
Prepaid Expenses,,,,,,,82.0,172.0,154.0,152.0,Balance Sheet
Total Current Assets,,,,,,,3684.0,3747.0,3809.0,3399.0,Balance Sheet
Buildings,,,,,,,252.0,260.0,271.0,272.0,Balance Sheet
Machinery/Equipment,,,,,,,326.0,386.0,404.0,418.0,Balance Sheet
Construction in Progress,,,,,,,361.0,374.0,459.0,538.0,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,184.0,184.0,191.0,186.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,1121.0,1204.0,1325.0,1414.0,Balance Sheet
Accumulated Depreciation,,,,,,,-232.0,-265.0,-304.0,-339.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,890.0,939.0,1021.0,1076.0,Balance Sheet
"Goodwill, Net",,,,,,,27.0,27.0,26.0,25.0,Balance Sheet
Intangibles - Net,,,,,,,32.0,31.0,28.0,24.0,Balance Sheet
Other Long Term Assets,,,,,,,11.0,23.0,25.0,34.0,Balance Sheet
Total Assets,,,,,,,4933.0,5057.0,5217.0,4899.0,Balance Sheet
Accounts Payable,,,,,,,189.0,150.0,220.0,198.0,Balance Sheet
