,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,2.08,4.09,3.73,4.82,11.39,11.0,,,,,
low,1.64,1.49,1.5,0.78,3.53,4.69,,,,,
change,-0.032400000000000005,0.6011,-0.3004,1.2187999999999999,0.7540000000000001,-0.223,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,,112517.0,105169.0,86363.0,77090.0,Balance Sheet
Short Term Investments,,,,,,,494.0,611.0,11795.0,11625.0,Balance Sheet
Cash and Short Term Invs,,,,,,,113011.0,105780.0,98158.0,88715.0,Balance Sheet
"Trade Accts Recvble, Net",,,,,,,3954.0,2960.0,2534.0,1295.0,Balance Sheet
Notes Recvble - Short Term,,,,,,,,369.0,343.0,343.0,Balance Sheet
Other Receivables,,,,,,,,343.0,142.0,157.0,Balance Sheet
"Total Receivables, Net",,,,,,,3954.0,3672.0,3019.0,1795.0,Balance Sheet
Invent. - Work In Progress,,,,,,,27619.0,,,,Balance Sheet
Invent. - Raw Materials,,,,,,,3153.0,,,,Balance Sheet
Total Inventory,,,,,,,30772.0,29709.0,28565.0,27331.0,Balance Sheet
Prepaid Expenses,,,,,,,1568.0,2454.0,8162.0,9182.0,Balance Sheet
Total Current Assets,,,,,,,149305.0,141615.0,137904.0,127023.0,Balance Sheet
Machinery/Equipment,,,,,,,15079.0,15295.0,16290.0,16524.0,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,43244.0,43176.0,43107.0,43011.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,58323.0,58471.0,59397.0,59535.0,Balance Sheet
Accumulated Depreciation,,,,,,,-35932.0,-36746.0,-37611.0,-38461.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,105930.0,105264.0,105325.0,104613.0,Balance Sheet
Long Term Investments,,,,,,,38538.0,35636.0,21302.0,22865.0,Balance Sheet
Note Rcvble - Long Term,,,,,,,,1625.0,1610.0,1517.0,Balance Sheet
Other Long Term Assets,,,,,,,1368.0,1647.0,1791.0,2080.0,Balance Sheet
Total Assets,,,,,,,315446.0,306103.0,288258.0,279084.0,Balance Sheet
Accounts Payable,,,,,,,,2910.0,2159.0,2626.0,Balance Sheet
Payable/Accrued,,,,,,,5764.0,,,,Balance Sheet
Accrued Expenses,,,,,,,324.0,1874.0,1437.0,1844.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,27.0,220.0,219.0,219.0,Balance Sheet
Total Current Liabilities,,,,,,,6115.0,5004.0,3815.0,4689.0,Balance Sheet
Total Long Term Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Total Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Minority Interest,,,,,,,3951.0,3950.0,3945.0,3858.0,Balance Sheet
Reserves,,,,,,,13660.0,13957.0,13927.0,14531.0,Balance Sheet
Other LT Liabilities,,,,,,,145.0,59.0,0.0,0.0,Balance Sheet
"Other Liabilities, Total",,,,,,,13805.0,14016.0,13927.0,14531.0,Balance Sheet
Total Liabilities,,,,,,,23871.0,22970.0,21687.0,23078.0,Balance Sheet
Common Stock,,,,,,,685903.0,690424.0,695404.0,696808.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,-396271.0,-411000.0,-429054.0,-438221.0,Balance Sheet
