,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,54.05,63.04,38.89,27.9,35.68,28.02,,,,,
low,48.06,31.68,19.93,7.37,20.27,14.48,,,,,
change,0.0827,-0.3833,-0.1533,-0.1201,0.1043,-0.43460000000000004,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,,387.0,7.0,14.0,9.0,Balance Sheet
Short Term Investments,,,,,,,100.0,90.0,93.0,91.0,Balance Sheet
Cash and Short Term Invs,,,,,,,487.0,97.0,107.0,100.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,1394.0,1477.0,1464.0,1499.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-1092.0,-1159.0,-1157.0,-1205.0,Balance Sheet
"Trade Accts Recvble, Net",,,,,,,302.0,318.0,307.0,294.0,Balance Sheet
Other Receivables,,,,,,,14.0,0.0,22.0,10.0,Balance Sheet
"Total Receivables, Net",,,,,,,316.0,318.0,329.0,304.0,Balance Sheet
Prepaid Expenses,,,,,,,19.0,16.0,14.0,10.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,19.0,9.0,9.0,10.0,Balance Sheet
Total Current Assets,,,,,,,841.0,440.0,459.0,424.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,136.0,139.0,140.0,141.0,Balance Sheet
"Goodwill, Net",,,,,,,1505.0,1529.0,1532.0,1532.0,Balance Sheet
Intangibles - Net,,,,,,,22.0,21.0,21.0,20.0,Balance Sheet
Other Long Term Assets,,,,,,,131.0,128.0,124.0,118.0,Balance Sheet
Total Assets,,,,,,,2723.0,2341.0,2370.0,2332.0,Balance Sheet
Accounts Payable,,,,,,,37.0,30.0,30.0,27.0,Balance Sheet
Accrued Expenses,,,,,,,377.0,223.0,278.0,302.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,2.0,2.0,15.0,15.0,Balance Sheet
