,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,53.65,20.95,,,,,
low,17.1,6.66,,,,,
change,-0.6102000000000001,-0.501,,,,,
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,523.0,502.0,589.0,532.0,Balance Sheet
"Total Receivables, Net",,,67.0,82.0,95.0,114.0,Balance Sheet
Prepaid Expenses,,,17.0,23.0,20.0,20.0,Balance Sheet
Total Current Assets,,,608.0,607.0,704.0,666.0,Balance Sheet
Buildings,,,7.0,7.0,7.0,7.0,Balance Sheet
Machinery/Equipment,,,14.0,15.0,17.0,19.0,Balance Sheet
Construction in Progress,,,,,0.0,0.0,Balance Sheet
Other Prop./Plant/Equip.,,,7.0,9.0,12.0,11.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,28.0,31.0,36.0,37.0,Balance Sheet
Accumulated Depreciation,,,-13.0,-14.0,-15.0,-17.0,Balance Sheet
Prop./Plant/Equip. - Net,,,15.0,17.0,20.0,20.0,Balance Sheet
Other Long Term Assets,,,4.0,4.0,4.0,4.0,Balance Sheet
Total Assets,,,626.0,628.0,728.0,690.0,Balance Sheet
Accounts Payable,,,1.0,6.0,5.0,8.0,Balance Sheet
Accrued Expenses,,,48.0,47.0,51.0,52.0,Balance Sheet
Notes Payable/ST Debt,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Curr. Lblts, Total",,,93.0,98.0,196.0,156.0,Balance Sheet
Total Current Liabilities,,,142.0,151.0,252.0,216.0,Balance Sheet
Total Long Term Debt,,,0.0,0.0,0.0,0.0,Balance Sheet
Total Debt,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Liabilities, Total",,,4.0,5.0,9.0,8.0,Balance Sheet
Total Liabilities,,,145.0,156.0,261.0,224.0,Balance Sheet
Redeemable Preferred Stock,,,0.0,,,,Balance Sheet
Common Stock,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,740.0,754.0,789.0,823.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,-259.0,-283.0,-321.0,-354.0,Balance Sheet
"Other Equity, Total",,,0.0,0.0,-1.0,-2.0,Balance Sheet
Total Equity,,,480.0,472.0,467.0,466.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,626.0,628.0,728.0,690.0,Balance Sheet
Ttl Comm. Shares Outs.,,,164.0,166.0,168.0,170.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,135255.0,136014.0,157255.0,169259.0,Income Statement
"Cost of Revenue, Total",,,56431.0,56263.0,60826.0,69872.0,Income Statement
Selling/Gen/Admin Expense,,,37427.0,37811.0,43321.0,49876.0,Income Statement
Labor & Related Expense,,,4642.0,5522.0,18892.0,12507.0,Income Statement
Advertising Expense,,,32800.0,34500.0,36000.0,34600.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,74869.0,77833.0,98213.0,96983.0,Income Statement
Research & Development,,,19128.0,23575.0,36083.0,36178.0,Income Statement
Depreciation/Amortization,,,1366.0,1517.0,1510.0,1843.0,Income Statement
Total Operating Expense,,,151794.0,159188.0,196632.0,204876.0,Income Statement
Total Operating Income,,,-16539.0,-23174.0,-39377.0,-35617.0,Income Statement
"Inter Expse,Net Non-Operat",,,-208.0,-313.0,-332.0,-330.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,48.0,36.0,439.0,1400.0,Income Statement
OtherNon-OperatInc (Expnse),,,81.0,669.0,1687.0,1765.0,Income Statement
"Other, Net",,,81.0,669.0,1687.0,1765.0,Income Statement
Income Before Tax,,,-16618.0,-22782.0,-37583.0,-32782.0,Income Statement
Income Tax - Total,,,-42.0,528.0,662.0,287.0,Income Statement
