,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,47.75,50.0,51.75,50.0,60.9,59.97,,,,,
low,43.85,36.19,30.76,22.45,36.41,33.49,,,,,
change,-0.0556,0.0068000000000000005,-0.056600000000000004,-0.0005,0.4044,-0.40520000000000006,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,,116.0,112.0,103.0,99.0,Balance Sheet
Short Term Investments,,,,,,,19.0,19.0,19.0,20.0,Balance Sheet
Cash and Short Term Invs,,,,,,,134.0,132.0,123.0,119.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,88.0,71.0,60.0,51.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-1.0,-1.0,-1.0,-1.0,Balance Sheet
"Total Receivables, Net",,,,,,,87.0,70.0,59.0,51.0,Balance Sheet
Prepaid Expenses,,,,,,,19.0,20.0,18.0,16.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,30.0,27.0,23.0,19.0,Balance Sheet
Total Current Assets,,,,,,,269.0,249.0,223.0,204.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,93.0,89.0,85.0,81.0,Balance Sheet
"Goodwill, Net",,,,,,,245.0,244.0,241.0,239.0,Balance Sheet
Intangibles - Gross,,,,,,,108.0,108.0,107.0,107.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-45.0,-48.0,-52.0,-55.0,Balance Sheet
Intangibles - Net,,,,,,,63.0,59.0,56.0,52.0,Balance Sheet
Other Long Term Assets,,,,,,,10.0,10.0,10.0,9.0,Balance Sheet
Total Assets,,,,,,,680.0,652.0,615.0,585.0,Balance Sheet
Accounts Payable,,,,,,,1.0,1.0,0.0,1.0,Balance Sheet
Accrued Expenses,,,,,,,98.0,57.0,66.0,65.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,0.0,,,,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,214.0,248.0,211.0,181.0,Balance Sheet
Total Current Liabilities,,,,,,,312.0,305.0,277.0,247.0,Balance Sheet
Total Long Term Debt,,,,,,,75.0,60.0,50.0,50.0,Balance Sheet
Total Debt,,,,,,,75.0,60.0,50.0,50.0,Balance Sheet
"Other Liabilities, Total",,,,,,,89.0,84.0,78.0,74.0,Balance Sheet
Total Liabilities,,,,,,,476.0,449.0,405.0,371.0,Balance Sheet
Common Stock,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,,,,246.0,251.0,255.0,258.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,153.0,157.0,171.0,176.0,Balance Sheet
Treasury Stock - Common,,,,,,,-192.0,-201.0,-207.0,-207.0,Balance Sheet
Unrealized Gain (Loss),,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Cum. Trans. Adjustment,,,,,,,-3.0,-4.0,-9.0,-14.0,Balance Sheet
Other Comprehensive Income,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Equity, Total",,,,,,,-3.0,-4.0,-9.0,-14.0,Balance Sheet
Total Equity,,,,,,,204.0,202.0,210.0,214.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,680.0,652.0,615.0,585.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,19.0,19.0,19.0,19.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,5.0,5.0,5.0,5.0,Balance Sheet
