,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,19.42,26.29,27.96,23.6,24.2,27.39,,,,,
low,17.1,17.31,21.33,11.3,15.47,20.26,,,,,
change,-0.0443,0.2536,0.0213,-0.1482,0.1594,0.0425,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,1325.0,1022.0,1871.0,535.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,1442.0,1324.0,1842.0,1945.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-45.0,-49.0,-52.0,-91.0,Balance Sheet
"Trade Accts Recvble, Net",,,,,,,1397.0,1275.0,1790.0,1854.0,Balance Sheet
Other Receivables,,,,,,,559.0,565.0,18.0,0.0,Balance Sheet
"Total Receivables, Net",,,,,,,1956.0,1840.0,1808.0,1854.0,Balance Sheet
Invent. - Raw Materials,,,,,,,260.0,263.0,264.0,272.0,Balance Sheet
Gas in Storage - Inventory,,,,,,,36.0,17.0,61.0,60.0,Balance Sheet
Fuel - Inventory,,,,,,,314.0,266.0,276.0,258.0,Balance Sheet
Total Inventory,,,,,,,610.0,546.0,601.0,590.0,Balance Sheet
Prepaid Expenses,,,,,,,195.0,241.0,231.0,291.0,Balance Sheet
Restricted Cash - Current,,,,,,,21.0,23.0,25.0,23.0,Balance Sheet
Other Current Assets,,,,,,,3776.0,7241.0,10617.0,9852.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,3797.0,7264.0,10642.0,9875.0,Balance Sheet
Total Current Assets,,,,,,,7883.0,10913.0,15153.0,13145.0,Balance Sheet
Construction in Progress,,,,,,,486.0,528.0,344.0,264.0,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,17199.0,17269.0,17589.0,17724.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,17685.0,17797.0,17933.0,17988.0,Balance Sheet
Accumulated Depreciation,,,,,,,-4801.0,-5128.0,-5368.0,-5683.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,12884.0,12669.0,12565.0,12305.0,Balance Sheet
"Goodwill, Net",,,,,,,2583.0,2583.0,2583.0,2583.0,Balance Sheet
Intangibles - Gross,,,,,,,4211.0,4263.0,4188.0,4198.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-2065.0,-2105.0,-2146.0,-2196.0,Balance Sheet
Intangibles - Net,,,,,,,2146.0,2158.0,2042.0,2002.0,Balance Sheet
Utility Plant,,,,,,,337.0,404.0,365.0,413.0,Balance Sheet
Utlty. Plnt. Accum. Deprc.,,,,,,,-125.0,-147.0,-106.0,-129.0,Balance Sheet
"Total Utility Plant, Net",,,,,,,212.0,257.0,259.0,284.0,Balance Sheet
Long Term Investments,,,,,,,2049.0,1952.0,1715.0,1637.0,Balance Sheet
Def. Inc. Tax - LT Asset,,,,,,,1302.0,1400.0,1818.0,1653.0,Balance Sheet
Restricted Cash - LT,,,,,,,13.0,12.0,11.0,10.0,Balance Sheet
Other Long Term Assets,,,,,,,611.0,889.0,1322.0,1556.0,Balance Sheet
Total Assets,,,,,,,29683.0,32833.0,37468.0,35175.0,Balance Sheet
Accounts Payable,,,,,,,1515.0,1284.0,1472.0,1398.0,Balance Sheet
Accrued Expenses,,,,,,,355.0,195.0,307.0,274.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,500.0,2025.0,625.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,254.0,124.0,41.0,38.0,Balance Sheet
Income Taxes Payable,,,,,,,0.0,,,6.0,Balance Sheet
Other Current Liabilities,,,,,,,3719.0,7762.0,10654.0,9570.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,3719.0,7762.0,10654.0,9576.0,Balance Sheet
Total Current Liabilities,,,,,,,5843.0,9865.0,14499.0,11911.0,Balance Sheet
Long Term Debt,,,,,,,10477.0,10473.0,11949.0,11947.0,Balance Sheet
Capital Lease Obligations,,,,,,,235.0,240.0,238.0,238.0,Balance Sheet
Total Long Term Debt,,,,,,,10712.0,10713.0,12187.0,12185.0,Balance Sheet
Total Debt,,,,,,,10966.0,11337.0,14253.0,12848.0,Balance Sheet
Minority Interest,,,,,,,1.0,2.0,11.0,19.0,Balance Sheet
Reserves,,,,,,,2346.0,2347.0,2338.0,2340.0,Balance Sheet
Pension Benefits - Underfunded,,,,,,,276.0,276.0,276.0,268.0,Balance Sheet
Other LT Liabilities,,,,,,,2214.0,2330.0,2765.0,2870.0,Balance Sheet
"Other Liabilities, Total",,,,,,,4836.0,4953.0,5379.0,5478.0,Balance Sheet
Total Liabilities,,,,,,,21392.0,25533.0,32076.0,29593.0,Balance Sheet
Redeemable Preferred Stock,,,,,,,2000.0,2000.0,2000.0,2000.0,Balance Sheet
Common Stock,,,,,,,5.0,5.0,5.0,5.0,Balance Sheet
Additional Paid-In Capital,,,,,,,9824.0,9844.0,9890.0,9923.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,-1964.0,-2363.0,-3842.0,-3284.0,Balance Sheet
Treasury Stock - Common,,,,,,,-1558.0,-2170.0,-2645.0,-3052.0,Balance Sheet
"Other Equity, Total",,,,,,,-16.0,-16.0,-16.0,-10.0,Balance Sheet
Total Equity,,,,,,,8291.0,7300.0,5392.0,5582.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,29683.0,32833.0,37468.0,35175.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,469.0,439.0,421.0,405.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,64.0,96.0,115.0,132.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Revenue,,,,,,,,3461.0,3326.0,4838.0,Income Statement
"Other Revenue, Total",,,,,,,3314.0,-336.0,-1738.0,308.0,Income Statement
Total Revenue,,,,,,,3314.0,3125.0,1588.0,5146.0,Income Statement
Fuel Expense,,,,,,,1342.0,2279.0,2162.0,3139.0,Income Statement
