,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,25.4,50.34,59.14,111.63,174.42,142.4,,,,,
low,23.76,24.24,39.91,31.28,91.05,96.41,,,,,
change,-0.0378,0.6919,0.3605,0.9475,0.29960000000000003,-0.0742,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,,208.0,203.0,213.0,186.0,Balance Sheet
Short Term Investments,,,,,,,50.0,40.0,47.0,51.0,Balance Sheet
Cash and Short Term Invs,,,,,,,257.0,243.0,259.0,237.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,39.0,43.0,45.0,40.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-4.0,-4.0,-4.0,-4.0,Balance Sheet
"Total Receivables, Net",,,,,,,35.0,39.0,40.0,37.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,61.0,70.0,66.0,65.0,Balance Sheet
Total Current Assets,,,,,,,352.0,351.0,366.0,339.0,Balance Sheet
Buildings,,,,,,,,17.0,17.0,17.0,Balance Sheet
Machinery/Equipment,,,,,,,,79.0,79.0,83.0,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,102.0,21.0,21.0,21.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,102.0,117.0,116.0,121.0,Balance Sheet
Accumulated Depreciation,,,,,,,-70.0,-74.0,-74.0,-78.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,43.0,43.0,42.0,43.0,Balance Sheet
"Goodwill, Net",,,,,,,144.0,144.0,143.0,166.0,Balance Sheet
Intangibles - Gross,,,,,,,95.0,79.0,96.0,117.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-37.0,-23.0,-43.0,-46.0,Balance Sheet
Intangibles - Net,,,,,,,59.0,56.0,54.0,71.0,Balance Sheet
Long Term Investments,,,,,,,0.0,,,,Balance Sheet
Deferred Charges,,,,,,,15.0,16.0,16.0,16.0,Balance Sheet
Def. Inc. Tax - LT Asset,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Other Long Term Assets,,,,,,,3.0,3.0,3.0,2.0,Balance Sheet
Total Assets,,,,,,,616.0,613.0,623.0,637.0,Balance Sheet
