,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,231.77,287.94,300.0,367.95,509.23,558.1,,,,,
low,217.36,208.48,208.07,187.72,320.35,445.74,,,,,
change,0.012700000000000001,0.12710000000000002,0.1999,0.1929,0.4288,0.0645,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,,21375.0,25482.0,24612.0,38845.0,Balance Sheet
"Total Receivables, Net",,,,,,,13866.0,11994.0,12439.0,13684.0,Balance Sheet
Prepaid Expenses,,,,,,,5320.0,5613.0,5218.0,5657.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,8969.0,9183.0,9421.0,9469.0,Balance Sheet
"Goodwill, Net",,,,,,,75795.0,77548.0,84159.0,83904.0,Balance Sheet
Intangibles - Net,,,,,,,10044.0,9918.0,11285.0,10785.0,Balance Sheet
Long Term Investments,,,,,,,45646.0,45267.0,45779.0,45239.0,Balance Sheet
Insurance Receivables,,,,,,,14216.0,18871.0,18718.0,17047.0,Balance Sheet
"Other Assets, Total",,,,,,,16975.0,17362.0,18541.0,18434.0,Balance Sheet
Total Assets,,,,,,,212206.0,221238.0,230172.0,243064.0,Balance Sheet
Accounts Payable,,,,,,,24643.0,25058.0,25145.0,27232.0,Balance Sheet
Policy Liabilities,,,,,,,27054.0,31351.0,31190.0,41911.0,Balance Sheet
Unearned Prem. Or Rev.,,,,,,,2571.0,2675.0,2212.0,12847.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,3620.0,6697.0,5592.0,3229.0,Balance Sheet
Total Long Term Debt,,,,,,,42383.0,40796.0,45799.0,45438.0,Balance Sheet
Total Debt,,,,,,,46003.0,47493.0,51391.0,48667.0,Balance Sheet
Deferred Income Tax,,,,,,,3265.0,2954.0,2581.0,1659.0,Balance Sheet
Minority Interest,,,,,,,4719.0,4881.0,8307.0,8275.0,Balance Sheet
"Other Liabilities, Total",,,,,,,34762.0,36735.0,38738.0,40674.0,Balance Sheet
Total Liabilities,,,,,,,140446.0,148472.0,157352.0,168418.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Common Stock,,,,,,,10.0,10.0,10.0,10.0,Balance Sheet
Additional Paid-In Capital,,,,,,,0.0,,,,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,77134.0,78782.0,80540.0,83722.0,Balance Sheet
"Other Equity, Total",,,,,,,-5384.0,-6026.0,-7730.0,-9086.0,Balance Sheet
Total Equity,,,,,,,71760.0,72766.0,72820.0,74646.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,212206.0,221238.0,230172.0,243064.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,941.0,939.0,935.0,935.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Net Premiums Earned,,,,,,,57547.0,64070.0,63896.0,64491.0,Income Statement
Other Insurance Revenue,,,,,,,15383.0,15712.0,16141.0,15890.0,Income Statement
Total Premiums Earned,,,,,,,72930.0,79782.0,80037.0,80381.0,Income Statement
Net Investment Income,,,,,,,813.0,367.0,295.0,513.0,Income Statement
Total Revenue,,,,,,,73743.0,80149.0,80332.0,80894.0,Income Statement
"Losses,Benies& Adjmts,Total",,,,,,,48159.0,52523.0,52093.0,52635.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,11272.0,11401.0,11709.0,11663.0,Income Statement
Depreciation/Amortization,,,,,,,771.0,788.0,802.0,828.0,Income Statement
"Other Operat Expse, Total",,,,,,,8000.0,8487.0,8596.0,8306.0,Income Statement
Total Operating Expense,,,,,,,68202.0,73199.0,73200.0,73432.0,Income Statement
Total Operating Income,,,,,,,5541.0,6950.0,7132.0,7462.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,,-431.0,-433.0,-467.0,-516.0,Income Statement
Income Before Tax,,,,,,,5110.0,6517.0,6665.0,6946.0,Income Statement
Income Tax - Total,,,,,,,919.0,1369.0,1466.0,1562.0,Income Statement
Income After Tax,,,,,,,4191.0,5148.0,5199.0,5384.0,Income Statement
Minority Interest,,,,,,,-120.0,-121.0,-129.0,-122.0,Income Statement
Net Inc Before Extra Items,,,,,,,4071.0,5027.0,5070.0,5262.0,Income Statement
Total Net Income,,,,,,,4071.0,5027.0,5070.0,5262.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,4071.0,5027.0,5070.0,5262.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,4071.0,5027.0,5070.0,5262.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,940.0,941.0,937.0,935.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,4.33,5.34,5.41,5.63,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,4.33,5.34,5.41,5.63,Income Statement
Diluted Weighted Average Shares,,,,,,,956.0,954.0,950.0,948.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,,4.26,5.27,5.34,5.55,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,,4.26,5.27,5.34,5.55,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,1.45,1.45,1.65,1.65,Income Statement
