,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,20.98,21.34,25.69,23.71,20.18,25.38,,,,,
low,18.96,13.68,13.94,5.72,12.43,11.66,,,,,
change,-0.055400000000000005,-0.2683,0.6517000000000001,-0.40130000000000005,0.1629,0.4152,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,112.0,141.0,186.0,409.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,196.0,236.0,371.0,288.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
"Total Receivables, Net",,,,,,,195.0,235.0,371.0,288.0,Balance Sheet
Invent. - Finished Goods,,,,,,,166.0,183.0,209.0,245.0,Balance Sheet
Invent. - Work In Progress,,,,,,,323.0,357.0,476.0,347.0,Balance Sheet
Invent. - Raw Materials,,,,,,,301.0,488.0,474.0,323.0,Balance Sheet
Total Inventory,,,,,,,790.0,1027.0,1160.0,915.0,Balance Sheet
Prepaid Expenses,,,,,,,14.0,11.0,17.0,71.0,Balance Sheet
Restricted Cash - Current,,,,,,,4.0,4.0,4.0,4.0,Balance Sheet
Other Current Assets,,,,,,,14.0,45.0,113.0,52.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,18.0,49.0,117.0,56.0,Balance Sheet
Total Current Assets,,,,,,,1130.0,1464.0,1851.0,1739.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,1180.0,1192.0,1197.0,1207.0,Balance Sheet
Accumulated Depreciation,,,,,,,-324.0,-339.0,-357.0,-375.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,1240.0,1231.0,1173.0,1154.0,Balance Sheet
"Goodwill, Net",,,,,,,127.0,127.0,127.0,127.0,Balance Sheet
Intangibles - Net,,,,,,,16.0,16.0,15.0,14.0,Balance Sheet
Other Long Term Assets,,,,,,,56.0,83.0,79.0,73.0,Balance Sheet
Total Assets,,,,,,,2570.0,2920.0,3245.0,3107.0,Balance Sheet
Accounts Payable,,,,,,,155.0,318.0,251.0,201.0,Balance Sheet
Accrued Expenses,,,,,,,451.0,517.0,657.0,644.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,12.0,13.0,13.0,13.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,738.0,981.0,1189.0,864.0,Balance Sheet
Total Current Liabilities,,,,,,,1356.0,1829.0,2110.0,1722.0,Balance Sheet
Long Term Debt,,,,,,,554.0,576.0,509.0,497.0,Balance Sheet
Capital Lease Obligations,,,,,,,8.0,8.0,7.0,7.0,Balance Sheet
Total Long Term Debt,,,,,,,561.0,584.0,516.0,504.0,Balance Sheet
Total Debt,,,,,,,574.0,597.0,529.0,516.0,Balance Sheet
"Other Liabilities, Total",,,,,,,387.0,382.0,340.0,335.0,Balance Sheet
Total Liabilities,,,,,,,2305.0,2795.0,2967.0,2560.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Common Stock,,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
Additional Paid-In Capital,,,,,,,822.0,824.0,828.0,829.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,-559.0,-701.0,-552.0,-285.0,Balance Sheet
"Other Equity, Total",,,,,,,3.0,3.0,3.0,3.0,Balance Sheet
Total Equity,,,,,,,266.0,126.0,279.0,547.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,2570.0,2920.0,3245.0,3107.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,60.0,60.0,60.0,60.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,1294.0,1350.0,2106.0,2056.0,Income Statement
"Cost of Revenue, Total",,,,,,,1232.0,1432.0,1891.0,1731.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,12.0,16.0,15.0,16.0,Income Statement
