,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,7.73,10.89,10.0,9.8,6.76,7.18,,,,,
low,6.32,5.05,5.19,0.99,2.88,2.47,,,,,
change,0.11539999999999999,-0.2863,0.8170000000000001,-0.5683,-0.2676,0.9873000000000001,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,254.0,230.0,261.0,162.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,146.0,143.0,155.0,230.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-1.0,-1.0,-2.0,-2.0,Balance Sheet
"Trade Accts Recvble, Net",,,,,,,145.0,142.0,162.0,229.0,Balance Sheet
Other Receivables,,,,,,,30.0,30.0,30.0,30.0,Balance Sheet
"Total Receivables, Net",,,,,,,175.0,172.0,192.0,259.0,Balance Sheet
Prepaid Expenses,,,,,,,18.0,17.0,17.0,30.0,Balance Sheet
Restricted Cash - Current,,,,,,,74.0,73.0,3.0,3.0,Balance Sheet
Other Current Assets,,,,,,,9.0,13.0,13.0,22.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,83.0,86.0,15.0,25.0,Balance Sheet
Total Current Assets,,,,,,,530.0,504.0,485.0,476.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,2938.0,2916.0,2861.0,2946.0,Balance Sheet
Accumulated Depreciation,,,,,,,-1281.0,-1306.0,-1322.0,-1338.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,1762.0,1761.0,1678.0,1817.0,Balance Sheet
Intangibles - Net,,,,,,,3.0,3.0,3.0,4.0,Balance Sheet
Other Long Term Assets,,,,,,,15.0,15.0,15.0,15.0,Balance Sheet
Total Assets,,,,,,,2326.0,2307.0,2214.0,2355.0,Balance Sheet
Accounts Payable,,,,,,,88.0,98.0,100.0,132.0,Balance Sheet
Accrued Expenses,,,,,,,139.0,111.0,118.0,138.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,43.0,43.0,8.0,38.0,Balance Sheet
Customer Advances,,,,,,,8.0,6.0,6.0,21.0,Balance Sheet
Income Taxes Payable,,,,,,,,,0.0,2.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,8.0,6.0,6.0,22.0,Balance Sheet
Total Current Liabilities,,,,,,,278.0,257.0,233.0,330.0,Balance Sheet
Total Long Term Debt,,,,,,,262.0,258.0,259.0,225.0,Balance Sheet
Total Debt,,,,,,,305.0,302.0,267.0,264.0,Balance Sheet
