,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,72.93,80.71,75.3,117.65,136.48,124.81,,,,,
low,57.39,48.25,43.4,62.2,94.38,65.28,,,,,
change,0.2459,-0.2879,0.4654,0.5599000000000001,-0.0323,-0.35200000000000004,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,,462.0,328.0,263.0,368.0,Balance Sheet
Short Term Investments,,,,,,,22.0,19.0,100.0,74.0,Balance Sheet
Cash and Short Term Invs,,,,,,,484.0,347.0,363.0,442.0,Balance Sheet
"Trade Accts Recvble, Net",,,,,,,1958.0,2044.0,2094.0,2089.0,Balance Sheet
Other Receivables,,,,,,,453.0,457.0,541.0,404.0,Balance Sheet
"Total Receivables, Net",,,,,,,2411.0,2502.0,2635.0,2493.0,Balance Sheet
Total Inventory,,,,,,,107.0,108.0,110.0,107.0,Balance Sheet
Prepaid Expenses,,,,,,,73.0,79.0,64.0,66.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,93.0,93.0,93.0,95.0,Balance Sheet
Total Current Assets,,,,,,,3168.0,3129.0,3264.0,3202.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,8243.0,8306.0,8294.0,8355.0,Balance Sheet
Accumulated Depreciation,,,,,,,-4763.0,-4867.0,-4989.0,-5115.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,6305.0,6223.0,6076.0,5962.0,Balance Sheet
"Goodwill, Gross",,,,,,,7172.0,7197.0,7136.0,7132.0,Balance Sheet
Accum. Goodwill Amort.,,,,,,,-126.0,-124.0,-117.0,-109.0,Balance Sheet
"Goodwill, Net",,,,,,,7046.0,7073.0,7020.0,7023.0,Balance Sheet
Intangibles - Gross,,,,,,,238.0,256.0,230.0,227.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-61.0,-65.0,-45.0,-47.0,Balance Sheet
Intangibles - Net,,,,,,,178.0,191.0,185.0,180.0,Balance Sheet
LT Invt. - Affiliate Comp.,,,,,,,239.0,238.0,253.0,244.0,Balance Sheet
LT Investments - Other,,,,,,,50.0,48.0,45.0,44.0,Balance Sheet
Long Term Investments,,,,,,,288.0,286.0,298.0,287.0,Balance Sheet
Other Long Term Assets,,,,,,,137.0,185.0,258.0,308.0,Balance Sheet
Total Assets,,,,,,,17121.0,17087.0,17101.0,16962.0,Balance Sheet
Accounts Payable,,,,,,,402.0,433.0,402.0,417.0,Balance Sheet
Accrued Expenses,,,,,,,1054.0,965.0,958.0,1100.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,179.0,186.0,198.0,214.0,Balance Sheet
Income Taxes Payable,,,,,,,54.0,100.0,0.0,10.0,Balance Sheet
Other Current Liabilities,,,,,,,709.0,737.0,753.0,796.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,763.0,837.0,753.0,806.0,Balance Sheet
Total Current Liabilities,,,,,,,2399.0,2420.0,2311.0,2537.0,Balance Sheet
Total Long Term Debt,,,,,,,8729.0,8687.0,9065.0,8867.0,Balance Sheet
Total Debt,,,,,,,8908.0,8873.0,9262.0,9081.0,Balance Sheet
Deferred Income Tax,,,,,,,831.0,839.0,852.0,819.0,Balance Sheet
Minority Interest,,,,,,,1615.0,1565.0,1556.0,1540.0,Balance Sheet
"Other Liabilities, Total",,,,,,,2792.0,2731.0,2712.0,2665.0,Balance Sheet
Total Liabilities,,,,,,,16366.0,16243.0,16496.0,16429.0,Balance Sheet
Common Stock,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,,,,540.0,595.0,578.0,609.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,354.0,516.0,741.0,847.0,Balance Sheet
Treasury Stock - Common,,,,,,,,-233.0,-603.0,-788.0,Balance Sheet
Cum. Trans. Adjustment,,,,,,,-138.0,-76.0,-167.0,-233.0,Balance Sheet
Other Comprehensive Income,,,,,,,-1.0,41.0,55.0,98.0,Balance Sheet
"Other Equity, Total",,,,,,,-139.0,-35.0,-112.0,-136.0,Balance Sheet
Total Equity,,,,,,,756.0,844.0,605.0,533.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,17121.0,17087.0,17101.0,16962.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,97.0,95.0,92.0,90.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,0.0,2.0,6.0,8.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,2944.0,2818.0,2927.0,2949.0,Income Statement
"Cost of Revenue, Total",,,,,,,2060.0,2019.0,2017.0,2086.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,323.0,295.0,315.0,365.0,Income Statement
Depreciation/Amortization,,,,,,,175.0,173.0,171.0,194.0,Income Statement
"Inter/Invest Inc, Operating",,,,,,,-3.0,-7.0,-9.0,-9.0,Income Statement
Impair-Assets Held for Use,,,,,,,0.0,,,,Income Statement
Other Unusual Expnse (In),,,,,,,0.0,,,,Income Statement
Unusual Expense (Income),,,,,,,0.0,,,,Income Statement
Total Operating Expense,,,,,,,2555.0,2479.0,2494.0,2637.0,Income Statement
Total Operating Income,,,,,,,389.0,338.0,433.0,312.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,,-72.0,-74.0,-83.0,-100.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,,,-2.0,-2.0,-1.0,-5.0,Income Statement
"Other, Net",,,,,,,-2.0,-2.0,-1.0,-5.0,Income Statement
Income Before Tax,,,,,,,315.0,263.0,349.0,207.0,Income Statement
Income Tax - Total,,,,,,,66.0,57.0,64.0,43.0,Income Statement
Income After Tax,,,,,,,249.0,206.0,285.0,165.0,Income Statement
Minority Interest,,,,,,,-62.0,-44.0,-60.0,-59.0,Income Statement
Net Inc Before Extra Items,,,,,,,187.0,162.0,225.0,105.0,Income Statement
Total Extraordinary Items,,,,,,,0.0,,,,Income Statement
Total Net Income,,,,,,,187.0,162.0,225.0,105.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,187.0,162.0,225.0,105.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,187.0,162.0,225.0,105.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,101.0,96.0,94.0,91.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,1.86,1.68,2.38,1.16,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,1.86,1.68,2.38,1.16,Income Statement
Diluted Weighted Average Shares,,,,,,,105.0,101.0,98.0,93.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,,1.79,1.61,2.3,1.13,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,,1.79,1.61,2.3,1.13,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,,72.0,74.0,83.0,100.0,Income Statement
"Depreciat/Amort, Suppl",,,,,,,175.0,173.0,171.0,194.0,Income Statement
Total Special Items,,,,,,,0.0,,,,Income Statement
Normalzd Income Before Tax,,,,,,,315.0,263.0,349.0,207.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,,0.0,,,,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,,66.0,57.0,64.0,43.0,Income Statement
Normalized Income After Tax,,,,,,,249.0,206.0,285.0,165.0,Income Statement
Normalzd Inc Avail to Common,,,,,,,187.0,162.0,225.0,105.0,Income Statement
Basic Normalized EPS,,,,,,,1.86,1.68,2.38,1.16,Income Statement
Diluted Normalized EPS,,,,,,,1.79,1.61,2.3,1.13,Income Statement
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,,,1212.0,206.0,490.0,655.0,Cash Flow
Depreciation/Depletion,,,,,,,681.0,173.0,344.0,539.0,Cash Flow
Deferred Taxes,,,,,,,60.0,0.0,9.0,-36.0,Cash Flow
Unusual Items,,,,,,,0.0,,,,Cash Flow
Equity in Net Earnings/Loss,,,,,,,5.0,1.0,0.0,0.0,Cash Flow
Other Non-Cash Items,,,,,,,113.0,30.0,17.0,94.0,Cash Flow
Non-Cash Items,,,,,,,119.0,30.0,17.0,94.0,Cash Flow
Accounts Receivable,,,,,,,-9.0,-84.0,-194.0,-92.0,Cash Flow
Inventories,,,,,,,6.0,1.0,-2.0,0.0,Cash Flow
Other Assets,,,,,,,-26.0,4.0,-49.0,-49.0,Cash Flow
Accounts Payable,,,,,,,-30.0,21.0,25.0,39.0,Cash Flow
Accrued Expenses,,,,,,,-17.0,-96.0,-103.0,35.0,Cash Flow
Changes in Working Capital,,,,,,,-141.0,-87.0,-351.0,-31.0,Cash Flow
