,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,46.48,50.84,55.92,60.13,59.35,67.2,,,,,
low,44.92,41.45,44.42,36.27,48.11,54.02,,,,,
change,0.0024,0.031400000000000004,0.17920000000000003,-0.0087,0.091,0.0658,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-04-01 00:00:00,2022-07-01 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,,9684.0,7681.0,8976.0,10127.0,Balance Sheet
Short Term Investments,,,,,,,2941.0,2675.0,2643.0,3093.0,Balance Sheet
Cash and Short Term Invs,,,,,,,12625.0,10356.0,11619.0,13220.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,4028.0,5153.0,5004.0,4511.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-516.0,-512.0,-510.0,-517.0,Balance Sheet
"Total Receivables, Net",,,,,,,3512.0,4641.0,4494.0,3994.0,Balance Sheet
Invent. - Finished Goods,,,,,,,982.0,1165.0,1239.0,1246.0,Balance Sheet
Invent. - Raw Materials,,,,,,,2133.0,2274.0,2086.0,2123.0,Balance Sheet
Inventories - Other,,,,,,,299.0,302.0,296.0,339.0,Balance Sheet
Total Inventory,,,,,,,3414.0,3741.0,3621.0,3708.0,Balance Sheet
Prepaid Expenses,,,,,,,2994.0,2726.0,2726.0,2504.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,,692.0,681.0,713.0,Balance Sheet
Total Current Assets,,,,,,,22545.0,22156.0,23141.0,24139.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,18862.0,18888.0,18561.0,18235.0,Balance Sheet
Accumulated Depreciation,,,,,,,-8942.0,-9104.0,-9099.0,-8992.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,9920.0,9784.0,9462.0,9243.0,Balance Sheet
"Goodwill, Net",,,,,,,19363.0,19598.0,18910.0,18329.0,Balance Sheet
Intangibles - Net,,,,,,,15250.0,15142.0,14978.0,14617.0,Balance Sheet
LT Invt. - Affiliate Comp.,,,,,,,17598.0,18198.0,17720.0,17723.0,Balance Sheet
LT Investments - Other,,,,,,,818.0,788.0,655.0,582.0,Balance Sheet
Long Term Investments,,,,,,,18416.0,18986.0,18375.0,18305.0,Balance Sheet
Other Long Term Assets,,,,,,,6731.0,6392.0,6470.0,6130.0,Balance Sheet
Total Assets,,,,,,,94354.0,94064.0,93169.0,92471.0,Balance Sheet
Payable/Accrued,,,,,,,14619.0,13116.0,14050.0,15918.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,3307.0,3610.0,4358.0,3396.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,1338.0,1039.0,788.0,729.0,Balance Sheet
Income Taxes Payable,,,,,,,686.0,866.0,1172.0,1211.0,Balance Sheet
