,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,63.97,70.05,64.75,68.34,69.75,81.17,,,,,
low,60.59,46.94,42.48,45.76,53.22,60.86,,,,,
change,-0.0070999999999999995,-0.1534,0.2503,-0.0285,0.0099,0.2766,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,,13979.0,12369.0,10750.0,7734.0,Balance Sheet
Short Term Investments,,,,,,,2987.0,2599.0,2516.0,1293.0,Balance Sheet
Cash and Short Term Invs,,,,,,,16966.0,14968.0,13266.0,9027.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,8723.0,7746.0,8186.0,8644.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-744.0,-590.0,-600.0,-623.0,Balance Sheet
"Trade Accts Recvble, Net",,,,,,,7979.0,7156.0,8005.0,8467.0,Balance Sheet
Other Receivables,,,,,,,1390.0,1355.0,4535.0,4773.0,Balance Sheet
"Total Receivables, Net",,,,,,,9369.0,8511.0,12540.0,13240.0,Balance Sheet
Invent. - Finished Goods,,,,,,,543.0,449.0,469.0,357.0,Balance Sheet
Invent. - Work In Progress,,,,,,,1202.0,1209.0,1251.0,1271.0,Balance Sheet
Invent. - Raw Materials,,,,,,,350.0,446.0,422.0,446.0,Balance Sheet
Total Inventory,,,,,,,2095.0,2104.0,2142.0,2074.0,Balance Sheet
Prepaid Expenses,,,,,,,2786.0,,,,Balance Sheet
Restricted Cash - Current,,,,,,,,,153.0,164.0,Balance Sheet
Other Current Assets,,,,,,,2046.0,4538.0,2085.0,2291.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,2046.0,4538.0,2238.0,2455.0,Balance Sheet
Total Current Assets,,,,,,,33262.0,30121.0,30186.0,26796.0,Balance Sheet
Buildings,,,,,,,5897.0,5941.0,5740.0,5749.0,Balance Sheet
Land/Improvements,,,,,,,169.0,168.0,162.0,162.0,Balance Sheet
Machinery/Equipment,,,,,,,3252.0,3306.0,3243.0,3290.0,Balance Sheet
Construction in Progress,,,,,,,764.0,800.0,850.0,973.0,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,919.0,894.0,840.0,883.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,11001.0,11109.0,10835.0,11057.0,Balance Sheet
Accumulated Depreciation,,,,,,,-4033.0,-4168.0,-4025.0,-4139.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,6968.0,6941.0,6810.0,6918.0,Balance Sheet
"Goodwill, Net",,,,,,,20502.0,20500.0,20446.0,21112.0,Balance Sheet
Intangibles - Gross,,,,,,,66010.0,66038.0,66075.0,69020.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-23483.0,-25935.0,-28385.0,-30841.0,Balance Sheet
Intangibles - Net,,,,,,,42527.0,40103.0,37690.0,38179.0,Balance Sheet
Long Term Investments,,,,,,,2713.0,2185.0,1973.0,1959.0,Balance Sheet
Pension Bene. - Overfunded,,,,,,,317.0,321.0,315.0,301.0,Balance Sheet
Def. Inc. Tax - LT Asset,,,,,,,1439.0,1418.0,1337.0,1329.0,Balance Sheet
Restricted Cash - LT,,,,,,,197.0,55.0,57.0,59.0,Balance Sheet
Other Long Term Assets,,,,,,,1389.0,1390.0,1543.0,1543.0,Balance Sheet
Total Assets,,,,,,,109314.0,103034.0,100357.0,98196.0,Balance Sheet
Accounts Payable,,,,,,,2949.0,2944.0,2882.0,2595.0,Balance Sheet
Accrued Expenses,,,,,,,10104.0,8319.0,8928.0,10006.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,184.0,225.0,307.0,229.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,4764.0,7297.0,4646.0,1903.0,Balance Sheet
Dividends Payable,,,,,,,1186.0,1151.0,1154.0,1148.0,Balance Sheet
Income Taxes Payable,,,,,,,754.0,930.0,1141.0,1287.0,Balance Sheet
Other Current Liabilities,,,,,,,1927.0,1955.0,1857.0,1762.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,3867.0,4036.0,4152.0,4197.0,Balance Sheet
Total Current Liabilities,,,,,,,21868.0,22821.0,20915.0,18930.0,Balance Sheet
Total Long Term Debt,,,,,,,39605.0,37450.0,37107.0,36966.0,Balance Sheet
Total Debt,,,,,,,44553.0,44972.0,42060.0,39098.0,Balance Sheet
Deferred Income Tax,,,,,,,4501.0,3809.0,3034.0,2881.0,Balance Sheet
Minority Interest,,,,,,,60.0,65.0,61.0,63.0,Balance Sheet
Pension Benefits - Underfunded,,,,,,,654.0,625.0,589.0,553.0,Balance Sheet
Other LT Liabilities,,,,,,,6680.0,6684.0,6051.0,6132.0,Balance Sheet
"Other Liabilities, Total",,,,,,,7334.0,7309.0,6640.0,6685.0,Balance Sheet
Total Liabilities,,,,,,,73368.0,71454.0,67757.0,65525.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Common Stock,,,,,,,292.0,292.0,292.0,292.0,Balance Sheet
Additional Paid-In Capital,,,,,,,44361.0,43756.0,44375.0,44956.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,23820.0,23948.0,24217.0,24675.0,Balance Sheet
Treasury Stock - Common,,,,,,,-31259.0,-35187.0,-35292.0,-36411.0,Balance Sheet
Unrealized Gain (Loss),,,,,,,2.0,1.0,0.0,0.0,Balance Sheet
Cum. Trans. Adjustment,,,,,,,-680.0,-692.0,-780.0,-933.0,Balance Sheet
Min. Pension Lblty Adj.,,,,,,,-768.0,-747.0,-722.0,-704.0,Balance Sheet
Other Comprehensive Income,,,,,,,178.0,209.0,510.0,796.0,Balance Sheet
"Other Equity, Total",,,,,,,-1270.0,-1230.0,-992.0,-841.0,Balance Sheet
Total Equity,,,,,,,35946.0,31580.0,32600.0,32671.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,109314.0,103034.0,100357.0,98196.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,2153.0,2129.0,2135.0,2124.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,747.0,794.0,788.0,799.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,11985.0,11648.0,11887.0,11218.0,Income Statement
"Cost of Revenue, Total",,,,,,,2356.0,2471.0,2677.0,2353.0,Income Statement
Selling/Gen/Admin Expense,,,,,,,2295.0,1781.0,1735.0,1882.0,Income Statement
Labor & Related Expense,,,,,,,57.0,48.0,48.0,48.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,2352.0,1829.0,1783.0,1930.0,Income Statement
Research & Development,,,,,,,2607.0,2220.0,2321.0,2360.0,Income Statement
Depreciation/Amortization,,,,,,,2417.0,2417.0,2417.0,2418.0,Income Statement
Purchased R&D Written-Off,,,,,,,0.0,40.0,0.0,58.0,Income Statement
Restructuring Charge,,,,,,,19.0,23.0,20.0,17.0,Income Statement
Litigation,,,,,,,33.0,-37.0,25.0,44.0,Income Statement
Impair-Assets Held for Use,,,,,,,0.0,0.0,0.0,0.0,Income Statement
Other Unusual Expnse (In),,,,,,,94.0,504.0,562.0,144.0,Income Statement
Unusual Expense (Income),,,,,,,146.0,530.0,607.0,263.0,Income Statement
"Other Operat Expse, Total",,,,,,,-536.0,-477.0,-508.0,-579.0,Income Statement
Total Operating Expense,,,,,,,9342.0,8990.0,9297.0,8745.0,Income Statement
Total Operating Income,,,,,,,2643.0,2658.0,2590.0,2473.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,,-323.0,-326.0,-313.0,-299.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,,,-463.0,-634.0,-281.0,-14.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,,,1.0,-11.0,-38.0,49.0,Income Statement
"Other, Net",,,,,,,1.0,-11.0,-38.0,49.0,Income Statement
Income Before Tax,,,,,,,1858.0,1687.0,1958.0,2209.0,Income Statement
Income Tax - Total,,,,,,,-514.0,404.0,529.0,601.0,Income Statement
Income After Tax,,,,,,,2372.0,1283.0,1429.0,1608.0,Income Statement
Minority Interest,,,,,,,0.0,-5.0,-8.0,-2.0,Income Statement
Net Inc Before Extra Items,,,,,,,2372.0,1278.0,1421.0,1606.0,Income Statement
Total Net Income,,,,,,,2372.0,1278.0,1421.0,1606.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,2372.0,1278.0,1421.0,1606.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,2372.0,1278.0,1421.0,1606.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,2203.0,2146.0,2133.0,2133.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,1.08,0.6,0.67,0.75,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,1.08,0.6,0.67,0.75,Income Statement
Diluted Weighted Average Shares,,,,,,,2221.0,2164.0,2149.0,2148.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,,1.07,0.59,0.66,0.75,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,,1.07,0.59,0.66,0.75,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,0.49,0.54,0.54,0.54,Income Statement
Gross Divid - Common Stock,,,,,,,1177.0,1150.0,1152.0,1148.0,Income Statement
Pro Forma Net Income,,,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,,323.0,326.0,313.0,299.0,Income Statement
"Depreciat/Amort, Suppl",,,,,,,162.0,167.0,166.0,170.0,Income Statement
Total Special Items,,,,,,,146.0,530.0,607.0,263.0,Income Statement
Normalzd Income Before Tax,,,,,,,2004.0,2217.0,2565.0,2472.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,,251.0,117.0,-321.0,-268.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,,-263.0,521.0,208.0,333.0,Income Statement
Normalized Income After Tax,,,,,,,2267.0,1696.0,2357.0,2139.0,Income Statement
Normalzd Inc Avail to Common,,,,,,,2267.0,1691.0,2349.0,2137.0,Income Statement
Basic Normalized EPS,,,,,,,1.03,0.79,1.1,1.0,Income Statement
Diluted Normalized EPS,,,,,,,1.02,0.78,1.09,0.99,Income Statement
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,,,7014.0,1283.0,2712.0,4320.0,Cash Flow
Depreciation/Depletion,,,,,,,10686.0,2584.0,5167.0,7755.0,Cash Flow
Deferred Taxes,,,,,,,-1393.0,-687.0,-1469.0,-2114.0,Cash Flow
Unusual Items,,,,,,,428.0,639.0,1157.0,1054.0,Cash Flow
Other Non-Cash Items,,,,,,,725.0,355.0,441.0,516.0,Cash Flow
Non-Cash Items,,,,,,,1153.0,994.0,1598.0,1570.0,Cash Flow
Accounts Receivable,,,,,,,-1054.0,786.0,117.0,-557.0,Cash Flow
Inventories,,,,,,,13.0,1.0,-12.0,-28.0,Cash Flow
Accounts Payable,,,,,,,245.0,23.0,4.0,-296.0,Cash Flow
Changes in Working Capital,,,,,,,-1253.0,-362.0,-1935.0,-1771.0,Cash Flow
Total Cash from Operations,,,,,,,16207.0,3812.0,6073.0,9760.0,Cash Flow
Capital Expenditures,,,,,,,-973.0,-253.0,-525.0,-772.0,Cash Flow
Acquisition of Business,,,,,,,-1610.0,-442.0,-909.0,-4170.0,Cash Flow
Sale of Business,,,,,,,748.0,402.0,594.0,815.0,Cash Flow
Sale/Maturity of Investment,,,,,,,6775.0,2102.0,3938.0,5418.0,Cash Flow
Purchase of Investments,,,,,,,-5478.0,-1714.0,-3292.0,-3566.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,,435.0,348.0,331.0,-1503.0,Cash Flow
Total Cash from Investing,,,,,,,-538.0,95.0,-194.0,-2275.0,Cash Flow
Financing Cash Flow Items,,,,,,,641.0,333.0,752.0,805.0,Cash Flow
Total Cash Dividends Paid,,,,,,,-4396.0,-1185.0,-2335.0,-3489.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,,-6287.0,-5000.0,-5000.0,-5585.0,Cash Flow
"Short Term Debt, Net",,,,,,,-160.0,42.0,130.0,58.0,Cash Flow
Long Term Debt Issued,,,,,,,0.0,5926.0,5926.0,5926.0,Cash Flow
Long Term Debt Reduction,,,,,,,-6022.0,-5769.0,-8646.0,-11431.0,Cash Flow
"Long Term Debt, Net",,,,,,,-6022.0,157.0,-2720.0,-5505.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,,-6182.0,199.0,-2590.0,-5447.0,Cash Flow
Total Cash From Financing,,,,,,,-16224.0,-5653.0,-9173.0,-13716.0,Cash Flow
Foreign Exchange Effects,,,,,,,-102.0,9.0,-62.0,-128.0,Cash Flow
Net Change in Cash,,,,,,,-657.0,-1737.0,-3356.0,-6359.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,,14973.0,14316.0,14316.0,14316.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,,14316.0,12579.0,10960.0,7957.0,Cash Flow
"Depreciation, Supplemental",,,,,,,10686.0,2584.0,5167.0,7755.0,Cash Flow
Free Cash Flow,,,,,,,15234.0,3559.0,5548.0,8988.0,
FCF Growth,,,,,,,,-0.7663778390442432,0.5588648496768756,0.6200432588320115,
