,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,59.25,69.63,58.25,53.71,63.81,65.0,,,,,
low,55.19,45.38,42.29,18.16,41.07,40.72,,,,,
change,0.0121,-0.1278,0.10039999999999999,-0.21239999999999998,0.3472,-0.0717,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Due from Banks,,,,,,,137.0,240.0,294.0,286.0,Balance Sheet
Interest-Earning Deposits,,,,,,,324.0,553.0,607.0,327.0,Balance Sheet
FHLB Stock,,,,,,,72.0,206.0,329.0,373.0,Balance Sheet
Securities Held,,,,,,,6198.0,6362.0,6548.0,6506.0,Balance Sheet
Securities for Sale,,,,,,,4235.0,8745.0,8638.0,8085.0,Balance Sheet
Total Invest. Securities,,,,,,,10433.0,15107.0,15186.0,14591.0,Balance Sheet
Loans Held for Sale,,,,,,,5.0,18.0,0.0,1.0,Balance Sheet
"Other Erng. Assets, Total",,,,,,,10834.0,15884.0,16123.0,15291.0,Balance Sheet
Total Gross Loans,,,,,,,22272.0,43536.0,45647.0,47824.0,Balance Sheet
Loan Loss Allowances,,,,,,,-301.0,-569.0,-571.0,-574.0,Balance Sheet
Net Loans,,,,,,,21971.0,42967.0,45075.0,47250.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,205.0,490.0,450.0,435.0,Balance Sheet
"Goodwill, Net",,,,,,,538.0,2514.0,2514.0,2514.0,Balance Sheet
Intangibles - Gross,,,,,,,48.0,261.0,261.0,261.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-30.0,-36.0,-45.0,-53.0,Balance Sheet
Intangibles - Net,,,,,,,18.0,225.0,216.0,207.0,Balance Sheet
Def. Inc. Tax - LT Asset,,,,,,,109.0,178.0,270.0,370.0,Balance Sheet
Interest Receivable,,,,,,,531.0,1411.0,1424.0,1469.0,Balance Sheet
Other Assets,,,,,,,572.0,1223.0,1228.0,1231.0,Balance Sheet
"Other Assets, Total",,,,,,,1104.0,2634.0,2653.0,2700.0,Balance Sheet
Total Assets,,,,,,,34916.0,65131.0,67595.0,69053.0,Balance Sheet
Accrued Expenses,,,,,,,381.0,990.0,1189.0,1366.0,Balance Sheet
Non-Interest Bearing Dep.,,,,,,,7060.0,13571.0,13576.0,13850.0,Balance Sheet
Interest Bearing Deposits,,,,,,,22787.0,40786.0,39501.0,40159.0,Balance Sheet
Total Deposits,,,,,,,29847.0,54356.0,53077.0,54009.0,Balance Sheet
"Other Bearing Lblts, Total",,,,,,,11.0,11.0,2511.0,3511.0,Balance Sheet
Total ST Borrowings,,,,,,,675.0,519.0,1744.0,1265.0,Balance Sheet
Total Long Term Debt,,,,,,,563.0,1078.0,1077.0,1075.0,Balance Sheet
Total Debt,,,,,,,1238.0,1597.0,2820.0,2340.0,Balance Sheet
Total Liabilities,,,,,,,31477.0,56954.0,59597.0,61226.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,,,145.0,284.0,284.0,284.0,Balance Sheet
Common Stock,,,,,,,1.0,2.0,2.0,2.0,Balance Sheet
Additional Paid-In Capital,,,,,,,1109.0,6129.0,6149.0,6161.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,2333.0,2277.0,2384.0,2543.0,Balance Sheet
Treasury Stock - Common,,,,,,,-127.0,-239.0,-339.0,-427.0,Balance Sheet
Unrealized Gain (Loss),,,,,,,5.0,-240.0,-446.0,-688.0,Balance Sheet
Min. Pension Lblty Adj.,,,,,,,-33.0,-34.0,-34.0,-33.0,Balance Sheet
Other Comprehensive Income,,,,,,,6.0,-2.0,-2.0,-16.0,Balance Sheet
"Other Equity, Total",,,,,,,-27.0,-35.0,-36.0,-49.0,Balance Sheet
Total Equity,,,,,,,3438.0,8177.0,7998.0,7826.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,34916.0,65131.0,67595.0,69053.0,Balance Sheet
