,2017,2018,2019,2020,2021,2022,Q1 2022,Q2 2022,Q3 2022,Q4 2022,Report
high,25.28,25.63,23.9,23.75,37.51,37.97,,,,,
low,24.06,17.49,16.9,9.06,22.51,24.4,,,,,
change,0.0334,-0.22940000000000002,0.1204,0.0788,0.6053000000000001,-0.1351,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,152.0,118.0,98.0,23.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,535.0,572.0,593.0,71.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-5.0,-9.0,-10.0,-5.0,Balance Sheet
"Total Receivables, Net",,,,,,,530.0,563.0,583.0,66.0,Balance Sheet
Invent. - Finished Goods,,,,,,,277.0,288.0,311.0,,Balance Sheet
Invent. - Raw Materials,,,,,,,60.0,64.0,79.0,,Balance Sheet
LIFO Reserve,,,,,,,-73.0,-76.0,-84.0,,Balance Sheet
Total Inventory,,,,,,,264.0,276.0,306.0,29.0,Balance Sheet
Prepaid Expenses,,,,,,,53.0,57.0,62.0,38.0,Balance Sheet
Restricted Cash - Current,,,,,,,2.0,2.0,2.0,,Balance Sheet
Discont. Ops.-Curr. Assets,,,,,,,,,,1464.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,2.0,2.0,2.0,1464.0,Balance Sheet
Total Current Assets,,,,,,,1001.0,1016.0,1051.0,1621.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,1133.0,1156.0,1195.0,917.0,Balance Sheet
Intangibles - Net,,,,,,,782.0,788.0,804.0,663.0,Balance Sheet
Long Term Investments,,,,,,,50.0,53.0,48.0,,Balance Sheet
Def. Inc. Tax - LT Asset,,,,,,,13.0,13.0,,62.0,Balance Sheet
Disct. Ops. - LT Asset,,,,,,,,,,0.0,Balance Sheet
Other Long Term Assets,,,,,,,204.0,222.0,250.0,154.0,Balance Sheet
Total Assets,,,,,,,3183.0,3248.0,3348.0,3417.0,Balance Sheet
Accounts Payable,,,,,,,218.0,238.0,265.0,45.0,Balance Sheet
Accrued Expenses,,,,,,,291.0,300.0,315.0,173.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,32.0,47.0,61.0,163.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,,,,539.0,Balance Sheet
Total Current Liabilities,,,,,,,541.0,585.0,641.0,919.0,Balance Sheet
Long Term Debt,,,,,,,1662.0,1648.0,1639.0,1525.0,Balance Sheet
Capital Lease Obligations,,,,,,,,,,190.0,Balance Sheet
Total Long Term Debt,,,,,,,1662.0,1648.0,1639.0,1715.0,Balance Sheet
Total Debt,,,,,,,1694.0,1695.0,1700.0,1877.0,Balance Sheet
Deferred Income Tax,,,,,,,34.0,42.0,58.0,,Balance Sheet
Pension Benefits - Underfunded,,,,,,,248.0,237.0,229.0,199.0,Balance Sheet
Other LT Liabilities,,,,,,,531.0,536.0,555.0,277.0,Balance Sheet
Discont. Ops. - Lblts,,,,,,,,,,0.0,Balance Sheet
"Other Liabilities, Total",,,,,,,779.0,773.0,784.0,476.0,Balance Sheet
Total Liabilities,,,,,,,3016.0,3048.0,3122.0,3110.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Common Stock,,,,,,,2.0,2.0,2.0,2.0,Balance Sheet
Additional Paid-In Capital,,,,,,,33.0,36.0,41.0,44.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,123.0,147.0,186.0,282.0,Balance Sheet
"Other Equity, Total",,,,,,,9.0,15.0,-3.0,-21.0,Balance Sheet
Total Equity,,,,,,,167.0,200.0,226.0,307.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,3183.0,3248.0,3348.0,3417.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,180.0,179.0,177.0,176.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,858.0,886.0,957.0,1236.0,Income Statement
"Cost of Revenue, Total",,,,,,,614.0,636.0,681.0,760.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,135.0,137.0,138.0,245.0,Income Statement
Unusual Expense (Income),,,,,,,3.0,6.0,11.0,21.0,Income Statement
Total Operating Expense,,,,,,,752.0,779.0,830.0,1025.0,Income Statement
Total Operating Income,,,,,,,106.0,107.0,127.0,211.0,Income Statement
"Inter Inc(Exp),Net Non-Oper",,,,,,,-17.0,-18.0,-19.0,-60.0,Income Statement
"Other, Net",,,,,,,24.0,19.0,21.0,2.0,Income Statement
Income Before Tax,,,,,,,113.0,108.0,129.0,144.0,Income Statement
Income Tax - Total,,,,,,,26.0,27.0,30.0,35.0,Income Statement
Income After Tax,,,,,,,87.0,81.0,99.0,109.0,Income Statement
