,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,75.64,97.65,114.25,157.07,239.54,241.54,,,,,
low,66.17,58.27,80.31,63.89,138.14,166.49,,,,,
change,0.1038,0.10740000000000001,0.14220000000000002,0.5005,0.6934,-0.06910000000000001,,,,,
Date,,,,,,,2021-12-25 00:00:00,2022-03-26 00:00:00,2022-06-25 00:00:00,2022-09-24 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,878.0,405.0,531.0,211.0,Balance Sheet
"Total Receivables, Net",,,,,,,17.0,9.0,0.0,8.0,Balance Sheet
Total Inventory,,,,,,,2191.0,2568.0,2485.0,2678.0,Balance Sheet
Prepaid Expenses,,,,,,,164.0,186.0,214.0,212.0,Balance Sheet
Total Current Assets,,,,,,,3250.0,3168.0,3230.0,3110.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,4404.0,4400.0,4505.0,4647.0,Balance Sheet
"Goodwill, Net",,,,,,,,56.0,,,Balance Sheet
Intangibles - Net,,,,,,,56.0,,56.0,56.0,Balance Sheet
Other Long Term Assets,,,,,,,55.0,63.0,79.0,99.0,Balance Sheet
Total Assets,,,,,,,7767.0,7687.0,7869.0,7912.0,Balance Sheet
Accounts Payable,,,,,,,1156.0,1342.0,1281.0,1220.0,Balance Sheet
Accrued Expenses,,,,,,,905.0,854.0,877.0,868.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,4.0,4.0,4.0,3.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,0.0,0.0,81.0,5.0,Balance Sheet
Total Current Liabilities,,,,,,,2065.0,2200.0,2242.0,2095.0,Balance Sheet
Long Term Debt,,,,,,,986.0,987.0,987.0,1078.0,Balance Sheet
Capital Lease Obligations,,,,,,,33.0,37.0,36.0,35.0,Balance Sheet
Total Long Term Debt,,,,,,,1019.0,1024.0,1023.0,1113.0,Balance Sheet
Total Debt,,,,,,,1023.0,1028.0,1027.0,1117.0,Balance Sheet
Deferred Income Tax,,,,,,,,37.0,36.0,40.0,Balance Sheet
"Other Liabilities, Total",,,,,,,2681.0,2636.0,2654.0,2722.0,Balance Sheet
Total Liabilities,,,,,,,5765.0,5897.0,5955.0,5971.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,,,,0.0,0.0,0.0,Balance Sheet
Common Stock,,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
Additional Paid-In Capital,,,,,,,1211.0,1204.0,1221.0,1236.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,4945.0,5029.0,5323.0,5455.0,Balance Sheet
Treasury Stock - Common,,,,,,,-4156.0,-4452.0,-4640.0,-4764.0,Balance Sheet
"Other Equity, Total",,,,,,,1.0,7.0,9.0,12.0,Balance Sheet
Total Equity,,,,,,,2003.0,1790.0,1914.0,1941.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,7767.0,7687.0,7869.0,7912.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,113.0,112.0,111.0,111.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,63.0,65.0,66.0,66.0,Balance Sheet
Date,,,,,,,2021-12-25 00:00:00,2022-03-26 00:00:00,2022-06-25 00:00:00,2022-09-24 00:00:00,Income Statement
Total Revenue,,,,,,,3319.0,3024.0,3903.0,3271.0,Income Statement
"Cost of Revenue, Total",,,,,,,2199.0,1968.0,2517.0,2105.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,752.0,735.0,778.0,772.0,Income Statement
Depreciation/Amortization,,,,,,,75.0,78.0,83.0,87.0,Income Statement
Unusual Expense (Income),,,,,,,0.0,,,,Income Statement
Total Operating Expense,,,,,,,3026.0,2780.0,3378.0,2964.0,Income Statement
Total Operating Income,,,,,,,293.0,244.0,525.0,306.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,,-7.0,-7.0,-7.0,-6.0,Income Statement
Income Before Tax,,,,,,,287.0,237.0,518.0,300.0,Income Statement
Income Tax - Total,,,,,,,65.0,50.0,121.0,66.0,Income Statement
Income After Tax,,,,,,,221.0,187.0,396.0,234.0,Income Statement
Net Inc Before Extra Items,,,,,,,221.0,187.0,396.0,234.0,Income Statement
Total Net Income,,,,,,,221.0,187.0,396.0,234.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,221.0,187.0,396.0,234.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,221.0,187.0,396.0,234.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,114.0,113.0,112.0,111.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,1.95,1.66,3.55,2.11,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,1.95,1.66,3.55,2.11,Income Statement
Diluted Weighted Average Shares,,,,,,,115.0,114.0,112.0,112.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,,1.93,1.65,3.53,2.1,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,,1.93,1.65,3.53,2.1,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,0.52,0.92,0.92,0.92,Income Statement
Gross Divid - Common Stock,,,,,,,59.0,103.0,103.0,156.0,Income Statement
Pro Forma Net Income,,,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,,7.0,7.0,7.0,6.0,Income Statement
"Depreciat/Amort, Suppl",,,,,,,75.0,78.0,83.0,87.0,Income Statement
Total Special Items,,,,,,,11.0,10.0,,,Income Statement
Normalzd Income Before Tax,,,,,,,297.0,248.0,518.0,300.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,,2.0,2.0,,,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,,68.0,52.0,121.0,66.0,Income Statement
Normalized Income After Tax,,,,,,,230.0,195.0,396.0,234.0,Income Statement
Normalzd Inc Avail to Common,,,,,,,230.0,195.0,396.0,234.0,Income Statement
Basic Normalized EPS,,,,,,,2.02,1.74,3.55,2.11,Income Statement
Diluted Normalized EPS,,,,,,,2.0,1.72,3.53,2.1,Income Statement
Date,,,,,,,2021-12-25 00:00:00,2022-03-26 00:00:00,2022-06-25 00:00:00,2022-09-24 00:00:00,Cash Flow
Net Income,,,,,,,997.0,187.0,584.0,818.0,Cash Flow
Depreciation/Depletion,,,,,,,270.0,78.0,161.0,248.0,Cash Flow
Deferred Taxes,,,,,,,29.0,40.0,39.0,42.0,Cash Flow
Unusual Items,,,,,,,4.0,0.0,1.0,1.0,Cash Flow
Other Non-Cash Items,,,,,,,48.0,12.0,25.0,39.0,Cash Flow
Non-Cash Items,,,,,,,52.0,13.0,25.0,40.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,,,292.0,4.0,37.0,185.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,,,24.0,4.0,12.0,16.0,Cash Flow
Inventories,,,,,,,-408.0,-377.0,-294.0,-487.0,Cash Flow
Prepaid Expenses,,,,,,,-30.0,-22.0,-50.0,-48.0,Cash Flow
Accounts Payable,,,,,,,180.0,186.0,125.0,64.0,Cash Flow
Accrued Expenses,,,,,,,128.0,-89.0,-90.0,-69.0,Cash Flow
Changes in Working Capital,,,,,,,-209.0,-258.0,-183.0,-522.0,Cash Flow
Total Cash from Operations,,,,,,,1139.0,59.0,626.0,626.0,Cash Flow
Capital Expenditures,,,,,,,-628.0,-112.0,-265.0,-451.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,,1.0,0.0,0.0,0.0,Cash Flow
Total Cash from Investing,,,,,,,-627.0,-112.0,-265.0,-451.0,Cash Flow
Financing Cash Flow Items,,,,,,,0.0,,,,Cash Flow
Total Cash Dividends Paid,,,,,,,-239.0,-103.0,-206.0,-308.0,Cash Flow
Sale/Issuance of Common,,,,,,,82.0,8.0,13.0,15.0,Cash Flow
Repurch/Retirement Common,,,,,,,-814.0,-323.0,-512.0,-636.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,,-732.0,-315.0,-499.0,-621.0,Cash Flow
Long Term Debt Issued,,,,,,,0.0,,,120.0,Cash Flow
Long Term Debt Reduction,,,,,,,-5.0,-1.0,-3.0,-33.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,,-5.0,-1.0,-3.0,87.0,Cash Flow
Total Cash From Financing,,,,,,,-975.0,-419.0,-708.0,-842.0,Cash Flow
Net Change in Cash,,,,,,,-464.0,-473.0,-347.0,-667.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,,1342.0,878.0,878.0,878.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,,878.0,405.0,531.0,211.0,Cash Flow
"Depreciation, Supplemental",,,,,,,270.0,78.0,161.0,248.0,Cash Flow
Free Cash Flow,,,,,,,511.0,-53.0,361.0,175.0,
FCF Growth,,,,,,,,-1.1037181996086105,-7.811320754716981,-0.5152354570637119,
