,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,39.75,44.25,33.72,33.04,29.16,31.78,,,,,
low,36.6,25.77,26.02,8.55,16.35,23.62,,,,,
change,-0.0227,-0.2641,0.2366,-0.4818,0.6415000000000001,0.0895,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Due from Banks,,,,,,,109.0,152.0,156.0,129.0,Balance Sheet
Trading Account Assets,,,,,,,8.0,8.0,7.0,7.0,Balance Sheet
FHLB Stock,,,,,,,11.0,11.0,9.0,7.0,Balance Sheet
Other Short Trm Invest.,,,,,,,1518.0,1455.0,715.0,566.0,Balance Sheet
Securities Held,,,,,,,431.0,415.0,408.0,401.0,Balance Sheet
Securities for Sale,,,,,,,2099.0,2245.0,1906.0,1675.0,Balance Sheet
Total Invest. Securities,,,,,,,2530.0,2659.0,2314.0,2076.0,Balance Sheet
Loans Held for Sale,,,,,,,6.0,0.0,1.0,4.0,Balance Sheet
"Other Erng. Assets, Total",,,,,,,4073.0,4134.0,3046.0,2661.0,Balance Sheet
Total Gross Loans,,,,,,,6826.0,7267.0,7803.0,7943.0,Balance Sheet
Loan Loss Allowances,,,,,,,-106.0,-100.0,-99.0,-96.0,Balance Sheet
Net Loans,,,,,,,6720.0,7168.0,7704.0,7847.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,147.0,147.0,142.0,135.0,Balance Sheet
Intangibles - Net,,,,,,,30.0,28.0,27.0,26.0,Balance Sheet
Def. Inc. Tax - LT Asset,,,,,,,53.0,,,,Balance Sheet
Disct. Ops. - LT Asset,,,,,,,5.0,4.0,5.0,4.0,Balance Sheet
Other Real Estate Owned,,,,,,,0.0,,,,Balance Sheet
Other Assets,,,,,,,419.0,465.0,498.0,515.0,Balance Sheet
"Other Assets, Total",,,,,,,419.0,465.0,498.0,515.0,Balance Sheet
Total Assets,,,,,,,11555.0,12097.0,11579.0,11317.0,Balance Sheet
Accrued Expenses,,,,,,,56.0,57.0,56.0,55.0,Balance Sheet
Non-Interest Bearing Dep.,,,,,,,3008.0,3021.0,2921.0,2897.0,Balance Sheet
Interest Bearing Deposits,,,,,,,7060.0,7679.0,7193.0,7091.0,Balance Sheet
Total Deposits,,,,,,,10069.0,10699.0,10115.0,9988.0,Balance Sheet
"Other Bearing Lblts, Total",,,,,,,13.0,15.0,59.0,4.0,Balance Sheet
Long Term Debt,,,,,,,98.0,98.0,196.0,121.0,Balance Sheet
Capital Lease Obligations,,,,,,,10.0,10.0,10.0,9.0,Balance Sheet
Total Long Term Debt,,,,,,,107.0,107.0,205.0,130.0,Balance Sheet
Total Debt,,,,,,,107.0,107.0,205.0,130.0,Balance Sheet
Discont. Ops. - Lblts,,,,,,,0.0,,,,Balance Sheet
Other Liabilities,,,,,,,127.0,125.0,130.0,196.0,Balance Sheet
"Other Liabilities, Total",,,,,,,127.0,125.0,130.0,196.0,Balance Sheet
Total Liabilities,,,,,,,10372.0,11003.0,10565.0,10375.0,Balance Sheet
Common Stock,,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
