,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,123.05,127.99,165.27,310.57,417.98,349.61,,,,,
low,112.13,67.9,74.87,55.74,274.03,180.0,,,,,
change,-0.026099999999999998,-0.3301,0.9457,0.981,0.0028000000000000004,-0.23260000000000003,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,175.0,161.0,113.0,233.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,927.0,943.0,1000.0,1042.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-17.0,-19.0,-22.0,-37.0,Balance Sheet
"Total Receivables, Net",,,,,,,910.0,924.0,978.0,1005.0,Balance Sheet
Invent. - Finished Goods,,,,,,,2231.0,2531.0,2805.0,3119.0,Balance Sheet
Invent. - Raw Materials,,,,,,,154.0,167.0,180.0,190.0,Balance Sheet
Total Inventory,,,,,,,2386.0,2697.0,2985.0,3309.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,63.0,102.0,85.0,135.0,Balance Sheet
Total Current Assets,,,,,,,3533.0,3885.0,4162.0,4682.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,3475.0,3690.0,3862.0,3964.0,Balance Sheet
Accumulated Depreciation,,,,,,,-423.0,-446.0,-471.0,-491.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,3449.0,3638.0,3777.0,3846.0,Balance Sheet
"Goodwill, Net",,,,,,,977.0,1019.0,1238.0,1463.0,Balance Sheet
Intangibles - Net,,,,,,,799.0,957.0,1444.0,1867.0,Balance Sheet
Note Rcvble - Long Term,,,,,,,603.0,875.0,1187.0,1529.0,Balance Sheet
Other Long Term Assets,,,,,,,1786.0,1707.0,1201.0,687.0,Balance Sheet
Total Assets,,,,,,,11147.0,12081.0,13008.0,14075.0,Balance Sheet
Accounts Payable,,,,,,,235.0,261.0,267.0,241.0,Balance Sheet
Accrued Expenses,,,,,,,754.0,891.0,757.0,809.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,1190.0,1391.0,1471.0,1663.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,224.0,283.0,120.0,113.0,Balance Sheet
Total Current Liabilities,,,,,,,2403.0,2825.0,2614.0,2827.0,Balance Sheet
Total Long Term Debt,,,,,,,3186.0,3395.0,4722.0,5222.0,Balance Sheet
Total Debt,,,,,,,4600.0,5069.0,6313.0,6999.0,Balance Sheet
Deferred Income Tax,,,,,,,191.0,204.0,208.0,255.0,Balance Sheet
Minority Interest,,,,,,,37.0,38.0,46.0,45.0,Balance Sheet
"Other Liabilities, Total",,,,,,,704.0,714.0,726.0,743.0,Balance Sheet
Total Liabilities,,,,,,,6521.0,7176.0,8316.0,9091.0,Balance Sheet
Redeemable Preferred Stock,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Common Stock,,,,,,,1712.0,1656.0,1124.0,1107.0,Balance Sheet
Additional Paid-In Capital,,,,,,,58.0,52.0,62.0,69.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,2860.0,3191.0,3511.0,3829.0,Balance Sheet
"Other Equity, Total",,,,,,,-3.0,5.0,-5.0,-22.0,Balance Sheet
Total Equity,,,,,,,4626.0,4904.0,4692.0,4984.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,11147.0,12081.0,13008.0,14075.0,Balance Sheet
Shr Outs.-Com. Primary Iss.,,,,,,,30.0,29.0,28.0,28.0,Balance Sheet
Shr Outs.-Com. Stk. Iss. 2,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,30.0,29.0,28.0,28.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Trsy. Shrs-Comm. Iss. 2,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,6310.0,6705.0,7240.0,7296.0,Income Statement
"Cost of Revenue, Total",,,,,,,5066.0,5427.0,5889.0,5982.0,Income Statement
Selling/Gen/Admin Expense,,,,,,,154.0,152.0,165.0,182.0,Income Statement
Labor & Related Expense,,,,,,,506.0,518.0,553.0,536.0,Income Statement
Advertising Expense,,,,,,,48.0,58.0,67.0,65.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,707.0,729.0,785.0,784.0,Income Statement
Depreciation/Amortization,,,,,,,36.0,39.0,41.0,42.0,Income Statement
Impair-Assets Held for Use,,,,,,,0.0,,,0.0,Income Statement
Other Unusual Expnse (In),,,,,,,2.0,7.0,2.0,2.0,Income Statement
Unusual Expense (Income),,,,,,,-3.0,-2.0,-3.0,-34.0,Income Statement
Loss(Gain)/Sale Asts (Oper),,,,,,,-5.0,-9.0,-5.0,-36.0,Income Statement
Total Operating Expense,,,,,,,5806.0,6193.0,6712.0,6773.0,Income Statement
Total Operating Income,,,,,,,504.0,513.0,528.0,523.0,Income Statement
"Inter Expse, Non-Operating",,,,,,,-34.0,-36.0,-39.0,-61.0,Income Statement
"Inter Capital, Non-Operat",,,,,,,1.0,1.0,1.0,1.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,,-34.0,-35.0,-38.0,-60.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,,,89.0,-15.0,-18.0,0.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,,,-127.0,7.0,-4.0,-7.0,Income Statement
"Other, Net",,,,,,,-127.0,7.0,-4.0,-7.0,Income Statement
Income Before Tax,,,,,,,432.0,470.0,468.0,456.0,Income Statement
Income Tax - Total,,,,,,,139.0,126.0,131.0,125.0,Income Statement
Income After Tax,,,,,,,293.0,344.0,338.0,330.0,Income Statement
Minority Interest,,,,,,,-2.0,-1.0,-6.0,-1.0,Income Statement
Net Inc Before Extra Items,,,,,,,291.0,342.0,331.0,330.0,Income Statement
Total Net Income,,,,,,,291.0,342.0,331.0,330.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,291.0,342.0,331.0,330.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,291.0,342.0,331.0,330.0,Income Statement
