,2017,2018,2019,2020,2021,2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Report
high,51.33,50.87,46.7,34.56,49.58,50.45,,,,,
low,41.61,26.38,29.3,13.77,29.79,35.96,,,,,
change,-0.0332,-0.34740000000000004,0.1092,-0.0288,0.493,0.021800000000000003,,,,,
Date,,,,,,,2021-11-27 00:00:00,2022-02-26 00:00:00,2022-05-28 00:00:00,2022-08-27 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,78.0,38.0,15.0,22.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,167.0,171.0,196.0,234.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-2.0,-2.0,-2.0,-2.0,Balance Sheet
"Total Receivables, Net",,,,,,,193.0,199.0,229.0,261.0,Balance Sheet
Invent. - Finished Goods,,,,,,,14.0,20.0,28.0,30.0,Balance Sheet
Invent. - Work In Progress,,,,,,,18.0,18.0,19.0,17.0,Balance Sheet
Invent. - Raw Materials,,,,,,,43.0,43.0,52.0,51.0,Balance Sheet
Total Inventory,,,,,,,75.0,80.0,99.0,98.0,Balance Sheet
Restricted Cash - Current,,,,,,,,,9.0,9.0,Balance Sheet
Other Current Assets,,,,,,,20.0,21.0,19.0,34.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,20.0,21.0,28.0,43.0,Balance Sheet
Total Current Assets,,,,,,,367.0,338.0,371.0,424.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,306.0,298.0,282.0,275.0,Balance Sheet
"Goodwill, Net",,,,,,,130.0,130.0,130.0,129.0,Balance Sheet
Intangibles - Gross,,,,,,,204.0,205.0,156.0,156.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-81.0,-132.0,-84.0,-86.0,Balance Sheet
Intangibles - Net,,,,,,,124.0,72.0,71.0,70.0,Balance Sheet
Other Long Term Assets,,,,,,,47.0,49.0,52.0,50.0,Balance Sheet
Total Assets,,,,,,,982.0,888.0,907.0,949.0,Balance Sheet
Accounts Payable,,,,,,,81.0,92.0,89.0,87.0,Balance Sheet
Accrued Expenses,,,,,,,83.0,86.0,70.0,81.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,1.0,1.0,0.0,0.0,Balance Sheet
Customer Advances,,,,,,,18.0,9.0,7.0,32.0,Balance Sheet
Income Taxes Payable,,,,,,,9.0,16.0,19.0,7.0,Balance Sheet
Other Current Liabilities,,,,,,,26.0,29.0,23.0,27.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,53.0,53.0,48.0,65.0,Balance Sheet
Total Current Liabilities,,,,,,,218.0,233.0,207.0,233.0,Balance Sheet
Total Long Term Debt,,,,,,,162.0,162.0,261.0,251.0,Balance Sheet
Total Debt,,,,,,,163.0,163.0,261.0,251.0,Balance Sheet
Deferred Income Tax,,,,,,,21.0,11.0,20.0,17.0,Balance Sheet
Reserves,,,,,,,27.0,23.0,22.0,23.0,Balance Sheet
Pension Benefits - Underfunded,,,,,,,20.0,17.0,15.0,14.0,Balance Sheet
Other LT Liabilities,,,,,,,61.0,56.0,55.0,54.0,Balance Sheet
"Other Liabilities, Total",,,,,,,108.0,95.0,92.0,91.0,Balance Sheet
Total Liabilities,,,,,,,508.0,502.0,580.0,592.0,Balance Sheet
Common Stock,,,,,,,8.0,8.0,7.0,7.0,Balance Sheet
Additional Paid-In Capital,,,,,,,159.0,150.0,141.0,142.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,337.0,255.0,208.0,240.0,Balance Sheet
"Other Equity, Total",,,,,,,-30.0,-26.0,-29.0,-32.0,Balance Sheet
Total Equity,,,,,,,474.0,386.0,327.0,357.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,982.0,888.0,907.0,949.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,25.0,24.0,22.0,22.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2021-11-27 00:00:00,2022-02-26 00:00:00,2022-05-28 00:00:00,2022-08-27 00:00:00,Income Statement
Total Revenue,,,,,,,334217.0,327957.0,356635.0,372109.0,Income Statement
"Cost of Revenue, Total",,,,,,,265937.0,228089.0,271618.0,287173.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,44170.0,70934.0,51301.0,51864.0,Income Statement
Depreciation/Amortization,,,,,,,2000.0,1900.0,1100.0,1000.0,Income Statement
Restructuring Charge,,,,,,,3400.0,6300.0,-600.0,,Income Statement
Impair-Assets Held for Use,,,,,,,,49473.0,,,Income Statement
Other Unusual Expnse (In),,,,,,,1000.0,-600.0,,,Income Statement
Unusual Expense (Income),,,,,,,4400.0,35673.0,-600.0,,Income Statement
Loss(Gain)/Sale Asts (Oper),,,,,,,,-19500.0,,,Income Statement
Total Operating Expense,,,,,,,316507.0,336596.0,323419.0,340037.0,Income Statement
Total Operating Income,,,,,,,17710.0,-8639.0,33216.0,32072.0,Income Statement
"Inter Inc(Exp),Net Non-Oper",,,,,,,272.0,932.0,-106.0,2.0,Income Statement
"Other, Net",,,,,,,-3057.0,-1143.0,-1310.0,-173.0,Income Statement
Income Before Tax,,,,,,,14125.0,-10711.0,30700.0,30201.0,Income Statement
Income Tax - Total,,,,,,,3068.0,5562.0,7969.0,-7188.0,Income Statement
Income After Tax,,,,,,,11057.0,-16273.0,22731.0,37389.0,Income Statement
Net Inc Before Extra Items,,,,,,,11057.0,-16273.0,22731.0,37389.0,Income Statement
Total Net Income,,,,,,,11057.0,-16273.0,22731.0,37389.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,11057.0,-16273.0,22731.0,37389.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,11057.0,-16273.0,22731.0,37389.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,24957.0,24182.0,22399.0,21860.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,0.44,-0.67,1.01,1.71,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,0.44,-0.67,1.01,1.71,Income Statement
Diluted Weighted Average Shares,,,,,,,25309.0,24182.0,22651.0,22245.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,,0.44,-0.67,1.0,1.68,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,,0.44,-0.67,1.0,1.68,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,0.2,0.22,0.0,0.22,Income Statement
Gross Divid - Common Stock,,,,,,,4990.0,5216.0,4793.0,4809.0,Income Statement
Pro Forma Net Income,,,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,,800.0,1861.0,1100.0,1700.0,Income Statement
"Depreciat/Amort, Suppl",,,,,,,10545.0,9747.0,9749.0,9599.0,Income Statement
Total Special Items,,,,,,,4400.0,35673.0,-600.0,,Income Statement
Normalzd Income Before Tax,,,,,,,18525.0,24962.0,30100.0,30201.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,,956.0,12486.0,-156.0,,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,,4024.0,18048.0,7813.0,-7188.0,Income Statement
Normalized Income After Tax,,,,,,,14501.0,6914.0,22287.0,37389.0,Income Statement
Normalzd Inc Avail to Common,,,,,,,14501.0,6914.0,22287.0,37389.0,Income Statement
Basic Normalized EPS,,,,,,,0.58,0.29,0.99,1.71,Income Statement
Diluted Normalized EPS,,,,,,,0.57,0.29,0.98,1.68,Income Statement
Date,,,,,,,2021-11-27 00:00:00,2022-02-26 00:00:00,2022-05-28 00:00:00,2022-08-27 00:00:00,Cash Flow
Net Income,,,,,,,19759.0,3486.0,22731.0,60120.0,Cash Flow
Depreciation/Depletion,,,,,,,38353.0,49993.0,10849.0,21448.0,Cash Flow
Deferred Taxes,,,,,,,-5412.0,-7956.0,4400.0,6858.0,Cash Flow
Unusual Items,,,,,,,15388.0,49983.0,-660.0,-695.0,Cash Flow
Other Non-Cash Items,,,,,,,14109.0,17439.0,4504.0,11074.0,Cash Flow
Non-Cash Items,,,,,,,29497.0,67422.0,3844.0,10379.0,Cash Flow
Accounts Receivable,,,,,,,7611.0,6624.0,-31996.0,-64920.0,Cash Flow
Inventories,,,,,,,-2657.0,-7706.0,-17744.0,-17636.0,Cash Flow
Accrued Expenses,,,,,,,-4132.0,-1703.0,905.0,-27170.0,Cash Flow
Payable/Accrued,,,,,,,5440.0,3348.0,-18331.0,-8226.0,Cash Flow
Changes in Working Capital,,,,,,,4094.0,-12474.0,-72286.0,-101448.0,Cash Flow
Total Cash from Operations,,,,,,,86291.0,100471.0,-30462.0,-2643.0,Cash Flow
Capital Expenditures,,,,,,,-13070.0,-21841.0,-5125.0,-9255.0,Cash Flow
Sale of Fixed Assets,,,,,,,1347.0,30599.0,4087.0,4122.0,Cash Flow
Sale/Maturity of Investment,,,,,,,,1563.0,,,Cash Flow
Purchase of Investments,,,,,,,,-1038.0,,,Cash Flow
Other Investing Cash Flow,,,,,,,76.0,0.0,100.0,450.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,,1423.0,31124.0,4187.0,4572.0,Cash Flow
Total Cash from Investing,,,,,,,-11647.0,9283.0,-938.0,-4683.0,Cash Flow
Financing Cash Flow Items,,,,,,,-1895.0,-2007.0,-1271.0,-3502.0,Cash Flow
Total Cash Dividends Paid,,,,,,,-15050.0,-20266.0,-4793.0,-9602.0,Cash Flow
"Common Stock, Net",,,,,,,-29164.0,-100414.0,-74312.0,-74312.0,Cash Flow
Options Exercised,,,,,,,4115.0,4115.0,0.0,0.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,,-25049.0,-96299.0,-74312.0,-74312.0,Cash Flow
Long Term Debt Issued,,,,,,,0.0,0.0,161000.0,409880.0,Cash Flow
Long Term Debt Reduction,,,,,,,0.0,0.0,-62000.0,-171000.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,,-2000.0,-2000.0,98000.0,87880.0,Cash Flow
Total Cash From Financing,,,,,,,-43994.0,-120572.0,17624.0,464.0,Cash Flow
Foreign Exchange Effects,,,,,,,345.0,1124.0,64.0,28.0,Cash Flow
Net Change in Cash,,,,,,,30995.0,-9694.0,-13712.0,-6834.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,,47277.0,47277.0,37583.0,37583.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,,78272.0,37583.0,23871.0,30749.0,Cash Flow
"Depreciation, Supplemental",,,,,,,38353.0,49993.0,10849.0,21448.0,Cash Flow
Free Cash Flow,,,,,,,73221.0,78630.0,-35587.0,-11898.0,
FCF Growth,,,,,,,,0.07387224976441176,-1.4525880707109247,-0.6656644280214685,
