,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,56.5,96.7,85.6,80.47,141.48,154.97,,,,,
low,51.01,40.01,44.58,27.0,75.86,97.58,,,,,
change,-0.0163,0.11199999999999999,-0.1572,0.5432,0.7461,0.0565,,,,,
Date,,,,,,,2022-01-01 00:00:00,2022-04-02 00:00:00,2022-07-02 00:00:00,2022-10-01 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,48.0,82.0,44.0,54.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,252.0,226.0,240.0,247.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-8.0,-8.0,-7.0,-7.0,Balance Sheet
"Total Receivables, Net",,,,,,,244.0,218.0,233.0,239.0,Balance Sheet
Prepaid Expenses,,,,,,,12.0,9.0,13.0,21.0,Balance Sheet
Total Current Assets,,,,,,,304.0,308.0,291.0,314.0,Balance Sheet
Buildings,,,,,,,6.0,6.0,6.0,7.0,Balance Sheet
Machinery/Equipment,,,,,,,55.0,62.0,68.0,72.0,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,77.0,77.0,77.0,76.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,139.0,145.0,152.0,155.0,Balance Sheet
Accumulated Depreciation,,,,,,,-62.0,-67.0,-71.0,-76.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,77.0,78.0,80.0,79.0,Balance Sheet
"Goodwill, Net",,,,,,,390.0,390.0,395.0,399.0,Balance Sheet
Intangibles - Gross,,,,,,,312.0,312.0,318.0,316.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-124.0,-132.0,-140.0,-148.0,Balance Sheet
Intangibles - Net,,,,,,,188.0,180.0,178.0,168.0,Balance Sheet
Other Long Term Assets,,,,,,,3.0,3.0,3.0,2.0,Balance Sheet
Total Assets,,,,,,,962.0,960.0,947.0,962.0,Balance Sheet
Accounts Payable,,,,,,,56.0,48.0,52.0,49.0,Balance Sheet
Accrued Expenses,,,,,,,44.0,52.0,47.0,53.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,21.0,18.0,19.0,18.0,Balance Sheet
Customer Advances,,,,,,,31.0,26.0,24.0,29.0,Balance Sheet
Other Payables,,,,,,,7.0,6.0,4.0,5.0,Balance Sheet
Other Current Liabilities,,,,,,,6.0,3.0,10.0,9.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,44.0,35.0,38.0,44.0,Balance Sheet
Total Current Liabilities,,,,,,,164.0,153.0,156.0,164.0,Balance Sheet
Long Term Debt,,,,,,,110.0,107.0,73.0,62.0,Balance Sheet
Capital Lease Obligations,,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
Total Long Term Debt,,,,,,,111.0,108.0,74.0,63.0,Balance Sheet
Total Debt,,,,,,,132.0,126.0,93.0,81.0,Balance Sheet
Deferred Income Tax,,,,,,,25.0,23.0,22.0,21.0,Balance Sheet
"Other Liabilities, Total",,,,,,,37.0,36.0,34.0,32.0,Balance Sheet
Total Liabilities,,,,,,,337.0,320.0,286.0,280.0,Balance Sheet
Redeemable Preferred Stock,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Common Stock,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,,,,452.0,458.0,462.0,467.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,173.0,181.0,199.0,215.0,Balance Sheet
Total Equity,,,,,,,625.0,640.0,661.0,682.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,962.0,960.0,947.0,962.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,15.0,15.0,16.0,16.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2022-01-01 00:00:00,2022-04-02 00:00:00,2022-07-02 00:00:00,2022-10-01 00:00:00,Income Statement
Total Revenue,,,,,,,188555.0,190154.0,202732.0,204075.0,Income Statement
"Cost of Revenue, Total",,,,,,,91045.0,96327.0,103492.0,104140.0,Income Statement
Selling/Gen/Admin Expense,,,,,,,20958.0,21572.0,19689.0,22171.0,Income Statement
Labor & Related Expense,,,,,,,45077.0,49767.0,47283.0,49670.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,66035.0,71339.0,66972.0,71841.0,Income Statement
Depreciation/Amortization,,,,,,,10189.0,9934.0,9668.0,9771.0,Income Statement
Total Operating Expense,,,,,,,167269.0,177600.0,180132.0,185752.0,Income Statement
Total Operating Income,,,,,,,21286.0,12554.0,22600.0,18323.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,,-877.0,-914.0,-887.0,-1003.0,Income Statement
Income Before Tax,,,,,,,20409.0,11640.0,21713.0,17320.0,Income Statement
Income Tax - Total,,,,,,,4953.0,2998.0,4445.0,1257.0,Income Statement
Income After Tax,,,,,,,15456.0,8642.0,17268.0,16063.0,Income Statement
Net Inc Before Extra Items,,,,,,,15456.0,8642.0,17268.0,16063.0,Income Statement
Total Net Income,,,,,,,15456.0,8642.0,17268.0,16063.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,15456.0,8642.0,17268.0,16063.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,15456.0,8642.0,17268.0,16063.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,14651.0,14693.0,14736.0,14769.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,1.05,0.59,1.17,1.09,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,1.05,0.59,1.17,1.09,Income Statement
Diluted Weighted Average Shares,,,,,,,15165.0,15216.0,15232.0,15302.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,,1.02,0.57,1.13,1.05,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,,1.02,0.57,1.13,1.05,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,,877.0,914.0,887.0,1003.0,Income Statement
"Depreciat/Amort, Suppl",,,,,,,3060.0,2904.0,2835.0,2988.0,Income Statement
Normalzd Income Before Tax,,,,,,,20409.0,11640.0,21713.0,17320.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,,4953.0,2998.0,4445.0,1257.0,Income Statement
Normalized Income After Tax,,,,,,,15456.0,8642.0,17268.0,16063.0,Income Statement
Normalzd Inc Avail to Common,,,,,,,15456.0,8642.0,17268.0,16063.0,Income Statement
Basic Normalized EPS,,,,,,,1.05,0.59,1.17,1.09,Income Statement
Diluted Normalized EPS,,,,,,,1.02,0.57,1.13,1.05,Income Statement
Date,,,,,,,2022-01-01 00:00:00,2022-04-02 00:00:00,2022-07-02 00:00:00,2022-10-01 00:00:00,Cash Flow
Net Income,,,,,,,47147.0,8642.0,25910.0,41973.0,Cash Flow
Depreciation/Depletion,,,,,,,44971.0,11167.0,22058.0,33091.0,Cash Flow
Deferred Taxes,,,,,,,-7007.0,-1903.0,-3014.0,-4288.0,Cash Flow
Unusual Items,,,,,,,1231.0,-54.0,-579.0,-643.0,Cash Flow
Other Non-Cash Items,,,,,,,28945.0,8744.0,16844.0,26466.0,Cash Flow
Non-Cash Items,,,,,,,30176.0,8690.0,16265.0,25823.0,Cash Flow
Accounts Receivable,,,,,,,-9896.0,25253.0,11351.0,4648.0,Cash Flow
Prepaid Expenses,,,,,,,-4792.0,3230.0,-511.0,-8105.0,Cash Flow
Accounts Payable,,,,,,,8181.0,-7854.0,-4349.0,-7937.0,Cash Flow
Accrued Expenses,,,,,,,-12507.0,4684.0,-6309.0,-1608.0,Cash Flow
Changes in Working Capital,,,,,,,-13845.0,19920.0,-6961.0,-16208.0,Cash Flow
Total Cash from Operations,,,,,,,101442.0,46516.0,54258.0,80391.0,Cash Flow
Capital Expenditures,,,,,,,-13903.0,-6044.0,-10379.0,-14874.0,Cash Flow
Acquisition of Business,,,,,,,-67995.0,-326.0,-4670.0,-5020.0,Cash Flow
Sale of Fixed Assets,,,,,,,1639.0,0.0,48.0,87.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,,-66356.0,-326.0,-4622.0,-4933.0,Cash Flow
Total Cash from Investing,,,,,,,-80259.0,-6370.0,-15001.0,-19807.0,Cash Flow
Financing Cash Flow Items,,,,,,,-12962.0,-1597.0,-1597.0,-1597.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,,172448.0,0.0,0.0,0.0,Cash Flow
Long Term Debt Issued,,,,,,,138750.0,,,0.0,Cash Flow
Long Term Debt Reduction,,,,,,,-336348.0,-4581.0,-41218.0,-52796.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,,-197598.0,-4581.0,-41218.0,-52796.0,Cash Flow
Total Cash From Financing,,,,,,,-38112.0,-6178.0,-42815.0,-54393.0,Cash Flow
Net Change in Cash,,,,,,,-16929.0,33968.0,-3558.0,6191.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,,64909.0,47980.0,47980.0,47980.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,,47980.0,81948.0,44422.0,54171.0,Cash Flow
"Depreciation, Supplemental",,,,,,,44971.0,11167.0,22058.0,33091.0,Cash Flow
Free Cash Flow,,,,,,,87539.0,40472.0,43879.0,65517.0,
FCF Growth,,,,,,,,-0.5376689247078446,0.08418165645384468,0.4931288315595159,
