,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,35.72,60.41,61.77,52.89,59.0,45.8,,,,,
low,33.22,33.76,33.62,20.73,36.52,15.33,,,,,
change,-0.0367,0.741,-0.1844,0.0023,-0.12490000000000001,-0.5843,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,602.0,570.0,581.0,533.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,69.0,87.0,86.0,88.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-3.0,-3.0,-3.0,-3.0,Balance Sheet
"Total Receivables, Net",,,,,,,67.0,84.0,83.0,85.0,Balance Sheet
Invent. - Finished Goods,,,,,,,485.0,471.0,458.0,445.0,Balance Sheet
Invent. - Work In Progress,,,,,,,9.0,9.0,10.0,9.0,Balance Sheet
Invent. - Raw Materials,,,,,,,82.0,89.0,86.0,83.0,Balance Sheet
Total Inventory,,,,,,,576.0,570.0,554.0,537.0,Balance Sheet
Prepaid Expenses,,,,,,,185.0,213.0,208.0,227.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,3.0,3.0,3.0,3.0,Balance Sheet
Total Current Assets,,,,,,,1432.0,1439.0,1430.0,1384.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,662.0,669.0,678.0,669.0,Balance Sheet
"Goodwill, Net",,,,,,,95.0,96.0,92.0,88.0,Balance Sheet
Intangibles - Net,,,,,,,317.0,317.0,317.0,316.0,Balance Sheet
Other Long Term Assets,,,,,,,307.0,298.0,280.0,264.0,Balance Sheet
Total Assets,,,,,,,2820.0,2825.0,2803.0,2725.0,Balance Sheet
Accounts Payable,,,,,,,92.0,90.0,101.0,85.0,Balance Sheet
Accrued Expenses,,,,,,,519.0,479.0,483.0,452.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,29.0,29.0,29.0,30.0,Balance Sheet
Security Deposits,,,,,,,63.0,82.0,81.0,79.0,Balance Sheet
Income Taxes Payable,,,,,,,14.0,13.0,12.0,12.0,Balance Sheet
Other Current Liabilities,,,,,,,363.0,406.0,348.0,329.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,440.0,501.0,441.0,419.0,Balance Sheet
Total Current Liabilities,,,,,,,1080.0,1100.0,1054.0,986.0,Balance Sheet
Long Term Debt,,,,,,,2733.0,2787.0,2781.0,2725.0,Balance Sheet
Capital Lease Obligations,,,,,,,1.0,,,,Balance Sheet
Total Long Term Debt,,,,,,,2733.0,2787.0,2781.0,2725.0,Balance Sheet
Total Debt,,,,,,,2763.0,2816.0,2810.0,2755.0,Balance Sheet
"Other Liabilities, Total",,,,,,,398.0,392.0,383.0,377.0,Balance Sheet
Total Liabilities,,,,,,,4211.0,4278.0,4218.0,4087.0,Balance Sheet
Common Stock,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,,,,318.0,173.0,186.0,181.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,-1169.0,-1088.0,-1029.0,-1259.0,Balance Sheet
Treasury Stock - Common,,,,,,,-329.0,-329.0,-329.0,0.0,Balance Sheet
Cum. Trans. Adjustment,,,,,,,-212.0,-207.0,-239.0,-279.0,Balance Sheet
Other Comprehensive Income,,,,,,,0.0,-3.0,-4.0,-6.0,Balance Sheet
"Other Equity, Total",,,,,,,-212.0,-210.0,-243.0,-284.0,Balance Sheet
Total Equity,,,,,,,-1392.0,-1453.0,-1415.0,-1362.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,2820.0,2825.0,2803.0,2725.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,101.0,99.0,98.0,98.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,10.0,10.0,10.0,10.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,1318.0,1336.0,1393.0,1295.0,Income Statement
"Cost of Revenue, Total",,,,,,,297.0,307.0,316.0,285.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,937.0,889.0,923.0,863.0,Income Statement
Unusual Expense (Income),,,,,,,0.0,,,,Income Statement
"Other Operat Expse, Total",,,,,,,0.0,-13.0,-2.0,0.0,Income Statement
Total Operating Expense,,,,,,,1234.0,1183.0,1237.0,1148.0,Income Statement
Total Operating Income,,,,,,,84.0,153.0,156.0,147.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,,-38.0,-31.0,-33.0,-36.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,,,1.0,2.0,2.0,1.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,,,,,0.0,0.0,Income Statement
"Other, Net",,,,,,,,,0.0,0.0,Income Statement
Income Before Tax,,,,,,,48.0,123.0,124.0,113.0,Income Statement
Income Tax - Total,,,,,,,9.0,25.0,38.0,31.0,Income Statement
Income After Tax,,,,,,,38.0,98.0,87.0,82.0,Income Statement
Net Inc Before Extra Items,,,,,,,38.0,98.0,87.0,82.0,Income Statement
Total Net Income,,,,,,,38.0,98.0,87.0,82.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,38.0,98.0,87.0,82.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,38.0,98.0,87.0,82.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,102.0,100.0,98.0,98.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,0.38,0.98,0.88,0.84,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,0.38,0.98,0.88,0.84,Income Statement
Diluted Weighted Average Shares,,,,,,,104.0,102.0,99.0,99.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,,0.37,0.97,0.88,0.83,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,,0.37,0.97,0.88,0.83,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,,,,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,,38.0,31.0,33.0,36.0,Income Statement
"Depreciat/Amort, Suppl",,,,,,,28.0,29.0,29.0,29.0,Income Statement
Total Special Items,,,,,,,0.0,3.0,10.0,4.0,Income Statement
Normalzd Income Before Tax,,,,,,,48.0,127.0,134.0,116.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,,0.0,1.0,3.0,1.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,,9.0,26.0,41.0,32.0,Income Statement
Normalized Income After Tax,,,,,,,38.0,101.0,94.0,85.0,Income Statement
Normalzd Inc Avail to Common,,,,,,,38.0,101.0,94.0,85.0,Income Statement
Basic Normalized EPS,,,,,,,0.38,1.01,0.95,0.86,Income Statement
Diluted Normalized EPS,,,,,,,0.37,0.99,0.95,0.86,Income Statement
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,,,447.0,98.0,185.0,267.0,Cash Flow
Depreciation/Depletion,,,,,,,108.0,29.0,59.0,87.0,Cash Flow
Deferred Taxes,,,,,,,-33.0,6.0,8.0,-12.0,Cash Flow
Unusual Items,,,,,,,68.0,13.0,16.0,39.0,Cash Flow
Other Non-Cash Items,,,,,,,89.0,10.0,21.0,27.0,Cash Flow
Non-Cash Items,,,,,,,157.0,24.0,37.0,67.0,Cash Flow
Accounts Receivable,,,,,,,10.0,-17.0,-19.0,-24.0,Cash Flow
Inventories,,,,,,,-129.0,-8.0,-15.0,-37.0,Cash Flow
