,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,67.99,97.85,96.03,90.57,63.7,53.12,,,,,
low,60.39,60.44,77.02,17.8,38.88,30.54,,,,,
change,0.11220000000000001,0.2331,0.07830000000000001,-0.5171,0.0023,-0.0368,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,,18283.0,18468.0,16885.0,11258.0,Balance Sheet
Short Term Investments,,,,,,,123.0,211.0,3190.0,7437.0,Balance Sheet
Cash and Short Term Invs,,,,,,,18406.0,18679.0,20075.0,18695.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,1691.0,2092.0,2248.0,2062.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-28.0,-30.0,-31.0,-28.0,Balance Sheet
"Total Receivables, Net",,,,,,,1663.0,2062.0,2217.0,2034.0,Balance Sheet
Invent. - Finished Goods,,,,,,,1529.0,1629.0,1731.0,1711.0,Balance Sheet
Inventories - Other,,,,,,,-546.0,-561.0,-578.0,-595.0,Balance Sheet
Total Inventory,,,,,,,983.0,1068.0,1153.0,1116.0,Balance Sheet
Prepaid Expenses,,,,,,,745.0,762.0,883.0,783.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,37.0,41.0,43.0,61.0,Balance Sheet
Total Current Assets,,,,,,,21834.0,22612.0,24371.0,22689.0,Balance Sheet
Machinery/Equipment,,,,,,,41799.0,41993.0,42382.0,43399.0,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,13409.0,13520.0,13459.0,13475.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,55208.0,55513.0,55841.0,56874.0,Balance Sheet
Accumulated Depreciation,,,,,,,-18489.0,-19053.0,-19548.0,-20088.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,36719.0,36460.0,36293.0,36786.0,Balance Sheet
"Goodwill, Net",,,,,,,4527.0,4527.0,4527.0,4527.0,Balance Sheet
Intangibles - Gross,,,,,,,4347.0,4346.0,4233.0,4234.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-1544.0,-1554.0,-1451.0,-1462.0,Balance Sheet
Intangibles - Net,,,,,,,2803.0,2792.0,2782.0,2772.0,Balance Sheet
Long Term Investments,,,,,,,1344.0,1401.0,1297.0,1285.0,Balance Sheet
Note Rcvble - Long Term,,,,,,,76.0,,,,Balance Sheet
Def. Inc. Tax - LT Asset,,,,,,,659.0,1032.0,907.0,701.0,Balance Sheet
Restricted Cash - LT,,,,,,,213.0,214.0,204.0,208.0,Balance Sheet
Total Assets,,,,,,,68175.0,69038.0,70381.0,68968.0,Balance Sheet
Accounts Payable,,,,,,,2562.0,2966.0,3755.0,3534.0,Balance Sheet
Accrued Expenses,,,,,,,2677.0,2546.0,2486.0,2387.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,3078.0,3058.0,3090.0,3027.0,Balance Sheet
Customer Advances,,,,,,,8593.0,11420.0,12521.0,11389.0,Balance Sheet
Other Current Liabilities,,,,,,,1394.0,1798.0,1592.0,1652.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,9987.0,13218.0,14113.0,13041.0,Balance Sheet
Total Current Liabilities,,,,,,,18304.0,21788.0,23444.0,21989.0,Balance Sheet
Long Term Debt,,,,,,,30361.0,29665.0,29175.0,28490.0,Balance Sheet
Capital Lease Obligations,,,,,,,219.0,210.0,205.0,112.0,Balance Sheet
Total Long Term Debt,,,,,,,30580.0,29875.0,29380.0,28602.0,Balance Sheet
Total Debt,,,,,,,33658.0,32933.0,32470.0,31629.0,Balance Sheet
Pension Benefits - Underfunded,,,,,,,2920.0,2915.0,2898.0,2894.0,Balance Sheet
