,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,88.38,89.09,95.68,95.53,99.1,92.38,,,,,
low,80.6,63.64,66.54,46.7,75.65,70.15,,,,,
change,0.062400000000000004,-0.2211,0.4299,-0.1975,0.08650000000000001,-0.021400000000000002,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Due from Banks,,,,,,,196.0,236.0,261.0,248.0,Balance Sheet
Interest-Earning Deposits,,,,,,,3.0,2.0,2.0,5.0,Balance Sheet
Fed. Fund/Resale,,,,,,,362.0,356.0,576.0,403.0,Balance Sheet
FHLB Stock,,,,,,,37.0,37.0,37.0,37.0,Balance Sheet
Other Short Trm Invest.,,,,,,,179.0,145.0,149.0,203.0,Balance Sheet
Securities Held,,,,,,,4695.0,4490.0,4322.0,5461.0,Balance Sheet
Securities for Sale,,,,,,,4276.0,4259.0,3955.0,2425.0,Balance Sheet
Total Invest. Securities,,,,,,,8971.0,8748.0,8277.0,7886.0,Balance Sheet
Loans Held for Sale,,,,,,,27.0,5.0,5.0,0.0,Balance Sheet
Other Earning Assets,,,,,,,13.0,14.0,15.0,23.0,Balance Sheet
"Other Erng. Assets, Total",,,,,,,9590.0,9308.0,9062.0,8557.0,Balance Sheet
Total Gross Loans,,,,,,,12259.0,12544.0,12952.0,13322.0,Balance Sheet
Loan Loss Allowances,,,,,,,-158.0,-152.0,-149.0,-146.0,Balance Sheet
Net Loans,,,,,,,12101.0,12392.0,12803.0,13175.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,295.0,293.0,294.0,303.0,Balance Sheet
"Goodwill, Net",,,,,,,32.0,32.0,32.0,32.0,Balance Sheet
Intangibles - Net,,,,,,,22.0,24.0,24.0,23.0,Balance Sheet
Def. Inc. Tax - LT Asset,,,,,,,42.0,105.0,151.0,187.0,Balance Sheet
Interest Receivable,,,,,,,45.0,45.0,47.0,50.0,Balance Sheet
Other Real Estate Owned,,,,,,,2.0,2.0,2.0,1.0,Balance Sheet
Other Assets,,,,,,,458.0,563.0,558.0,558.0,Balance Sheet
"Other Assets, Total",,,,,,,506.0,611.0,607.0,609.0,Balance Sheet
Total Assets,,,,,,,22785.0,23000.0,23233.0,23134.0,Balance Sheet
Accounts Payable,,,,,,,2.0,3.0,3.0,3.0,Balance Sheet
Accrued Expenses,,,,,,,103.0,101.0,100.0,103.0,Balance Sheet
Non-Interest Bearing Dep.,,,,,,,7275.0,7501.0,7374.0,7300.0,Balance Sheet
Interest Bearing Deposits,,,,,,,13085.0,13216.0,13652.0,13589.0,Balance Sheet
Total Deposits,,,,,,,20360.0,20716.0,21026.0,20889.0,Balance Sheet
"Other Bearing Lblts, Total",,,,,,,0.0,,,,Balance Sheet
Total ST Borrowings,,,,,,,450.0,450.0,425.0,425.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,12.0,17.0,11.0,14.0,Balance Sheet
Total Long Term Debt,,,,,,,10.0,10.0,10.0,10.0,Balance Sheet
Total Debt,,,,,,,461.0,461.0,436.0,436.0,Balance Sheet
Pension Benefits - Underfunded,,,,,,,38.0,38.0,38.0,37.0,Balance Sheet
Other Liabilities,,,,,,,196.0,215.0,272.0,370.0,Balance Sheet
"Other Liabilities, Total",,,,,,,235.0,253.0,310.0,407.0,Balance Sheet
Total Liabilities,,,,,,,21173.0,21551.0,21884.0,21852.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,,,180.0,180.0,180.0,180.0,Balance Sheet
Common Stock,,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
Additional Paid-In Capital,,,,,,,603.0,607.0,612.0,616.0,Balance Sheet
