,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,12.48,20.04,15.68,31.24,45.27,52.34,,,,,
low,7.82,8.91,6.57,4.31,26.93,35.81,,,,,
change,0.18309999999999998,0.1354,0.08689999999999999,1.4745,0.3226,0.076,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Total Current Assets,,,,,,,,,,,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,,182.0,184.0,185.0,Balance Sheet
Accumulated Depreciation,,,,,,,,-107.0,-112.0,-116.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,98.0,75.0,72.0,69.0,Balance Sheet
"Goodwill, Net",,,,,,,120.0,120.0,120.0,120.0,Balance Sheet
Intangibles - Net,,,,,,,14.0,13.0,11.0,9.0,Balance Sheet
Long Term Investments,,,,,,,4223.0,6006.0,6151.0,6408.0,Balance Sheet
Note Rcvble - Long Term,,,,,,,7105.0,5812.0,4364.0,3987.0,Balance Sheet
Def. Inc. Tax - LT Asset,,,,,,,991.0,794.0,750.0,711.0,Balance Sheet
Disct. Ops. - LT Asset,,,,,,,0.0,,,,Balance Sheet
Restricted Cash - LT,,,,,,,146.0,130.0,115.0,148.0,Balance Sheet
Other Assets,,,,,,,612.0,961.0,798.0,833.0,Balance Sheet
"Other Assets, Total",,,,,,,612.0,961.0,798.0,833.0,Balance Sheet
Total Assets,,,,,,,14204.0,14490.0,12895.0,12815.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,1496.0,1175.0,1400.0,1575.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,896.0,1028.0,823.0,853.0,Balance Sheet
Total Current Liabilities,,,,,,,,,,,Balance Sheet
Total Long Term Debt,,,,,,,7667.0,7465.0,6079.0,5743.0,Balance Sheet
Total Debt,,,,,,,9163.0,8640.0,7479.0,7318.0,Balance Sheet
Minority Interest,,,,,,,1.0,1.0,1.0,0.0,Balance Sheet
Discont. Ops. - Lblts,,,,,,,0.0,,,,Balance Sheet
Other Liabilities,,,,,,,778.0,845.0,556.0,539.0,Balance Sheet
"Other Liabilities, Total",,,,,,,778.0,845.0,556.0,539.0,Balance Sheet
Total Liabilities,,,,,,,10838.0,10514.0,8859.0,8710.0,Balance Sheet
Common Stock,,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
Additional Paid-In Capital,,,,,,,1116.0,1085.0,1094.0,1099.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,2879.0,3537.0,3688.0,3801.0,Balance Sheet
Treasury Stock - Common,,,,,,,-630.0,-647.0,-747.0,-796.0,Balance Sheet
Total Equity,,,,,,,3366.0,3976.0,4036.0,4105.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,14204.0,14490.0,12895.0,12815.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,74.0,74.0,72.0,71.0,Balance Sheet
