,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,15.55,16.74,16.95,17.07,21.56,24.07,,,,,
low,14.92,10.04,10.54,10.41,15.36,17.99,,,,,
change,0.0252,-0.3149,0.5797,0.0095,0.1417,0.16460000000000002,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,172.0,111.0,108.0,82.0,Balance Sheet
"Total Receivables, Net",,,,,,,859.0,945.0,950.0,888.0,Balance Sheet
Invent. - Finished Goods,,,,,,,720.0,730.0,746.0,729.0,Balance Sheet
Invent. - Work In Progress,,,,,,,194.0,211.0,217.0,205.0,Balance Sheet
Invent. - Raw Materials,,,,,,,473.0,563.0,570.0,630.0,Balance Sheet
Total Inventory,,,,,,,1387.0,1504.0,1533.0,1564.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,84.0,97.0,93.0,108.0,Balance Sheet
Total Current Assets,,,,,,,2502.0,2657.0,2684.0,2642.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,4935.0,4675.0,4601.0,4509.0,Balance Sheet
"Goodwill, Net",,,,,,,2015.0,2006.0,1974.0,1942.0,Balance Sheet
Intangibles - Net,,,,,,,868.0,831.0,788.0,738.0,Balance Sheet
Other Long Term Assets,,,,,,,137.0,374.0,350.0,351.0,Balance Sheet
Total Assets,,,,,,,10457.0,10543.0,10397.0,10182.0,Balance Sheet
Accounts Payable,,,,,,,1125.0,1028.0,1008.0,999.0,Balance Sheet
Accrued Expenses,,,,,,,645.0,632.0,708.0,733.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,14.0,20.0,19.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,279.0,272.0,272.0,281.0,Balance Sheet
Total Current Liabilities,,,,,,,2049.0,1946.0,2008.0,2032.0,Balance Sheet
Total Long Term Debt,,,,,,,5515.0,5645.0,5506.0,5195.0,Balance Sheet
Total Debt,,,,,,,5794.0,5931.0,5798.0,5495.0,Balance Sheet
Deferred Income Tax,,,,,,,579.0,598.0,612.0,635.0,Balance Sheet
Minority Interest,,,,,,,2.0,2.0,2.0,2.0,Balance Sheet
Pension Benefits - Underfunded,,,,,,,139.0,132.0,128.0,112.0,Balance Sheet
Other LT Liabilities,,,,,,,282.0,271.0,251.0,250.0,Balance Sheet
"Other Liabilities, Total",,,,,,,421.0,403.0,379.0,362.0,Balance Sheet
Total Liabilities,,,,,,,8566.0,8594.0,8507.0,8226.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Common Stock,,,,,,,3.0,3.0,3.0,3.0,Balance Sheet
Additional Paid-In Capital,,,,,,,2046.0,2038.0,2044.0,2046.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,66.0,150.0,188.0,346.0,Balance Sheet
Cum. Trans. Adjustment,,,,,,,-122.0,-144.0,-245.0,-344.0,Balance Sheet
Min. Pension Lblty Adj.,,,,,,,-94.0,-103.0,-102.0,-102.0,Balance Sheet
Other Comprehensive Income,,,,,,,-8.0,5.0,2.0,7.0,Balance Sheet
"Other Equity, Total",,,,,,,-224.0,-242.0,-345.0,-439.0,Balance Sheet
Total Equity,,,,,,,1891.0,1949.0,1890.0,1956.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,10457.0,10543.0,10397.0,10182.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,307.0,308.0,308.0,307.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,1988.0,2245.0,2358.0,2451.0,Income Statement
"Cost of Revenue, Total",,,,,,,1701.0,1854.0,1914.0,1940.0,Income Statement
Selling/Gen/Admin Expense,,,,,,,143.0,172.0,177.0,196.0,Income Statement
Labor & Related Expense,,,,,,,6.0,9.0,8.0,7.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,149.0,181.0,185.0,203.0,Income Statement
Unusual Expense (Income),,,,,,,59.0,19.0,105.0,9.0,Income Statement
"Other Operat Expse, Total",,,,,,,-4.0,-2.0,2.0,6.0,Income Statement
Total Operating Expense,,,,,,,1905.0,2052.0,2206.0,2158.0,Income Statement
Total Operating Income,,,,,,,83.0,193.0,152.0,293.0,Income Statement
"Inter Inc(Exp),Net Non-Oper",,,,,,,-35.0,-42.0,-48.0,-53.0,Income Statement
"Other, Net",,,,,,,1.0,2.0,1.0,2.0,Income Statement
Income Before Tax,,,,,,,49.0,153.0,105.0,242.0,Income Statement
Income Tax - Total,,,,,,,10.0,46.0,39.0,49.0,Income Statement
Income After Tax,,,,,,,39.0,107.0,66.0,193.0,Income Statement
Minority Interest,,,,,,,0.0,0.0,0.0,0.0,Income Statement
Equity In Affiliates,,,,,,,0.0,,0.0,0.0,Income Statement
Net Inc Before Extra Items,,,,,,,39.0,107.0,66.0,193.0,Income Statement
Total Net Income,,,,,,,39.0,107.0,66.0,193.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,39.0,107.0,66.0,193.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,39.0,107.0,66.0,193.0,Income Statement
