,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,42.0,51.21,43.26,40.74,,,,,
low,11.85,10.52,14.89,9.86,,,,,
change,1.2539,-0.29960000000000003,0.8597,-0.5236,,,,,
Date,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,,24027.0,32418.0,57203.0,27706.0,Balance Sheet
Short Term Investments,,,,,165627.0,140590.0,150138.0,167730.0,Balance Sheet
Cash and Short Term Invs,,,,,189654.0,173008.0,207341.0,195436.0,Balance Sheet
Prepaid Expenses,,,,,3319.0,2656.0,2588.0,2458.0,Balance Sheet
Total Current Assets,,,,,192973.0,175664.0,209929.0,197894.0,Balance Sheet
Buildings,,,,,3295.0,3295.0,3295.0,3295.0,Balance Sheet
Machinery/Equipment,,,,,6773.0,6845.0,7037.0,7059.0,Balance Sheet
Other Prop./Plant/Equip.,,,,,357.0,6716.0,6449.0,6177.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,10425.0,16856.0,16781.0,16531.0,Balance Sheet
Accumulated Depreciation,,,,,-7684.0,-7905.0,-7805.0,-8007.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,2741.0,8951.0,8976.0,8524.0,Balance Sheet
Other Long Term Assets,,,,,2922.0,2933.0,3091.0,3071.0,Balance Sheet
Total Assets,,,,,198636.0,187548.0,221996.0,209489.0,Balance Sheet
Accounts Payable,,,,,1999.0,1936.0,4097.0,4043.0,Balance Sheet
Accrued Expenses,,,,,6326.0,9757.0,9010.0,9791.0,Balance Sheet
Notes Payable/ST Debt,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Customer Advances,,,,,1016.0,645.0,0.0,0.0,Balance Sheet
Other Current Liabilities,,,,,254.0,22.0,39.0,33.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,1270.0,667.0,39.0,33.0,Balance Sheet
Total Current Liabilities,,,,,9595.0,12360.0,13146.0,13867.0,Balance Sheet
Total Long Term Debt,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Total Debt,,,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Liabilities, Total",,,,,2661.0,7353.0,6717.0,6316.0,Balance Sheet
Total Liabilities,,,,,12256.0,19713.0,19863.0,20183.0,Balance Sheet
Redeemable Preferred Stock,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Common Stock,,,,,3.0,3.0,3.0,3.0,Balance Sheet
Additional Paid-In Capital,,,,,470629.0,473463.0,526573.0,534689.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,-284046.0,-304514.0,-323698.0,-344933.0,Balance Sheet
"Other Equity, Total",,,,,-206.0,-1117.0,-745.0,-453.0,Balance Sheet
Total Equity,,,,,186380.0,167835.0,202133.0,189306.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,198636.0,187548.0,221996.0,209489.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,29555.0,29593.0,29649.0,29886.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,756.0,641.0,886.0,0.0,Income Statement
Selling/Gen/Admin Expense,,,,,3407.0,3225.0,4033.0,3521.0,Income Statement
Labor & Related Expense,,,,,1084.0,1523.0,1403.0,1558.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,4491.0,4748.0,5436.0,5079.0,Income Statement
Research & Development,,,,,14299.0,16670.0,14359.0,16599.0,Income Statement
