,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,152.7,194.92,225.66,306.08,242.99,323.61,,,,,
low,136.5,144.07,160.95,197.47,176.36,214.66,,,,,
change,0.0194,0.10470000000000002,0.3582,0.0731,-0.077,0.44380000000000003,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,,6795.0,7600.0,8702.0,9172.0,Balance Sheet
Short Term Investments,,,,,,,730.0,638.0,551.0,599.0,Balance Sheet
Cash and Short Term Invs,,,,,,,7525.0,8238.0,9253.0,9771.0,Balance Sheet
"Total Receivables, Net",,,,,,,1137.0,1293.0,1333.0,1385.0,Balance Sheet
Invent. - Finished Goods,,,,,,,87.0,91.0,101.0,127.0,Balance Sheet
Invent. - Work In Progress,,,,,,,224.0,206.0,237.0,229.0,Balance Sheet
Invent. - Raw Materials,,,,,,,42.0,42.0,30.0,32.0,Balance Sheet
Total Inventory,,,,,,,353.0,339.0,368.0,388.0,Balance Sheet
Prepaid Expenses,,,,,,,546.0,434.0,431.0,535.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,,57.0,119.0,192.0,Balance Sheet
Total Current Assets,,,,,,,9561.0,10361.0,11504.0,12271.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,1424.0,1436.0,1418.0,1461.0,Balance Sheet
"Goodwill, Net",,,,,,,1002.0,1002.0,1002.0,1075.0,Balance Sheet
Intangibles - Net,,,,,,,400.0,400.0,387.0,604.0,Balance Sheet
Long Term Investments,,,,,,,86.0,86.0,96.0,99.0,Balance Sheet
Other Long Term Assets,,,,,,,25.0,25.0,32.0,34.0,Balance Sheet
Total Assets,,,,,,,13433.0,14256.0,15582.0,16706.0,Balance Sheet
Accounts Payable,,,,,,,195.0,174.0,198.0,127.0,Balance Sheet
Accrued Expenses,,,,,,,1679.0,1721.0,2120.0,2264.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,268.0,286.0,239.0,218.0,Balance Sheet
Total Current Liabilities,,,,,,,2142.0,2180.0,2556.0,2609.0,Balance Sheet
Total Long Term Debt,,,,,,,510.0,496.0,482.0,442.0,Balance Sheet
Total Debt,,,,,,,510.0,496.0,482.0,442.0,Balance Sheet
"Other Liabilities, Total",,,,,,,681.0,673.0,610.0,625.0,Balance Sheet
Total Liabilities,,,,,,,3333.0,3349.0,3649.0,3677.0,Balance Sheet
Redeemable Preferred Stock,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Common Stock,,,,,,,3.0,3.0,3.0,3.0,Balance Sheet
Additional Paid-In Capital,,,,,,,6881.0,6930.0,7100.0,7226.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,3201.0,3963.0,4773.0,5704.0,Balance Sheet
Unrealized Gain (Loss),,,,,,,-1.0,-3.0,-4.0,-4.0,Balance Sheet
Cum. Trans. Adjustment,,,,,,,-14.0,-26.0,-38.0,-56.0,Balance Sheet
Other Comprehensive Income,,,,,,,30.0,40.0,99.0,158.0,Balance Sheet
"Other Equity, Total",,,,,,,16.0,14.0,61.0,102.0,Balance Sheet
Total Equity,,,,,,,10100.0,10907.0,11934.0,13030.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,13433.0,14256.0,15582.0,16706.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,254.0,256.0,256.0,257.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,2073.0,2098.0,2196.0,2334.0,Income Statement
"Cost of Revenue, Total",,,,,,,247.0,246.0,262.0,289.0,Income Statement
Selling/Gen/Admin Expense,,,,,,,210.0,168.0,173.0,194.0,Income Statement
Labor & Related Expense,,,,,,,45.0,48.0,42.0,53.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,255.0,215.0,215.0,247.0,Income Statement
Research & Development,,,,,,,694.0,603.0,649.0,674.0,Income Statement
Unusual Expense (Income),,,,,,,,,13.0,0.0,Income Statement
