,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,39.77,78.4,107.69,48.4,,,,,
low,15.26,21.01,37.99,15.58,,,,,
change,0.7184999999999999,0.9213,-0.37810000000000005,-0.49710000000000004,,,,,
Date,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,,329633.0,309017.0,273166.0,134180.0,Balance Sheet
Short Term Investments,,,,,,,,131802.0,Balance Sheet
Cash and Short Term Invs,,,,,329633.0,309017.0,273166.0,265982.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,17282.0,,,,Balance Sheet
Prov. for Doubtful Accts,,,,,0.0,,,,Balance Sheet
"Total Receivables, Net",,,,,17282.0,19910.0,22606.0,22835.0,Balance Sheet
Total Inventory,,,,,2021.0,2350.0,3365.0,3802.0,Balance Sheet
Prepaid Expenses,,,,,4807.0,5164.0,5775.0,6795.0,Balance Sheet
Total Current Assets,,,,,353743.0,336441.0,304912.0,299414.0,Balance Sheet
Buildings,,,,,5044.0,4930.0,4965.0,5145.0,Balance Sheet
Machinery/Equipment,,,,,6184.0,6433.0,10792.0,12632.0,Balance Sheet
Construction in Progress,,,,,27.0,48.0,703.0,879.0,Balance Sheet
Other Prop./Plant/Equip.,,,,,8671.0,8482.0,8427.0,14258.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,19926.0,19893.0,24887.0,32914.0,Balance Sheet
Accumulated Depreciation,,,,,-3042.0,-3289.0,-6680.0,-7256.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,16884.0,16604.0,18207.0,25658.0,Balance Sheet
"Goodwill, Net",,,,,,,10494.0,10486.0,Balance Sheet
Intangibles - Gross,,,,,563.0,90881.0,127881.0,127881.0,Balance Sheet
Accum. Intangible Amort.,,,,,-9.0,-3606.0,-5704.0,-8010.0,Balance Sheet
Intangibles - Net,,,,,88922.0,87275.0,122177.0,119871.0,Balance Sheet
Note Rcvble - Long Term,,,,,1308.0,1406.0,1367.0,1187.0,Balance Sheet
Other Long Term Assets,,,,,1715.0,2699.0,1223.0,1195.0,Balance Sheet
Total Assets,,,,,462572.0,444425.0,458380.0,457811.0,Balance Sheet
Accounts Payable,,,,,2546.0,3314.0,3281.0,5768.0,Balance Sheet
Accrued Expenses,,,,,20580.0,13185.0,21760.0,24449.0,Balance Sheet
Notes Payable/ST Debt,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,105.0,,,,Balance Sheet
Customer Advances,,,,,0.0,,,,Balance Sheet
Other Current Liabilities,,,,,1655.0,23022.0,2478.0,1725.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,1655.0,23022.0,2478.0,1725.0,Balance Sheet
Total Current Liabilities,,,,,24886.0,39521.0,27519.0,31942.0,Balance Sheet
Total Long Term Debt,,,,,124.0,100.0,158.0,124.0,Balance Sheet
Total Debt,,,,,229.0,100.0,158.0,124.0,Balance Sheet
Deferred Income Tax,,,,,635.0,757.0,614.0,614.0,Balance Sheet
"Other Liabilities, Total",,,,,25187.0,6711.0,8429.0,13698.0,Balance Sheet
Total Liabilities,,,,,50832.0,47089.0,36720.0,46378.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,0.0,,,,Balance Sheet
Common Stock,,,,,25.0,25.0,26.0,26.0,Balance Sheet
Additional Paid-In Capital,,,,,505482.0,515701.0,541672.0,551883.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,-93767.0,-118390.0,-120038.0,-140287.0,Balance Sheet
"Other Equity, Total",,,,,,,,-189.0,Balance Sheet
Total Equity,,,,,411740.0,397336.0,421660.0,411433.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,462572.0,444425.0,458380.0,457811.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,25379.0,25485.0,26292.0,26351.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,25039.0,26852.0,34838.0,37011.0,Income Statement
"Cost of Revenue, Total",,,,,4597.0,5944.0,7686.0,8859.0,Income Statement
Selling/Gen/Admin Expense,,,,,19919.0,24471.0,31177.0,30088.0,Income Statement
Labor & Related Expense,,,,,5017.0,5738.0,6055.0,6273.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,24936.0,30209.0,37232.0,36361.0,Income Statement
Research & Development,,,,,9372.0,10671.0,11846.0,10822.0,Income Statement
Depreciation,,,,,297.0,334.0,346.0,350.0,Income Statement
