,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,11.0,9.38,,,,,
low,6.9,1.5,,,,,
change,-0.17620000000000002,-0.8373999999999999,,,,,
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,354.0,355.0,319.0,151.0,Balance Sheet
"Trade Accts Recvble, Gross",,,61.0,57.0,77.0,48.0,Balance Sheet
Prov. for Doubtful Accts,,,-12.0,-12.0,-12.0,-12.0,Balance Sheet
"Total Receivables, Net",,,49.0,45.0,66.0,36.0,Balance Sheet
Prepaid Expenses,,,19.0,27.0,26.0,24.0,Balance Sheet
"Other Curr. Assets, Total",,,165.0,279.0,440.0,241.0,Balance Sheet
Total Current Assets,,,587.0,707.0,851.0,452.0,Balance Sheet
Buildings,,,19.0,19.0,19.0,19.0,Balance Sheet
Land/Improvements,,,13.0,13.0,13.0,13.0,Balance Sheet
Machinery/Equipment,,,61.0,65.0,68.0,71.0,Balance Sheet
Other Prop./Plant/Equip.,,,16.0,51.0,53.0,53.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,110.0,149.0,154.0,157.0,Balance Sheet
Accumulated Depreciation,,,-42.0,-47.0,-53.0,-58.0,Balance Sheet
Prop./Plant/Equip. - Net,,,67.0,102.0,101.0,98.0,Balance Sheet
"Goodwill, Net",,,755.0,778.0,830.0,833.0,Balance Sheet
Intangibles - Gross,,,292.0,299.0,340.0,345.0,Balance Sheet
Accum. Intangible Amort.,,,-75.0,-92.0,-106.0,-121.0,Balance Sheet
Intangibles - Net,,,216.0,208.0,234.0,224.0,Balance Sheet
Other Long Term Assets,,,11.0,13.0,20.0,34.0,Balance Sheet
Total Assets,,,1637.0,1807.0,2036.0,1640.0,Balance Sheet
Accounts Payable,,,35.0,44.0,57.0,39.0,Balance Sheet
Accrued Expenses,,,73.0,109.0,144.0,103.0,Balance Sheet
Notes Payable/ST Debt,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,0.0,0.0,0.0,0.0,Balance Sheet
Customer Advances,,,107.0,162.0,219.0,115.0,Balance Sheet
Other Payables,,,214.0,325.0,482.0,236.0,Balance Sheet
Other Current Liabilities,,,77.0,62.0,66.0,60.0,Balance Sheet
"Other Curr. Lblts, Total",,,399.0,549.0,767.0,410.0,Balance Sheet
Total Current Liabilities,,,506.0,703.0,969.0,553.0,Balance Sheet
Total Long Term Debt,,,1.0,0.0,0.0,0.0,Balance Sheet
Total Debt,,,1.0,1.0,0.0,0.0,Balance Sheet
Minority Interest,,,1770.0,1766.0,590.0,625.0,Balance Sheet
"Other Liabilities, Total",,,112.0,129.0,77.0,74.0,Balance Sheet
Total Liabilities,,,2389.0,2599.0,1636.0,1252.0,Balance Sheet
Redeemable Preferred Stock,,,0.0,,,,Balance Sheet
Common Stock,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,0.0,0.0,1188.0,1168.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,-752.0,-792.0,-787.0,-779.0,Balance Sheet
"Other Equity, Total",,,0.0,0.0,0.0,-1.0,Balance Sheet
Total Equity,,,-752.0,-792.0,400.0,388.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,1637.0,1807.0,2036.0,1640.0,Balance Sheet
Shr Outs.-Com. Primary Iss.,,,215.0,215.0,225.0,229.0,Balance Sheet
Shr Outs.-Com. Stk. Iss. 3,,,6.0,6.0,6.0,6.0,Balance Sheet
Shr Outs.-Com. Stk. Iss. 4,,,213.0,214.0,205.0,204.0,Balance Sheet
Ttl Comm. Shares Outs.,,,215.0,215.0,225.0,229.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,0.0,0.0,0.0,0.0,Balance Sheet
Trsy. Shrs-Comm. Iss. 3,,,0.0,0.0,0.0,0.0,Balance Sheet
Trsy. Shrs-Comm. Iss. 4,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,192104.0,247260.0,310348.0,412184.0,Income Statement
"Cost of Revenue, Total",,,107102.0,120659.0,150894.0,172823.0,Income Statement
Selling/Gen/Admin Expense,,,64401.0,81141.0,91665.0,103688.0,Income Statement
Labor & Related Expense,,,85127.0,79683.0,77686.0,98974.0,Income Statement
Advertising Expense,,,25800.0,,,,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,175328.0,160824.0,169351.0,202662.0,Income Statement
Depreciation,,,4389.0,4919.0,6381.0,5376.0,Income Statement
Amortiz of Intangibles,,,13385.0,16263.0,14018.0,15490.0,Income Statement
Depreciation/Amortization,,,17774.0,21182.0,20399.0,20866.0,Income Statement
Unusual Expense (Income),,,200.0,,,,Income Statement
Total Operating Expense,,,300404.0,302665.0,340644.0,396351.0,Income Statement
Total Operating Income,,,-108300.0,-55405.0,-30296.0,15833.0,Income Statement
"Inter Expse,Net Non-Operat",,,-22504.0,-610.0,-741.0,-606.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,4.0,38.0,403.0,779.0,Income Statement
OtherNon-OperatInc (Expnse),,,13479.0,842.0,40680.0,-23.0,Income Statement
"Other, Net",,,13479.0,842.0,40680.0,-23.0,Income Statement
Income Before Tax,,,-117321.0,-55135.0,10046.0,15983.0,Income Statement
Income Tax - Total,,,860.0,803.0,100.0,170.0,Income Statement
Income After Tax,,,-118181.0,-55938.0,9946.0,15813.0,Income Statement
Minority Interest,,,12558.0,27856.0,-4904.0,-7489.0,Income Statement
Net Inc Before Extra Items,,,-105623.0,-28082.0,5042.0,8324.0,Income Statement
Total Net Income,,,-105623.0,-28082.0,5042.0,8324.0,Income Statement
Total Adjust to Net Income,,,555437.0,0.0,0.0,0.0,Income Statement
Income Available to Common Excl. Extra. Items,,,449814.0,-28082.0,5042.0,8324.0,Income Statement
Income Available to Common Incl. Extra. Items,,,449814.0,-28082.0,5042.0,8324.0,Income Statement
Basic/Primary Weighted Average Shares,,,214794.0,214940.0,217730.0,226835.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,2.09,-0.13,0.02,0.04,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,2.09,-0.13,0.02,0.04,Income Statement
Dilution Adjustment,,,,,79.0,95.0,Income Statement
Diluted Weighted Average Shares,,,214794.0,214940.0,224736.0,232342.0,Income Statement
Diluted EPS Excl. Extra. Items,,,2.09,-0.13,0.02,0.04,Income Statement
Diluted EPS Incl. Extra. Items,,,2.09,-0.13,0.02,0.04,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,0.0,0.0,Income Statement
