,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,34.44,16.61,,,,,
low,13.88,7.07,,,,,
change,-0.3383,-0.1444,,,,,
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,167800.0,161600.0,125800.0,138400.0,Balance Sheet
Short Term Investments,,,2000.0,,,,Balance Sheet
Cash and Short Term Invs,,,169800.0,161600.0,125800.0,138400.0,Balance Sheet
"Trade Accts Recvble, Net",,,60600.0,72500.0,76100.0,87200.0,Balance Sheet
Other Receivables,,,300.0,,,,Balance Sheet
"Total Receivables, Net",,,60900.0,72500.0,76100.0,87200.0,Balance Sheet
Prepaid Expenses,,,12000.0,19200.0,20800.0,21000.0,Balance Sheet
"Other Curr. Assets, Total",,,100.0,,,,Balance Sheet
Total Current Assets,,,242800.0,253300.0,222700.0,246600.0,Balance Sheet
Buildings,,,3700.0,,,,Balance Sheet
Machinery/Equipment,,,78300.0,,,,Balance Sheet
Other Prop./Plant/Equip.,,,13900.0,,,,Balance Sheet
Prop./Plant/Equip. - Gross,,,95900.0,,,,Balance Sheet
Accumulated Depreciation,,,-47100.0,,,,Balance Sheet
Prop./Plant/Equip. - Net,,,48800.0,52900.0,56100.0,59000.0,Balance Sheet
"Goodwill, Net",,,43800.0,43600.0,43200.0,110700.0,Balance Sheet
Intangibles - Gross,,,37200.0,,,,Balance Sheet
Accum. Intangible Amort.,,,-9900.0,,,,Balance Sheet
Intangibles - Net,,,27600.0,25500.0,23300.0,68300.0,Balance Sheet
Other Long Term Assets,,,1100.0,800.0,700.0,700.0,Balance Sheet
Total Assets,,,364100.0,376100.0,346000.0,485300.0,Balance Sheet
Accounts Payable,,,3200.0,5200.0,6200.0,5800.0,Balance Sheet
Accrued Expenses,,,32100.0,41500.0,34200.0,48600.0,Balance Sheet
Notes Payable/ST Debt,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Curr. Lblts, Total",,,30500.0,30500.0,29900.0,30300.0,Balance Sheet
Total Current Liabilities,,,65800.0,77200.0,70300.0,84700.0,Balance Sheet
Total Long Term Debt,,,0.0,0.0,0.0,70000.0,Balance Sheet
Total Debt,,,0.0,0.0,0.0,70000.0,Balance Sheet
Deferred Income Tax,,,1800.0,1100.0,400.0,1200.0,Balance Sheet
"Other Liabilities, Total",,,38867.0,42396.0,11796.0,10796.0,Balance Sheet
Total Liabilities,,,106467.0,120696.0,82496.0,166696.0,Balance Sheet
Redeemable Preferred Stock,,,0.0,,,,Balance Sheet
Common Stock,,,33.0,4.0,4.0,4.0,Balance Sheet
Additional Paid-In Capital,,,331600.0,340200.0,358600.0,414100.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,-74500.0,-85000.0,-94300.0,-93600.0,Balance Sheet
Treasury Stock - Common,,,0.0,,,,Balance Sheet
"Other Equity, Total",,,500.0,200.0,-800.0,-1900.0,Balance Sheet
Total Equity,,,257633.0,255404.0,263504.0,318604.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,364100.0,376100.0,346000.0,485300.0,Balance Sheet
Shr Outs.-Com. Primary Iss.,,,33062.0,35465.0,42034.0,42648.0,Balance Sheet
Shr Outs.-Com. Stk. Iss. 2,,,31686.0,31686.0,31686.0,31686.0,Balance Sheet
Ttl Comm. Shares Outs.,,,64747.0,67151.0,73719.0,74334.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,0.0,0.0,0.0,0.0,Balance Sheet
Trsy. Shrs-Comm. Iss. 2,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
