,2017,2018,2019,2020,2021,2022,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Report
high,23.15,20.45,17.81,16.18,24.76,25.47,,,,,
low,18.65,10.21,8.09,4.8,14.37,16.3,,,,,
change,-0.1303,-0.4435,-0.0661,0.47850000000000004,0.5540999999999999,-0.1151,,,,,
Date,,,,,,,2021-09-30 00:00:00,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,,76.0,57.0,54.0,43.0,Balance Sheet
Short Term Investments,,,,,,,3.0,0.0,0.0,2.0,Balance Sheet
Cash and Short Term Invs,,,,,,,78.0,57.0,54.0,45.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,124.0,159.0,150.0,172.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
"Trade Accts Recvble, Net",,,,,,,125.0,159.0,158.0,174.0,Balance Sheet
Other Receivables,,,,,,,9.0,11.0,9.0,7.0,Balance Sheet
"Total Receivables, Net",,,,,,,134.0,170.0,167.0,181.0,Balance Sheet
Invent. - Finished Goods,,,,,,,59.0,63.0,68.0,78.0,Balance Sheet
Invent. - Work In Progress,,,,,,,1.0,2.0,2.0,2.0,Balance Sheet
Invent. - Raw Materials,,,,,,,67.0,75.0,101.0,116.0,Balance Sheet
Total Inventory,,,,,,,127.0,140.0,171.0,197.0,Balance Sheet
Prepaid Expenses,,,,,,,10.0,9.0,9.0,9.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Total Current Assets,,,,,,,350.0,376.0,402.0,432.0,Balance Sheet
Buildings,,,,,,,103.0,104.0,104.0,104.0,Balance Sheet
Land/Improvements,,,,,,,5.0,5.0,5.0,5.0,Balance Sheet
Machinery/Equipment,,,,,,,206.0,207.0,208.0,209.0,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,20.0,20.0,20.0,20.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,334.0,335.0,336.0,337.0,Balance Sheet
Accumulated Depreciation,,,,,,,-277.0,-280.0,-282.0,-284.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,57.0,56.0,54.0,53.0,Balance Sheet
"Goodwill, Net",,,,,,,7.0,7.0,7.0,7.0,Balance Sheet
Intangibles - Gross,,,,,,,36.0,36.0,36.0,36.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-16.0,-17.0,-18.0,-18.0,Balance Sheet
Intangibles - Net,,,,,,,20.0,19.0,18.0,17.0,Balance Sheet
Long Term Investments,,,,,,,84.0,71.0,68.0,52.0,Balance Sheet
Other Long Term Assets,,,,,,,32.0,31.0,31.0,30.0,Balance Sheet
Total Assets,,,,,,,558.0,569.0,589.0,600.0,Balance Sheet
Accounts Payable,,,,,,,79.0,102.0,127.0,144.0,Balance Sheet
Accrued Expenses,,,,,,,33.0,29.0,33.0,30.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Customer Advances,,,,,,,16.0,18.0,19.0,23.0,Balance Sheet
Income Taxes Payable,,,,,,,6.0,7.0,4.0,5.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,22.0,24.0,23.0,27.0,Balance Sheet
Total Current Liabilities,,,,,,,134.0,155.0,183.0,202.0,Balance Sheet
Total Long Term Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Total Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Pension Benefits - Underfunded,,,,,,,17.0,11.0,11.0,10.0,Balance Sheet
Other LT Liabilities,,,,,,,43.0,45.0,43.0,40.0,Balance Sheet
"Other Liabilities, Total",,,,,,,60.0,57.0,54.0,50.0,Balance Sheet
Total Liabilities,,,,,,,194.0,212.0,237.0,252.0,Balance Sheet
Common Stock,,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
Additional Paid-In Capital,,,,,,,287.0,289.0,291.0,293.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,760.0,741.0,734.0,732.0,Balance Sheet
Treasury Stock - Common,,,,,,,-670.0,-662.0,-660.0,-660.0,Balance Sheet
