,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,37.0,70.5,99.25,212.55,327.32,265.78,,,,,
low,34.21,29.56,49.07,78.41,162.29,137.21,,,,,
change,0.037200000000000004,0.45049999999999996,0.7676000000000001,1.0592000000000001,0.3749,-0.3532,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,604.0,585.0,597.0,573.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,119.0,124.0,122.0,119.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-1.0,-1.0,-1.0,-1.0,Balance Sheet
"Total Receivables, Net",,,,,,,117.0,122.0,121.0,118.0,Balance Sheet
Invent. - Finished Goods,,,,,,,53.0,68.0,90.0,88.0,Balance Sheet
Invent. - Work In Progress,,,,,,,8.0,8.0,7.0,8.0,Balance Sheet
Invent. - Raw Materials,,,,,,,123.0,137.0,142.0,147.0,Balance Sheet
Total Inventory,,,,,,,184.0,214.0,239.0,243.0,Balance Sheet
Prepaid Expenses,,,,,,,26.0,24.0,19.0,20.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,0.0,,,,Balance Sheet
Total Current Assets,,,,,,,932.0,945.0,976.0,953.0,Balance Sheet
Buildings,,,,,,,53.0,57.0,55.0,87.0,Balance Sheet
Land/Improvements,,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
Machinery/Equipment,,,,,,,93.0,99.0,103.0,109.0,Balance Sheet
Construction in Progress,,,,,,,38.0,54.0,78.0,53.0,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,111.0,111.0,132.0,130.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,297.0,323.0,369.0,380.0,Balance Sheet
Accumulated Depreciation,,,,,,,-71.0,-75.0,-79.0,-84.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,227.0,247.0,290.0,296.0,Balance Sheet
"Goodwill, Net",,,,,,,860.0,859.0,854.0,851.0,Balance Sheet
