,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,42.93,48.23,40.92,41.29,51.54,57.0,,,,,
low,37.72,27.62,29.27,14.12,34.92,32.66,,,,,
change,0.1121,-0.298,0.3799,-0.1218,0.3118,-0.1334,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Due from Banks,,,,,,,9158.0,9936.0,6514.0,8160.0,Balance Sheet
Interest-Earning Deposits,,,,,,,316.0,685.0,469.0,261.0,Balance Sheet
Other Short Trm Invest.,,,,,,,1216.0,1675.0,1669.0,1352.0,Balance Sheet
Securities Held,,,,,,,2242.0,2056.0,9567.0,10071.0,Balance Sheet
Securities for Sale,,,,,,,26067.0,25319.0,24961.0,23478.0,Balance Sheet
Total Invest. Securities,,,,,,,28309.0,27375.0,34528.0,33549.0,Balance Sheet
Loans Held for Sale,,,,,,,3468.0,1816.0,3455.0,1962.0,Balance Sheet
Other Earning Assets,,,,,,,2843.0,2960.0,3207.0,3222.0,Balance Sheet
"Other Erng. Assets, Total",,,,,,,36152.0,34511.0,43328.0,40346.0,Balance Sheet
Total Gross Loans,,,,,,,128163.0,131305.0,156172.0,156140.0,Balance Sheet
Loan Loss Allowances,,,,,,,-1758.0,-1720.0,-1964.0,-1980.0,Balance Sheet
Net Loans,,,,,,,126405.0,129585.0,154208.0,154160.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,768.0,793.0,885.0,827.0,Balance Sheet
"Goodwill, Net",,,,,,,7116.0,7232.0,8081.0,8160.0,Balance Sheet
Intangibles - Gross,,,,,,,,,261.0,261.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,,,-50.0,-62.0,Balance Sheet
Intangibles - Net,,,,,,,,,211.0,199.0,Balance Sheet
"Other Assets, Total",,,,,,,8810.0,10040.0,13485.0,12832.0,Balance Sheet
Total Assets,,,,,,,188409.0,192097.0,226712.0,224684.0,Balance Sheet
Non-Interest Bearing Dep.,,,,,,,49443.0,50113.0,54169.0,51888.0,Balance Sheet
Interest Bearing Deposits,,,,,,,104918.0,108663.0,124756.0,126678.0,Balance Sheet
Total Deposits,,,,,,,154361.0,158776.0,178925.0,178566.0,Balance Sheet
"Other Bearing Lblts, Total",,,,,,,19.0,20.0,8269.0,9519.0,Balance Sheet
