,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,27.11,32.32,15.63,,,,,
low,15.6,11.57,4.3,,,,,
change,-0.0704,-0.4289,-0.09630000000000001,,,,,
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,200825.0,147965.0,135980.0,144901.0,Balance Sheet
Short Term Investments,,,,175746.0,175185.0,155858.0,103241.0,Balance Sheet
Cash and Short Term Invs,,,,376571.0,323150.0,291838.0,248142.0,Balance Sheet
Prepaid Expenses,,,,5821.0,20916.0,6096.0,10092.0,Balance Sheet
"Other Curr. Assets, Total",,,,,384.0,,,Balance Sheet
Total Current Assets,,,,382392.0,344450.0,297934.0,258234.0,Balance Sheet
Buildings,,,,0.0,,,,Balance Sheet
Machinery/Equipment,,,,1271.0,1692.0,1703.0,1835.0,Balance Sheet
Construction in Progress,,,,1460.0,1687.0,1047.0,944.0,Balance Sheet
Other Prop./Plant/Equip.,,,,40212.0,40028.0,39895.0,39614.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,42943.0,43407.0,42645.0,42393.0,Balance Sheet
Accumulated Depreciation,,,,-1983.0,-2408.0,-2868.0,-3265.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,40960.0,40999.0,39777.0,39128.0,Balance Sheet
Restricted Cash - LT,,,,2311.0,2313.0,2315.0,2317.0,Balance Sheet
Total Assets,,,,425663.0,387762.0,340026.0,299679.0,Balance Sheet
Accounts Payable,,,,4031.0,5188.0,6972.0,919.0,Balance Sheet
Accrued Expenses,,,,24692.0,18049.0,18650.0,22402.0,Balance Sheet
Notes Payable/ST Debt,,,,0.0,0.0,0.0,0.0,Balance Sheet
Total Current Liabilities,,,,28723.0,23237.0,25622.0,23321.0,Balance Sheet
Total Long Term Debt,,,,0.0,0.0,0.0,0.0,Balance Sheet
Total Debt,,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Liabilities, Total",,,,28743.0,28066.0,27345.0,26614.0,Balance Sheet
Total Liabilities,,,,57466.0,51303.0,52967.0,49935.0,Balance Sheet
Common Stock,,,,6.0,6.0,6.0,6.0,Balance Sheet
Additional Paid-In Capital,,,,596934.0,601440.0,604570.0,608467.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,-228474.0,-264057.0,-316361.0,-357746.0,Balance Sheet
"Other Equity, Total",,,,-269.0,-930.0,-1156.0,-983.0,Balance Sheet
Total Equity,,,,368197.0,336459.0,287059.0,249744.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,425663.0,387762.0,340026.0,299679.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,51569.0,51649.0,51734.0,51907.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,38.0,18.0,7.0,0.0,Balance Sheet
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,0.0,0.0,0.0,0.0,Income Statement
Selling/Gen/Admin Expense,,,,3237.0,5093.0,2730.0,3447.0,Income Statement
Labor & Related Expense,,,,6422.0,2454.0,3361.0,4162.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,9659.0,7547.0,6091.0,7609.0,Income Statement
Research & Development,,,,42301.0,28236.0,46664.0,34670.0,Income Statement
Total Operating Expense,,,,51960.0,35783.0,52755.0,42279.0,Income Statement
Total Operating Income,,,,-51960.0,-35783.0,-52755.0,-42279.0,Income Statement
"Inter Expse,Net Non-Operat",,,,0.0,,,,Income Statement
"Inter/Invest Inc, Non-Oper",,,,182.0,230.0,441.0,903.0,Income Statement
OtherNon-OperatInc (Expnse),,,,-8.0,-30.0,10.0,-9.0,Income Statement
"Other, Net",,,,-8.0,-30.0,10.0,-9.0,Income Statement
Income Before Tax,,,,-51786.0,-35583.0,-52304.0,-41385.0,Income Statement
Income After Tax,,,,-51786.0,-35583.0,-52304.0,-41385.0,Income Statement
