,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,41.65,44.03,19.77,17.78,28.33,20.08,,,,,
low,38.01,13.22,10.49,7.24,12.61,7.53,,,,,
change,0.0,-0.6276,0.2111,-0.245,0.3811,-0.48479999999999995,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,75.0,52.0,43.0,43.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,243.0,250.0,233.0,216.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-7.0,-7.0,-6.0,-6.0,Balance Sheet
"Trade Accts Recvble, Net",,,,,,,236.0,242.0,227.0,210.0,Balance Sheet
Notes Recvble - Short Term,,,,,,,17.0,15.0,14.0,11.0,Balance Sheet
"Total Receivables, Net",,,,,,,253.0,257.0,242.0,222.0,Balance Sheet
Invent. - Finished Goods,,,,,,,279.0,329.0,335.0,333.0,Balance Sheet
Invent. - Work In Progress,,,,,,,140.0,166.0,178.0,177.0,Balance Sheet
Invent. - Raw Materials,,,,,,,157.0,148.0,156.0,162.0,Balance Sheet
Total Inventory,,,,,,,577.0,643.0,669.0,672.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,37.0,36.0,34.0,32.0,Balance Sheet
Total Current Assets,,,,,,,942.0,987.0,987.0,968.0,Balance Sheet
Buildings,,,,,,,203.0,202.0,196.0,190.0,Balance Sheet
Land/Improvements,,,,,,,19.0,19.0,18.0,18.0,Balance Sheet
Machinery/Equipment,,,,,,,569.0,567.0,557.0,551.0,Balance Sheet
Construction in Progress,,,,,,,15.0,10.0,10.0,10.0,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,55.0,52.0,50.0,46.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,862.0,850.0,830.0,815.0,Balance Sheet
Accumulated Depreciation,,,,,,,-462.0,-472.0,-472.0,-470.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,399.0,378.0,358.0,345.0,Balance Sheet
"Goodwill, Net",,,,,,,250.0,251.0,247.0,245.0,Balance Sheet
Intangibles - Gross,,,,,,,172.0,176.0,171.0,166.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-38.0,-39.0,-39.0,-39.0,Balance Sheet
Intangibles - Net,,,,,,,140.0,137.0,133.0,128.0,Balance Sheet
Note Rcvble - Long Term,,,,,,,17.0,,,,Balance Sheet
Other Long Term Assets,,,,,,,28.0,42.0,34.0,36.0,Balance Sheet
Total Assets,,,,,,,1775.0,1795.0,1758.0,1722.0,Balance Sheet
Accounts Payable,,,,,,,239.0,285.0,283.0,251.0,Balance Sheet
Accrued Expenses,,,,,,,187.0,177.0,173.0,175.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,7.0,9.0,14.0,8.0,Balance Sheet
Customer Advances,,,,,,,29.0,26.0,28.0,28.0,Balance Sheet
Other Current Liabilities,,,,,,,59.0,71.0,70.0,69.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,88.0,96.0,98.0,97.0,Balance Sheet
Total Current Liabilities,,,,,,,521.0,568.0,567.0,531.0,Balance Sheet
Total Long Term Debt,,,,,,,400.0,380.0,380.0,404.0,Balance Sheet
Total Debt,,,,,,,407.0,389.0,393.0,412.0,Balance Sheet
Deferred Income Tax,,,,,,,7.0,5.0,1.0,6.0,Balance Sheet
Pension Benefits - Underfunded,,,,,,,82.0,81.0,79.0,77.0,Balance Sheet
Other LT Liabilities,,,,,,,104.0,99.0,79.0,73.0,Balance Sheet
"Other Liabilities, Total",,,,,,,185.0,180.0,157.0,150.0,Balance Sheet
Total Liabilities,,,,,,,1113.0,1133.0,1105.0,1091.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,,,0.0,0.0,,,Balance Sheet
Common Stock,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,,,,602.0,602.0,603.0,604.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,228.0,231.0,246.0,248.0,Balance Sheet
Treasury Stock - Common,,,,,,,-66.0,-63.0,-65.0,-65.0,Balance Sheet
Cum. Trans. Adjustment,,,,,,,-70.0,-76.0,-96.0,-122.0,Balance Sheet
Min. Pension Lblty Adj.,,,,,,,-32.0,-33.0,-33.0,-32.0,Balance Sheet
Other Comprehensive Income,,,,,,,,0.0,-2.0,-3.0,Balance Sheet
"Other Equity, Total",,,,,,,-102.0,-109.0,-131.0,-157.0,Balance Sheet
Total Equity,,,,,,,662.0,662.0,653.0,631.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,1775.0,1795.0,1758.0,1722.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,35.0,35.0,35.0,35.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,6.0,5.0,6.0,6.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,497800.0,459000.0,497200.0,454700.0,Income Statement
"Cost of Revenue, Total",,,,,,,418400.0,374000.0,408500.0,380400.0,Income Statement
Selling/Gen/Admin Expense,,,,,,,61200.0,66800.0,67000.0,63300.0,Income Statement
Labor & Related Expense,,,,,,,,3100.0,900.0,1500.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,61200.0,69900.0,67900.0,64800.0,Income Statement
Depreciation/Amortization,,,,,,,700.0,800.0,800.0,800.0,Income Statement
Restructuring Charge,,,,,,,-600.0,100.0,300.0,100.0,Income Statement
Impair-Assets Held for Use,,,,,,,0.0,,,0.0,Income Statement
Other Unusual Expnse (In),,,,,,,16300.0,-3400.0,1400.0,1000.0,Income Statement
Unusual Expense (Income),,,,,,,15700.0,-3300.0,1700.0,1100.0,Income Statement
Total Operating Expense,,,,,,,496000.0,441400.0,478900.0,447100.0,Income Statement
Total Operating Income,,,,,,,1800.0,17600.0,18300.0,7600.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,,-7800.0,-7800.0,-8200.0,-8300.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,,,1200.0,-200.0,-2100.0,2700.0,Income Statement
"Other, Net",,,,,,,1200.0,-200.0,-2100.0,2700.0,Income Statement
Income Before Tax,,,,,,,-4800.0,9600.0,8000.0,2000.0,Income Statement
Income Tax - Total,,,,,,,-1200.0,6500.0,-7100.0,-300.0,Income Statement
Income After Tax,,,,,,,-3600.0,3100.0,15100.0,2300.0,Income Statement
Net Inc Before Extra Items,,,,,,,-3600.0,3100.0,15100.0,2300.0,Income Statement
Total Net Income,,,,,,,-3600.0,3100.0,15100.0,2300.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,-3600.0,3100.0,15100.0,2300.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,-3600.0,3100.0,15100.0,2300.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,34868.0,35132.0,35284.0,35181.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,-0.1,0.09,0.43,0.07,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,-0.1,0.09,0.43,0.07,Income Statement
Diluted Weighted Average Shares,,,,,,,34868.0,35566.0,35551.0,35374.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,,-0.1,0.09,0.42,0.07,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,,-0.1,0.09,0.42,0.07,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,,7800.0,7800.0,8200.0,8300.0,Income Statement
"Depreciat/Amort, Suppl",,,,,,,16000.0,16100.0,15600.0,14500.0,Income Statement
Total Special Items,,,,,,,15700.0,-3300.0,1700.0,1100.0,Income Statement
Normalzd Income Before Tax,,,,,,,10900.0,6300.0,9700.0,3100.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,,5495.0,-1155.0,595.0,385.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,,4295.0,5345.0,-6505.0,85.0,Income Statement
Normalized Income After Tax,,,,,,,6605.0,955.0,16205.0,3015.0,Income Statement
Normalzd Inc Avail to Common,,,,,,,6605.0,955.0,16205.0,3015.0,Income Statement
Basic Normalized EPS,,,,,,,0.19,0.03,0.46,0.09,Income Statement
Diluted Normalized EPS,,,,,,,0.19,0.03,0.46,0.09,Income Statement
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,,,11000.0,3100.0,18200.0,20500.0,Cash Flow
Depreciation/Depletion,,,,,,,45500.0,16100.0,31700.0,46200.0,Cash Flow
Amortization,,,,,,,1400.0,800.0,1600.0,2400.0,Cash Flow
Deferred Taxes,,,,,,,600.0,0.0,900.0,900.0,Cash Flow
Unusual Items,,,,,,,2100.0,0.0,-1100.0,-900.0,Cash Flow
Other Non-Cash Items,,,,,,,12500.0,4900.0,-300.0,2200.0,Cash Flow
Non-Cash Items,,,,,,,14600.0,4900.0,-1400.0,1300.0,Cash Flow
Accounts Receivable,,,,,,,-4200.0,-4700.0,4200.0,17800.0,Cash Flow
Inventories,,,,,,,-68300.0,-69400.0,-109200.0,-136100.0,Cash Flow
Other Assets,,,,,,,-7600.0,400.0,-1100.0,-600.0,Cash Flow
Accounts Payable,,,,,,,62900.0,54600.0,61100.0,39800.0,Cash Flow
Accrued Expenses,,,,,,,20300.0,-200.0,-300.0,7300.0,Cash Flow
Changes in Working Capital,,,,,,,3100.0,-19300.0,-45300.0,-71800.0,Cash Flow
Total Cash from Operations,,,,,,,76200.0,5600.0,5700.0,-500.0,Cash Flow
Capital Expenditures,,,,,,,-40400.0,-8700.0,-16800.0,-31800.0,Cash Flow
Acquisition of Business,,,,,,,-186200.0,,,,Cash Flow
Sale of Business,,,,,,,,,2300.0,2300.0,Cash Flow
Sale of Fixed Assets,,,,,,,300.0,,1400.0,1500.0,Cash Flow
Other Investing Cash Flow,,,,,,,0.0,,,,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,,-185900.0,,3700.0,3800.0,Cash Flow
Total Cash from Investing,,,,,,,-226300.0,-8700.0,-13100.0,-28000.0,Cash Flow
Financing Cash Flow Items,,,,,,,0.0,,-1800.0,-1900.0,Cash Flow
"Common Stock, Net",,,,,,,0.0,,-1900.0,-1900.0,Cash Flow
Options Exercised,,,,,,,5800.0,100.0,100.0,100.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,,5800.0,100.0,-1800.0,-1800.0,Cash Flow
Long Term Debt Issued,,,,,,,100000.0,,,4000.0,Cash Flow
Long Term Debt Reduction,,,,,,,0.0,-20000.0,-20000.0,,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,,95100.0,-20800.0,-22300.0,0.0,Cash Flow
Total Cash From Financing,,,,,,,100900.0,-20700.0,-25900.0,-3700.0,Cash Flow
Foreign Exchange Effects,,,,,,,-4100.0,0.0,400.0,-600.0,Cash Flow
Net Change in Cash,,,,,,,-53300.0,-23800.0,-32900.0,-32800.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,,128700.0,75400.0,75400.0,75400.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,,75400.0,51600.0,42500.0,42600.0,Cash Flow
"Depreciation, Supplemental",,,,,,,45500.0,16100.0,31700.0,46200.0,Cash Flow
Free Cash Flow,,,,,,,35800.0,-3100.0,-11100.0,-32300.0,
FCF Growth,,,,,,,,-1.0865921787709498,2.5806451612903225,1.90990990990991,
