,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,135.7,157.84,173.95,199.5,240.33,237.61,,,,,
low,129.03,117.72,120.86,104.56,185.23,172.19,,,,,
change,-0.0059,-0.048499999999999995,0.3809,0.1526,0.18850000000000003,0.0014000000000000002,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,855.0,733.0,558.0,681.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,355.0,407.0,422.0,402.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-7.0,-8.0,-8.0,-8.0,Balance Sheet
"Trade Accts Recvble, Net",,,,,,,348.0,400.0,414.0,394.0,Balance Sheet
Other Receivables,,,,,,,9.0,11.0,12.0,12.0,Balance Sheet
"Total Receivables, Net",,,,,,,356.0,411.0,426.0,406.0,Balance Sheet
Invent. - Finished Goods,,,,,,,94.0,113.0,117.0,118.0,Balance Sheet
Invent. - Work In Progress,,,,,,,47.0,53.0,54.0,50.0,Balance Sheet
Invent. - Raw Materials,,,,,,,229.0,263.0,286.0,288.0,Balance Sheet
Total Inventory,,,,,,,370.0,429.0,457.0,455.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,96.0,108.0,110.0,93.0,Balance Sheet
Total Current Assets,,,,,,,1678.0,1681.0,1551.0,1635.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,435.0,437.0,432.0,407.0,Balance Sheet
"Goodwill, Net",,,,,,,2168.0,2214.0,2239.0,2191.0,Balance Sheet
Intangibles - Gross,,,,,,,875.0,920.0,956.0,935.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-277.0,-291.0,-301.0,-306.0,Balance Sheet
Intangibles - Net,,,,,,,597.0,629.0,655.0,629.0,Balance Sheet
Other Long Term Assets,,,,,,,40.0,39.0,36.0,31.0,Balance Sheet
Total Assets,,,,,,,4917.0,5000.0,4913.0,4893.0,Balance Sheet
Accounts Payable,,,,,,,179.0,210.0,214.0,197.0,Balance Sheet
Accrued Expenses,,,,,,,193.0,159.0,177.0,197.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,0.0,,,,Balance Sheet
Dividends Payable,,,,,,,41.0,0.0,45.0,45.0,Balance Sheet
Customer Advances,,,,,,,49.0,60.0,57.0,45.0,Balance Sheet
Income Taxes Payable,,,,,,,18.0,40.0,20.0,22.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,108.0,99.0,122.0,113.0,Balance Sheet
Total Current Liabilities,,,,,,,480.0,468.0,514.0,507.0,Balance Sheet
Total Long Term Debt,,,,,,,1190.0,1191.0,1191.0,1191.0,Balance Sheet
Total Debt,,,,,,,1190.0,1191.0,1191.0,1191.0,Balance Sheet
Deferred Income Tax,,,,,,,196.0,197.0,190.0,186.0,Balance Sheet
Minority Interest,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Pension Benefits - Underfunded,,,,,,,82.0,82.0,79.0,75.0,Balance Sheet
Other LT Liabilities,,,,,,,165.0,163.0,152.0,132.0,Balance Sheet
"Other Liabilities, Total",,,,,,,247.0,245.0,231.0,207.0,Balance Sheet
Total Liabilities,,,,,,,2114.0,2101.0,2125.0,2090.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
