,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,23.88,8.28,,,,,
low,7.21,2.54,,,,,
change,-0.6188,-0.6495000000000001,,,,,
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,50791.0,44743.0,40348.0,24087.0,Balance Sheet
Short Term Investments,,,42388.0,33381.0,26506.0,16744.0,Balance Sheet
Cash and Short Term Invs,,,93179.0,78124.0,66854.0,40831.0,Balance Sheet
"Trade Accts Recvble, Gross",,,31984.0,30043.0,37174.0,39071.0,Balance Sheet
Prov. for Doubtful Accts,,,-200.0,-100.0,-100.0,-200.0,Balance Sheet
"Total Receivables, Net",,,31784.0,29943.0,37074.0,38871.0,Balance Sheet
Total Inventory,,,75668.0,83417.0,88350.0,100278.0,Balance Sheet
Prepaid Expenses,,,13165.0,10354.0,13580.0,14435.0,Balance Sheet
"Other Curr. Assets, Total",,,0.0,,,,Balance Sheet
Total Current Assets,,,213796.0,201838.0,205858.0,194415.0,Balance Sheet
Prop./Plant/Equip. - Net,,,52952.0,49499.0,47972.0,46377.0,Balance Sheet
"Goodwill, Net",,,2230.0,2230.0,2230.0,2230.0,Balance Sheet
Intangibles - Net,,,440.0,423.0,405.0,387.0,Balance Sheet
Other Long Term Assets,,,3179.0,2941.0,3110.0,4951.0,Balance Sheet
Total Assets,,,272597.0,256931.0,259575.0,248360.0,Balance Sheet
Accounts Payable,,,28743.0,24019.0,36241.0,30703.0,Balance Sheet
Accrued Expenses,,,19003.0,27295.0,25756.0,29915.0,Balance Sheet
Notes Payable/ST Debt,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,271.0,99.0,53.0,Balance Sheet
"Other Curr. Lblts, Total",,,731.0,751.0,775.0,781.0,Balance Sheet
Total Current Liabilities,,,48477.0,52336.0,62871.0,61452.0,Balance Sheet
Total Long Term Debt,,,0.0,61.0,45.0,33.0,Balance Sheet
Total Debt,,,0.0,332.0,144.0,86.0,Balance Sheet
"Other Liabilities, Total",,,45014.0,35645.0,33723.0,31790.0,Balance Sheet
Total Liabilities,,,93491.0,88042.0,96639.0,93275.0,Balance Sheet
Redeemable Preferred Stock,,,0.0,,0.0,0.0,Balance Sheet
Common Stock,,,9.0,9.0,9.0,9.0,Balance Sheet
Additional Paid-In Capital,,,570794.0,574435.0,578496.0,582396.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,-391656.0,-405437.0,-415449.0,-427237.0,Balance Sheet
"Other Equity, Total",,,-41.0,-118.0,-120.0,-83.0,Balance Sheet
Total Equity,,,179106.0,168889.0,162936.0,155085.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,272597.0,256931.0,259575.0,248360.0,Balance Sheet
Ttl Comm. Shares Outs.,,,91512.0,91572.0,92409.0,92590.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,80381.0,68719.0,78493.0,84580.0,Income Statement
"Cost of Revenue, Total",,,56290.0,48092.0,54929.0,58963.0,Income Statement
Selling/Gen/Admin Expense,,,27683.0,29706.0,28773.0,31779.0,Income Statement
Labor & Related Expense,,,3412.0,3370.0,3707.0,3852.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,31095.0,33076.0,32480.0,35631.0,Income Statement
Research & Development,,,1597.0,2096.0,1823.0,1725.0,Income Statement
Total Operating Expense,,,88982.0,83264.0,89232.0,96319.0,Income Statement
Total Operating Income,,,-8601.0,-14545.0,-10739.0,-11739.0,Income Statement
"Inter Inc(Exp),Net Non-Oper",,,-414.0,-60.0,752.0,-28.0,Income Statement
Income Before Tax,,,-9015.0,-14606.0,-9992.0,-11768.0,Income Statement
Income Tax - Total,,,10.0,20.0,20.0,20.0,Income Statement
Income After Tax,,,-9025.0,-14626.0,-10012.0,-11788.0,Income Statement
Net Inc Before Extra Items,,,-9025.0,-14626.0,-10012.0,-11788.0,Income Statement
Total Net Income,,,-9025.0,-14626.0,-10012.0,-11788.0,Income Statement
Total Adjust to Net Income,,,8357.0,,,,Income Statement
Income Available to Common Excl. Extra. Items,,,-668.0,-14626.0,-10012.0,-11788.0,Income Statement
Income Available to Common Incl. Extra. Items,,,-668.0,-14626.0,-10012.0,-11788.0,Income Statement
Basic/Primary Weighted Average Shares,,,91307.0,91538.0,92052.0,92461.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,-0.01,-0.16,-0.11,-0.13,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,-0.01,-0.16,-0.11,-0.13,Income Statement
Diluted Weighted Average Shares,,,91307.0,91538.0,92052.0,92461.0,Income Statement
Diluted EPS Excl. Extra. Items,,,-0.01,-0.16,-0.11,-0.13,Income Statement
Diluted EPS Incl. Extra. Items,,,-0.01,-0.16,-0.11,-0.13,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",,,,1.0,5.0,1.0,Income Statement
"Depreciat/Amort, Suppl",,,1011.0,720.0,666.0,639.0,Income Statement
Total Special Items,,,0.0,0.0,0.0,0.0,Income Statement
Normalzd Income Before Tax,,,-9015.0,-14606.0,-9992.0,-11768.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,0.0,0.0,0.0,0.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,10.0,20.0,20.0,20.0,Income Statement
Normalized Income After Tax,,,-9025.0,-14626.0,-10012.0,-11788.0,Income Statement
Normalzd Inc Avail to Common,,,-668.0,-14626.0,-10012.0,-11788.0,Income Statement
Basic Normalized EPS,,,-0.01,-0.16,-0.11,-0.13,Income Statement
Diluted Normalized EPS,,,-0.01,-0.16,-0.11,-0.13,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,-38679.0,-14626.0,-24639.0,-36427.0,Cash Flow
Depreciation/Depletion,,,4146.0,720.0,1386.0,2025.0,Cash Flow
Non-Cash Items,,,17158.0,5223.0,10713.0,16165.0,Cash Flow
Accounts Receivable,,,-8989.0,1841.0,-5289.0,-7087.0,Cash Flow
Inventories,,,1001.0,-7749.0,-12682.0,-24609.0,Cash Flow
Prepaid Expenses,,,-6114.0,2969.0,-450.0,-3228.0,Cash Flow
Accrued Expenses,,,,-1507.0,-3329.0,-5161.0,Cash Flow
Payable/Accrued,,,-6691.0,-1593.0,8844.0,7604.0,Cash Flow
Changes in Working Capital,,,-20779.0,-6019.0,-12862.0,-32432.0,Cash Flow
Total Cash from Operations,,,-38154.0,-14702.0,-25402.0,-50669.0,Cash Flow
Capital Expenditures,,,-220.0,-240.0,-743.0,-1433.0,Cash Flow
Sale/Maturity of Investment,,,56864.0,8849.0,26957.0,38219.0,Cash Flow
Purchase of Investments,,,-65267.0,0.0,-11294.0,-12782.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,-8403.0,8849.0,15663.0,25437.0,Cash Flow
Total Cash from Investing,,,-8623.0,8609.0,14920.0,24004.0,Cash Flow
Financing Cash Flow Items,,,-5753.0,-20.0,120.0,120.0,Cash Flow
Total Cash Dividends Paid,,,-35000.0,,0.0,0.0,Cash Flow
"Common Stock, Net",,,96517.0,,0.0,0.0,Cash Flow
Options Exercised,,,5730.0,113.0,122.0,122.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,102247.0,113.0,122.0,122.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,-1126.0,-48.0,-203.0,-281.0,Cash Flow
Total Cash From Financing,,,60368.0,45.0,39.0,-39.0,Cash Flow
Net Change in Cash,,,13591.0,-6048.0,-10443.0,-26704.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,37200.0,50791.0,50791.0,50791.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,50791.0,44743.0,40348.0,24087.0,Cash Flow
"Depreciation, Supplemental",,,4146.0,720.0,1386.0,2025.0,Cash Flow
Free Cash Flow,,,-38374.0,-14942.0,-26145.0,-52102.0,
FCF Growth,,,,-0.6106217751602647,0.7497657609423103,0.9928093325683687,
